# Kaiser - Yakutat Outer Terminal Moraine - TSHE - ITRDB AK143
#----------------------------------------------------
#                World Data Service for Paleoclimatology, Boulder
#                                  and
#                     NOAA Paleoclimatology Program
#             National Centers for Environmental Information (NCEI)
#----------------------------------------------------
# Template Version 4.0
# Encoding: UTF-8
# NOTE: Please cite original publication, NOAA Landing Page URL, dataset and publication DOIs (where available), and date accessed when using downloaded data. If there is no publication information, please cite investigator, study title, NOAA Landing Page URL, and date accessed.
#
# Description/Documentation lines begin with #
# Data lines have no #
#
# NOAA_Landing_Page: https://www.ncei.noaa.gov/access/paleo-search/study/16481
#   Landing_Page_Description: NOAA Landing Page of this file's parent study, which includes all study metadata.
#
# Study_Level_JSON_Metadata: https://www.ncei.noaa.gov/pub/data/metadata/published/paleo/json/noaa-tree-16481.json
#   Study_Level_JSON_Description: JSON metadata of this data file's parent study, which includes all study metadata.
#
# Data_Type: Tree Ring
#
# Dataset_DOI:
#
# Science_Keywords: 
#--------------------
# Resource_Links
#
# Data_Download_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/northamerica/usa/ak143-rwl-noaa.txt
#   Data_Download_Description: Raw Measurements - NOAA Template File; ak143-rwl-noaa.txt
#
# Related_Online_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/northamerica/usa/ak143.rwl
#   Related_Online_Description: RWL File; Raw Measurements - Tucson Decadal File
#
# Supplemental_Download_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/correlation-stats/ak143.txt
#   Supplemental_Description: Text File; Correlation Stats
#
#--------------------
# Contribution_Date
#   Date: 2010-06-10
#--------------------
# File_Last_Modified_Date
#   Date: 2010-06-10
#--------------------
# Title
#   Study_Name: Kaiser - Yakutat Outer Terminal Moraine - TSHE - ITRDB AK143
#--------------------
# Investigators
#   Investigators: Kaiser, F.K.
#--------------------
# Description_Notes_and_Keywords
#   Description: NOAA Template Raw Measurements file added 2019-02-08.
#--------------------
# Publication
#   Authors: 
#   Journal_Name: 
#   Published_Title: 
#   Published_Date_or_Year: 
#   Volume: 
#   Pages: 
#   Issue: 
#   Report_Number: 
#   DOI: 
#   Full_Citation: 
#   Abstract: 
#--------------------
# Funding_Agency
#   Funding_Agency_Name:
#   Grant:
#--------------------
# Site_Information
#   Site_Name: Yakutat Outer Terminal Moraine
#   Location: Alaska
#   Northernmost_Latitude: 59.5525
#   Southernmost_Latitude: 59.5525
#   Easternmost_Longitude: -139.2894
#   Westernmost_Longitude: -139.2894
#   Elevation_m: 60
#--------------------
# Data_Collection
#   Collection_Name: AK143
#   First_Year: 1453
#   Last_Year: 1996
#   Time_Unit: CE
#   Core_Length_m:
#   Parameter_Keywords:  ring width
#   Notes: 
#--------------------
# Species
#   Species_Name: Tsuga heterophylla (Raf.) Sarg.
#   Common_Name: western hemlock
#   Tree_Species_Code: TSHE
#--------------------
# Variables
#
# PaST_Thesaurus_Download_Resource: https://www.ncei.noaa.gov/access/paleo-search/skos/past-thesaurus.rdf
#   PaST_Thesaurus_Download_Description: Paleoenvironmental Standard Terms (PaST) Thesaurus terms, definitions, and relationships in SKOS format.
#
# Data variables follow that are preceded by '##' in columns one and two.
# Variables format: shortname-tab-var components: what, material, error, units, seasonality, data type, detail, method, C or N for Character or Numeric data)
#
## age_CE	age,,,year Common Era,,tree ring,,,N,
## OTMO0030_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: OTMO0030; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## OTMO0040_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: OTMO0040; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## OTMO0070_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: OTMO0070; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## OTMO0080_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: OTMO0080; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## OTMO0090_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: OTMO0090; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## OTMO0100_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: OTMO0100; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## OTMO0110_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: OTMO0110; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## OTMO0120_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: OTMO0120; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## OTMO0130_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: OTMO0130; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
#---------------------
# Data:
# Missing_Values: NA
age_CE	OTMO0030_raw	OTMO0040_raw	OTMO0070_raw	OTMO0080_raw	OTMO0090_raw	OTMO0100_raw	OTMO0110_raw	OTMO0120_raw	OTMO0130_raw
1677	0.52	0.31	NA	NA	0.24	0.26	0.76	0.42	0.31
1678	0.7	0.3	NA	NA	0.35	0.3	0.93	0.58	0.38
1679	0.23	0.11	NA	NA	0.19	0.15	0.44	0.22	0.18
1680	0.44	0.23	NA	NA	0.31	0.29	0.6	0.37	0.32
1681	0.64	0.44	NA	NA	0.36	0.33	0.72	0.96	0.36
1682	0.5	0.56	NA	NA	0.34	0.38	0.75	1.14	0.38
1683	0.56	0.49	NA	NA	0.34	0.51	0.93	1.11	0.3
1684	0.57	0.54	NA	NA	0.33	0.4	0.9	0.88	0.25
1685	0.68	0.49	NA	NA	0.38	0.41	0.94	0.89	0.32
1686	0.58	0.34	NA	NA	0.31	0.35	0.79	0.67	0.26
1687	0.57	0.23	NA	NA	0.42	0.35	0.7	0.71	0.31
1688	0.55	0.26	NA	NA	0.28	0.31	0.78	0.71	0.27
1689	0.57	0.4	NA	NA	0.24	0.34	0.65	0.73	0.27
1690	0.38	0.42	NA	NA	0.26	0.22	0.52	0.38	0.3
1691	0.51	0.41	NA	NA	0.28	0.31	0.56	0.54	0.32
1692	0.76	0.37	NA	NA	0.31	0.49	0.64	0.74	0.26
1693	0.72	0.43	NA	NA	0.36	0.53	0.91	0.81	0.29
1694	0.91	0.52	NA	NA	0.4	0.65	1.44	0.86	0.52
1695	0.92	0.34	NA	NA	0.44	0.78	1.03	1.02	0.44
1696	0.54	0.29	NA	NA	0.36	0.62	0.84	0.73	0.48
1697	0.41	0.25	NA	NA	0.18	0.18	0.78	0.68	0.29
1698	0.29	0.06	NA	NA	0.07	0.1	0.64	0.45	0.24
1699	0.44	0.19	NA	NA	0.12	0.11	0.91	0.7	0.18
1700	0.59	0.28	0.89	NA	0.26	0.14	0.98	0.68	0.27
1701	0.85	0.5	0.52	NA	0.3	0.24	1.98	0.79	0.29
1702	0.84	0.42	0.76	NA	0.28	0.32	1.67	0.75	0.38
1703	0.72	0.32	0.59	NA	0.38	0.36	1.51	0.8	0.43
1704	0.71	0.41	0.83	NA	0.36	0.52	1.55	0.78	0.41
1705	0.67	0.28	0.97	NA	0.33	0.58	1.69	0.76	0.34
1706	0.56	0.21	0.88	NA	0.2	0.49	1.7	0.57	0.31
1707	0.8	0.31	1.03	NA	0.43	0.6	2.07	0.87	0.62
1708	0.72	0.36	1.08	NA	0.36	0.7	1.29	1.06	0.49
1709	0.88	0.4	0.93	NA	0.43	0.63	1.33	1.03	0.34
1710	0.81	0.3	1.05	NA	0.39	0.53	1.27	0.89	0.32
1711	0.6	0.31	0.99	NA	0.35	0.37	0.89	0.6	0.38
1712	0.87	0.45	0.87	NA	0.42	0.37	1.76	0.84	0.35
1713	0.98	0.81	0.97	NA	0.44	0.42	1.89	0.87	0.34
1714	0.74	0.49	1.11	NA	0.41	0.42	1.39	0.72	0.32
1715	0.72	0.52	0.98	NA	0.45	0.47	1.58	0.66	0.4
1716	0.72	0.34	0.95	NA	0.34	0.44	1.16	0.62	0.33
1717	0.57	0.33	0.72	NA	0.34	0.37	1.13	0.76	0.24
1718	0.71	0.38	0.89	NA	0.36	0.46	1.56	0.78	0.31
1719	0.79	0.5	0.85	NA	0.54	0.62	1.66	0.98	0.46
1720	0.68	0.5	1.11	NA	0.44	0.53	1.42	0.72	0.42
1721	0.58	0.51	1.05	NA	0.49	0.87	1.39	0.89	0.48
1722	0.6	0.51	0.97	NA	0.3	0.84	1.15	0.73	0.5
1723	0.67	0.52	1.07	NA	0.41	0.98	1.31	0.73	0.56
1724	0.66	0.49	1.32	NA	0.51	0.87	1.38	0.92	0.41
1725	0.69	0.48	1.32	NA	0.46	0.87	1.31	1	0.56
1726	0.71	0.46	1.22	NA	0.19	0.93	1.38	1.21	0.39
1727	0.84	0.35	1.16	NA	0.29	0.91	1.37	1.17	0.36
1728	0.87	0.37	1.07	NA	0.3	0.76	1.54	1	0.31
1729	0.78	0.35	0.75	NA	0.24	1.05	1.35	0.94	0.37
1730	0.59	0.22	0.91	NA	0.29	0.99	1.27	0.77	0.33
1731	0.8	0.37	0.95	NA	0.34	0.99	1.25	0.87	0.46
1732	0.69	0.36	1.03	NA	0.36	1.05	1.28	0.93	0.45
1733	0.56	0.29	0.53	NA	0.39	1.07	1.48	0.76	0.38
1734	0.54	0.28	0.65	NA	0.28	1.09	1.1	0.66	0.37
1735	0.74	0.33	0.84	NA	0.42	0.9	1.18	0.79	0.43
1736	0.48	0.36	0.92	NA	0.32	0.87	1.04	0.64	0.44
1737	0.63	0.4	1.04	NA	0.45	0.92	1.42	0.67	0.38
1738	0.45	0.31	0.9	NA	0.38	0.75	1.14	0.57	0.31
1739	0.82	0.39	1.17	NA	0.5	1.03	1.43	0.8	0.4
1740	0.67	0.26	0.76	NA	0.39	0.79	0.95	0.71	0.38
1741	0.52	0.29	0.57	NA	0.28	0.53	0.68	0.38	0.35
1742	0.47	0.26	0.51	NA	0.35	0.58	1.04	0.53	0.35
1743	0.57	0.46	0.51	NA	0.36	0.59	1.28	0.61	0.38
1744	0.53	0.37	0.5	NA	0.26	0.58	1.11	0.62	0.22
1745	0.74	0.39	0.66	NA	0.35	0.64	1.14	0.59	0.28
1746	0.78	0.4	0.96	NA	0.33	0.78	1.08	0.65	0.37
1747	0.65	0.39	1.24	NA	0.42	0.81	0.88	0.68	0.35
1748	0.84	0.55	1.54	NA	0.45	1.13	1.37	0.78	0.37
1749	0.95	0.64	1.56	NA	0.5	1.2	1.46	0.85	0.56
1750	0.98	1	1.83	NA	0.52	1.48	2.07	0.87	0.56
1751	0.94	0.78	1.6	NA	0.43	1.2	1.42	0.86	0.51
1752	0.94	0.57	1.35	NA	0.34	0.73	0.97	0.71	0.35
1753	0.82	0.47	1.23	0.72	0.3	0.66	1.32	0.7	0.36
1754	0.51	0.36	0.7	0.62	0.22	0.27	1.04	0.46	0.29
1755	0.76	0.47	0.67	0.54	0.25	0.26	1.31	0.74	0.24
1756	0.74	0.56	0.87	0.55	0.27	0.34	1.32	0.78	0.24
1757	0.79	0.59	1	0.69	0.3	0.32	1.65	0.94	0.3
1758	1.25	0.86	1.42	0.84	0.37	0.5	1.96	1.09	0.41
1759	1.37	1.02	1.36	0.87	0.38	0.57	2.14	1.29	0.48
1760	0.98	0.81	1.5	0.72	0.42	0.76	1.66	1.01	0.51
1761	1.05	0.75	1.67	0.85	0.5	0.96	1.26	1.12	0.53
1762	0.93	0.87	1.6	1.23	0.49	1.18	2.23	1.03	0.54
1763	1.28	1.09	1.55	1.07	0.69	1.19	2.33	1.12	0.59
1764	0.7	0.79	1.33	0.88	0.53	1.16	1.63	0.81	0.46
1765	0.87	0.92	1.71	1.18	0.6	1.38	1.61	0.98	0.59
1766	0.54	0.66	1.46	1.02	0.44	1.1	1.51	0.66	0.6
1767	0.78	0.75	1.6	1.04	0.44	0.84	1.53	0.71	0.8
1768	0.54	0.51	1.08	0.75	0.32	0.63	1.39	0.51	0.31
1769	0.58	0.61	1.47	0.69	0.29	0.65	1.62	0.6	0.41
1770	1.05	0.76	1.28	0.72	0.36	0.67	1.7	0.48	0.34
1771	1.18	0.99	1.26	0.9	0.43	0.81	1.72	0.48	0.31
1772	0.89	1.14	1.22	0.94	0.42	0.91	1.4	0.4	0.33
1773	0.82	0.83	1.41	0.91	0.46	0.75	0.96	0.33	0.49
1774	0.75	0.77	1.44	0.6	0.39	0.64	1	0.39	0.44
1775	0.8	0.65	1.44	0.64	0.4	0.63	1.07	0.32	0.37
1776	0.67	0.49	1.58	0.77	0.43	0.55	0.77	0.39	0.42
1777	0.79	0.59	1.69	0.67	0.56	0.75	1.15	0.32	0.56
1778	0.67	0.58	1.61	0.82	0.54	0.79	1.19	0.35	0.5
1779	0.58	0.59	1.79	0.73	0.41	0.94	0.94	0.54	0.34
1780	0.58	0.63	2.25	0.62	0.46	1.13	1.66	0.73	0.43
1781	0.71	0.72	1.8	0.63	0.32	0.95	1.46	0.86	0.28
1782	0.74	0.6	1.83	0.58	0.37	1.06	1.55	0.75	0.33
1783	0.84	0.67	1.97	0.7	0.42	1.09	1.65	0.75	0.35
1784	0.72	0.7	1.83	0.95	0.5	1.07	1.5	0.63	0.46
1785	0.69	0.55	1.73	0.75	0.49	0.82	1.17	0.48	0.57
1786	0.72	0.7	1.64	0.81	0.43	0.8	0.99	0.38	0.66
1787	0.68	0.56	1.55	0.58	0.37	0.69	0.86	0.23	0.58
1788	0.67	0.71	1.88	0.81	0.52	0.91	1	0.5	0.61
1789	0.79	0.76	1.65	0.76	0.42	0.99	1.05	0.82	0.43
1790	0.77	0.61	1.49	0.62	0.54	0.64	0.93	0.53	0.52
1791	0.94	0.64	1.55	0.75	0.59	0.62	0.8	0.58	0.44
1792	1.12	0.68	1.76	0.89	0.51	0.76	0.87	0.6	0.55
1793	0.81	0.74	1.83	0.89	0.47	0.8	0.84	0.6	0.48
1794	0.59	0.69	1.87	1	0.56	0.96	0.88	0.51	0.46
1795	0.63	0.82	1.82	1.09	0.5	0.97	1.22	0.68	0.46
1796	0.5	0.63	1.68	0.83	0.54	0.85	0.95	0.55	0.44
1797	0.54	0.61	1.55	0.67	0.53	0.73	0.79	0.52	0.39
1798	0.48	0.3	1.25	0.6	0.36	0.56	0.52	0.5	0.32
1799	0.55	0.39	0.92	0.78	0.32	0.48	0.52	0.35	0.39
1800	0.33	0.27	1.02	0.89	0.26	0.43	0.56	0.28	0.3
1801	0.45	0.42	1.19	0.82	0.37	0.5	0.6	0.28	0.33
1802	0.47	0.48	1.45	0.86	0.33	0.51	0.86	0.5	0.45
1803	0.48	0.55	1.4	0.84	0.43	0.58	1.07	0.5	0.46
1804	0.52	0.53	1.61	1.23	0.53	0.64	1.26	0.56	0.4
1805	0.55	0.55	1.59	0.97	0.52	0.71	1.45	0.46	0.37
1806	0.55	0.51	1.11	0.71	0.43	0.49	1.05	0.37	0.37
1807	0.8	0.69	1.24	0.82	0.42	0.66	1.19	0.47	0.3
1808	0.6	0.68	1.2	0.52	0.33	0.54	0.83	0.33	0.3
1809	0.51	0.47	1.26	0.55	0.26	0.48	0.89	0.32	0.21
1810	0.3	0.3	0.83	0.44	0.19	0.4	0.74	0.29	0.24
1811	0.37	0.26	0.73	0.19	0.17	0.28	0.67	0.31	0.16
1812	0.38	0.38	0.65	0.19	0.16	0.21	0.62	0.37	0.17
1813	0.35	0.43	0.77	0.23	0.17	0.21	0.65	0.38	0.18
1814	0.4	0.47	1.13	0.76	0.21	0.35	1.07	0.34	0.18
1815	0.59	0.63	1.25	0.87	0.17	0.51	1.09	0.47	0.17
1816	0.54	0.46	1.18	0.79	0.22	0.37	0.68	0.41	0.19
1817	0.51	0.36	1.24	0.76	0.2	0.39	0.48	0.31	0.21
1818	0.37	0.29	1.32	0.78	0.22	0.36	0.41	0.33	0.24
1819	0.34	0.44	1.33	0.83	0.21	0.49	0.69	0.34	0.28
1820	0.37	0.56	1.21	0.76	0.24	0.47	0.93	0.58	0.31
1821	0.38	0.46	1.26	0.66	0.28	0.42	0.82	0.48	0.36
1822	0.36	0.43	1.34	0.78	0.25	0.44	0.82	0.52	0.27
1823	0.37	0.37	1.1	0.67	0.28	0.48	0.68	0.37	0.34
1824	0.26	0.34	1.33	0.65	0.41	0.39	0.82	0.36	0.31
1825	0.38	0.48	1.2	1.09	0.37	0.46	0.85	0.5	0.29
1826	0.36	0.45	0.85	0.72	0.18	0.33	0.67	0.37	0.17
1827	0.39	0.52	0.7	0.88	0.19	0.34	0.91	0.27	0.14
1828	0.46	0.73	0.86	1.06	0.16	0.5	1.32	0.27	0.18
1829	0.59	0.69	0.9	1.08	0.25	0.53	0.9	0.38	0.18
1830	0.54	0.31	0.79	0.87	0.22	0.4	0.6	0.34	0.21
1831	0.41	0.33	0.74	0.76	0.24	0.29	0.38	0.3	0.14
1832	0.45	0.39	0.78	0.64	0.32	0.33	0.67	0.37	0.23
1833	0.45	0.41	0.97	0.95	0.28	0.41	0.99	0.55	0.2
1834	0.6	0.42	0.84	0.86	0.2	0.4	0.78	0.51	0.14
1835	0.61	0.26	0.9	0.79	0.21	0.35	0.66	0.46	0.14
1836	0.47	0.25	0.74	0.62	0.21	0.44	0.72	0.51	0.16
1837	0.4	0.21	0.68	0.61	0.19	0.53	0.73	0.52	0.12
1838	0.36	0.34	0.68	0.68	0.17	0.54	0.7	0.44	0.22
1839	0.31	0.26	0.61	0.62	0.16	0.44	0.65	0.36	0.14
1840	0.32	0.35	0.57	0.8	0.19	0.61	0.97	0.4	0.2
1841	0.38	0.34	0.75	0.85	0.25	0.64	1.17	0.51	0.2
1842	0.3	0.23	0.69	0.83	0.15	0.54	0.84	0.34	0.22
1843	0.39	0.46	0.84	0.81	0.2	0.64	1.08	0.42	0.22
1844	0.49	0.49	0.88	0.9	0.26	0.78	0.92	0.46	0.28
1845	0.49	0.5	0.97	0.89	0.22	0.67	0.74	0.45	0.15
1846	0.42	0.43	0.87	0.93	0.24	0.68	0.73	0.4	0.19
1847	0.29	0.29	0.94	0.88	0.18	0.68	0.94	0.23	0.07
1848	0.47	0.55	0.78	0.96	0.25	0.73	1.04	0.47	0.16
1849	0.35	0.39	0.66	0.74	0.21	0.59	0.88	0.53	0.16
1850	0.27	0.33	0.5	0.57	0.16	0.4	0.62	0.49	0.11
1851	0.33	0.31	0.54	0.76	0.14	0.41	0.54	0.51	0.09
1852	0.35	0.32	0.57	0.79	0.14	0.39	0.53	0.43	0.09
1853	0.31	0.32	0.64	0.74	0.13	0.4	0.38	0.36	0.11
1854	0.28	0.26	0.5	0.61	0.16	0.32	0.36	0.31	0.08
1855	0.28	0.25	0.57	0.6	0.19	0.31	0.53	0.58	0.18
1856	0.27	0.27	0.39	0.92	0.12	0.27	0.82	0.57	0.06
1857	0.38	0.5	0.44	0.8	0.15	0.24	1.03	0.43	0.12
1858	0.33	0.53	0.47	1.01	0.15	0.27	0.64	0.32	0.13
1859	0.23	0.32	0.58	0.94	0.12	0.24	0.44	0.23	0.13
1860	0.31	0.4	0.67	0.98	0.26	0.33	0.5	0.32	0.25
1861	0.37	0.41	0.76	1	0.23	0.45	0.86	0.45	0.17
1862	0.3	0.32	0.59	0.76	0.07	0.33	0.7	0.38	0.17
1863	0.21	0.21	0.62	0.84	0.09	0.31	0.71	0.28	0.17
1864	0.3	0.28	0.73	1.02	0.18	0.42	0.74	0.49	0.21
1865	0.32	0.36	0.75	0.77	0.22	0.31	0.76	0.47	0.2
1866	0.33	0.37	0.7	0.86	0.21	0.36	0.88	0.87	0.27
1867	0.29	0.39	0.7	0.57	0.16	0.44	0.93	0.83	0.22
1868	0.39	0.51	0.59	0.82	0.24	0.45	1.02	0.56	0.21
1869	0.34	0.41	0.53	0.78	0.2	0.39	0.94	0.31	0.14
1870	0.32	0.39	0.48	0.77	0.21	0.44	0.75	0.44	0.27
1871	0.29	0.31	0.55	0.79	0.15	0.41	0.62	0.57	0.17
1872	0.28	0.31	0.45	0.7	0.21	0.35	1.03	0.71	0.21
1873	0.26	0.26	0.55	0.8	0.17	0.33	1.12	0.62	0.17
1874	0.32	0.23	0.39	0.54	0.16	0.24	1.04	0.52	0.14
1875	0.26	0.18	0.46	0.62	0.08	0.23	0.62	0.35	0.06
1876	0.18	0.07	0.17	0.32	0.06	0.04	0.3	0.16	0.05
1877	0.11	0.13	0.12	0.44	0.08	0.06	0.23	0.14	0.09
1878	0.15	0.15	0.2	0.65	0.12	0.08	0.48	0.29	0.11
1879	0.23	0.23	0.27	1.09	0.13	0.21	0.53	0.43	0.17
1880	0.23	0.23	0.3	1.05	0.18	0.21	0.63	0.59	0.19
1881	0.33	0.32	0.37	1.2	0.13	0.23	0.88	0.83	0.24
1882	0.33	0.32	0.39	0.88	0.18	0.19	0.85	0.66	0.25
1883	0.25	0.31	0.49	1.12	0.14	0.2	0.73	0.67	0.27
1884	0.31	0.31	0.69	0.89	0.17	0.22	0.6	0.65	0.24
1885	0.28	0.15	0.59	0.86	0.13	0.3	0.45	0.49	0.21
1886	0.32	0.24	0.61	0.76	0.25	0.27	0.35	0.36	0.24
1887	0.33	0.15	0.38	0.54	0.17	0.2	0.32	0.38	0.17
1888	0.38	0.29	0.4	0.74	0.2	0.23	0.64	0.4	0.22
1889	0.27	0.29	0.4	0.78	0.18	0.22	0.73	0.35	0.16
1890	0.23	0.22	0.39	0.57	0.22	0.15	0.41	0.2	0.19
1891	0.21	0.2	0.37	0.74	0.26	0.2	0.32	0.18	0.18
1892	0.36	0.29	0.47	0.9	0.32	0.25	0.49	0.37	0.27
1893	0.37	0.28	0.56	0.96	0.29	0.34	0.63	0.43	0.23
1894	0.41	0.26	0.46	0.71	0.31	0.2	0.59	0.33	0.29
1895	0.34	0.22	0.42	0.78	0.34	0.21	0.68	0.46	0.23
1896	0.27	0.23	0.38	0.69	0.28	0.22	0.83	0.71	0.26
1897	0.28	0.22	0.29	0.65	0.27	0.2	1.13	0.56	0.26
1898	0.32	0.25	0.39	0.73	0.26	0.3	1.55	0.4	0.26
1899	0.28	0.23	0.49	0.62	0.28	0.29	1.18	0.45	0.21
1900	0.31	0.32	0.75	0.87	0.25	0.4	0.83	0.63	0.22
1901	0.28	0.3	0.62	0.79	0.25	0.33	0.45	0.51	0.23
1902	0.37	0.37	0.64	1.11	0.29	0.31	0.99	0.69	0.26
1903	0.35	0.29	0.67	1.01	0.25	0.24	0.79	0.53	0.33
1904	0.17	0.16	0.47	0.6	0.18	0.15	0.56	0.28	0.22
1905	0.3	0.2	0.53	0.96	0.26	0.29	1.57	0.74	0.31
1906	0.29	0.26	0.5	1.01	0.24	0.29	1.26	0.95	0.26
1907	0.22	0.23	0.5	0.76	0.29	0.21	0.85	0.75	0.28
1908	0.22	0.21	0.49	0.85	0.26	0.21	0.9	0.64	0.32
1909	0.23	0.16	0.42	0.86	0.31	0.23	1.08	0.72	0.41
1910	0.2	0.14	0.47	0.71	0.21	0.2	1.06	0.78	0.37
1911	0.24	0.14	0.42	0.57	0.24	0.22	0.62	0.6	0.43
1912	0.23	0.1	0.43	0.57	0.22	0.17	0.47	0.67	0.3
1913	0.26	0.17	0.48	0.65	0.22	0.19	0.43	0.68	0.39
1914	0.29	0.16	0.54	1.24	0.28	0.21	0.45	1.08	0.4
1915	0.37	0.32	0.64	1.36	0.26	0.27	0.9	0.89	0.49
1916	0.36	0.3	0.5	0.84	0.21	0.24	0.92	0.95	0.42
1917	0.43	0.26	0.5	0.68	0.19	0.21	0.76	0.63	0.34
1918	0.23	0.22	0.36	0.75	0.2	0.17	0.78	0.54	0.44
1919	0.24	0.24	0.45	0.75	0.16	0.18	0.76	0.7	0.36
1920	0.33	0.3	0.53	0.91	0.22	0.27	0.81	0.78	0.38
1921	0.26	0.25	0.57	0.89	0.22	0.25	0.63	0.59	0.43
1922	0.24	0.2	0.53	0.8	0.22	0.23	0.52	0.6	0.32
1923	0.21	0.22	0.67	0.86	0.29	0.25	0.98	0.93	0.36
1924	0.28	0.22	0.58	0.96	0.22	0.34	1.41	0.82	0.25
1925	0.29	0.3	0.54	1	0.18	0.38	1.2	0.6	0.24
1926	0.25	0.34	0.45	1.07	0.21	0.51	1.01	0.43	0.26
1927	0.23	0.22	0.43	0.9	0.2	0.39	0.82	0.69	0.41
1928	0.2	0.21	0.39	0.94	0.18	0.32	0.69	0.64	0.31
1929	0.19	0.2	0.31	0.83	0.19	0.31	0.99	0.57	0.44
1930	0.21	0.24	0.38	0.64	0.18	0.28	1.05	0.66	0.29
1931	0.22	0.18	0.34	0.74	0.21	0.32	1.18	0.68	0.45
1932	0.21	0.24	0.4	0.73	0.18	0.29	0.92	0.67	0.37
1933	0.18	0.27	0.42	0.69	0.16	0.3	0.77	0.62	0.33
1934	0.17	0.13	0.35	0.7	0.13	0.26	0.52	0.68	0.21
1935	0.19	0.21	0.42	0.55	0.15	0.27	0.44	0.45	0.3
1936	0.15	0.16	0.39	0.57	0.12	0.29	0.58	0.31	0.3
1937	0.15	0.17	0.44	0.59	0.12	0.28	0.84	0.48	0.25
1938	0.15	0.13	0.5	0.73	0.13	0.22	0.57	0.31	0.2
1939	0.15	0.15	0.46	0.89	0.15	0.28	0.42	0.24	0.32
1940	0.14	0.12	0.55	1.22	0.18	0.36	0.51	0.22	0.28
1941	0.18	0.2	0.61	0.92	0.17	0.41	0.75	0.39	0.34
1942	0.19	0.19	0.71	0.7	0.24	0.59	1.21	0.63	0.37
1943	0.2	0.24	0.65	0.81	0.27	0.52	0.93	0.93	0.5
1944	0.14	0.18	0.48	0.71	0.2	0.46	0.68	0.48	0.42
1945	0.15	0.16	0.48	0.91	0.26	0.41	0.62	0.42	0.39
1946	0.16	0.15	0.53	0.97	0.25	0.38	0.67	0.45	0.33
1947	0.19	0.14	0.55	0.73	0.24	0.44	0.56	0.61	0.27
1948	0.19	0.17	0.53	0.59	0.24	0.33	0.37	0.49	0.28
1949	0.1	0.1	0.54	0.89	0.17	0.32	0.51	0.36	0.28
1950	0.15	0.14	0.79	0.93	0.21	0.43	1.18	0.43	0.25
1951	0.09	0.1	0.67	0.83	0.18	0.42	0.62	0.39	0.31
1952	0.13	0.09	0.58	0.81	0.19	0.36	0.93	0.5	0.28
1953	0.16	0.08	0.65	1.22	0.17	0.46	1.51	0.57	0.37
1954	0.19	0.13	0.43	0.9	0.22	0.41	1.14	0.31	0.36
1955	0.2	0.11	0.7	0.76	0.2	0.39	0.8	0.24	0.48
1956	0.13	0.1	0.65	0.71	0.21	0.34	0.52	0.21	0.43
1957	0.23	0.18	0.74	0.63	0.17	0.36	0.58	0.28	0.33
1958	0.14	0.12	0.84	0.77	0.17	0.32	0.41	0.19	0.25
1959	0.17	0.09	0.88	0.76	0.22	0.37	0.29	0.18	0.3
1960	0.14	0.06	0.99	0.79	0.24	0.36	0.27	0.16	0.31
1961	0.17	0.06	0.88	0.91	0.21	0.32	0.48	0.2	0.27
1962	0.2	0.09	0.89	0.91	0.17	0.32	0.42	0.22	0.3
1963	0.24	0.12	0.71	1.16	0.23	0.38	0.57	0.33	0.25
1964	0.22	0.09	0.58	0.97	0.21	0.26	0.44	0.28	0.3
1965	0.21	0.06	0.79	0.87	0.21	0.24	0.38	0.31	0.19
1966	0.26	0.13	0.92	0.75	0.19	0.29	0.52	0.28	0.22
1967	0.21	0.11	0.78	0.67	0.2	0.21	0.4	0.21	0.21
1968	0.18	0.06	0.85	0.79	0.21	0.25	0.43	0.27	0.2
1969	0.23	0.17	0.94	0.68	0.17	0.28	0.54	0.27	0.17
1970	0.26	0.1	0.87	0.59	0.19	0.26	0.67	0.31	0.19
1971	0.28	0.17	0.94	0.62	0.2	0.24	0.68	0.34	0.22
