# de Graauw - Pitsenbarger Barn - QUAL - ITRDB WV026
#----------------------------------------------------
#                World Data Service for Paleoclimatology, Boulder
#                                  and
#                     NOAA Paleoclimatology Program
#             National Centers for Environmental Information (NCEI)
#----------------------------------------------------
# Template Version 4.0
# Encoding: UTF-8
# NOTE: Please cite original publication, NOAA Landing Page URL, dataset and publication DOIs (where available), and date accessed when using downloaded data. If there is no publication information, please cite investigator, study title, NOAA Landing Page URL, and date accessed.
#
# Description/Documentation lines begin with #
# Data lines have no #
#
# NOAA_Landing_Page: https://www.ncei.noaa.gov/access/paleo-search/study/28242
#   Landing_Page_Description: NOAA Landing Page of this file's parent study, which includes all study metadata.
#
# Study_Level_JSON_Metadata: https://www.ncei.noaa.gov/pub/data/metadata/published/paleo/json/noaa-tree-28242.json
#   Study_Level_JSON_Description: JSON metadata of this data file's parent study, which includes all study metadata.
#
# Data_Type: Tree Ring
#
# Dataset_DOI:
#
# Science_Keywords: 
#--------------------
# Resource_Links
#
# Data_Download_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/northamerica/usa/wv026-rwl-noaa.txt
#   Data_Download_Description: Raw Measurements - NOAA Template File; wv026-rwl-noaa.txt
#
# Related_Online_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/northamerica/usa/wv026.rwl
#   Related_Online_Description: RWL File; Raw Measurements - Tucson Decadal File
#
# Supplemental_Download_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/correlation-stats/wv026.txt
#   Supplemental_Description: Text File; Correlation Stats
#
#--------------------
# Contribution_Date
#   Date: 2019-10-30
#--------------------
# File_Last_Modified_Date
#   Date: 2019-10-30
#--------------------
# Title
#   Study_Name: de Graauw - Pitsenbarger Barn - QUAL - ITRDB WV026
#--------------------
# Investigators
#   Investigators: de Graauw, K.K.; Hessl, A.E.(https://orcid.org/0000-0002-2279-6260)
#--------------------
# Description_Notes_and_Keywords
#   Description: Chronology derived from log building (Pitsenbarger Barn; PB). NOAA Template Raw Measurements file added 2020-03-09.
#--------------------
# Publication
#   Authors: Kristen K. de Graauw and Amy E. Hessl
#   Journal_Name: Journal of Biogeography
#   Published_Title: Do historic log buildings provide evidence of reforestation following depopulation of Indigenous Peoples?
#   Published_Date_or_Year: 2020
#   Volume: 47
#   Pages: 630-642
#   Issue: 
#   Report_Number: 
#   DOI: 10.1111/jbi.13769
#   Full_Citation: None
#   Abstract: None
#--------------------
# Funding_Agency
#   Funding_Agency_Name:
#   Grant:
#--------------------
# Site_Information
#   Site_Name: Pitsenbarger Barn
#   Location: West Virginia
#   Northernmost_Latitude: 38.58
#   Southernmost_Latitude: 38.58
#   Easternmost_Longitude: -79.3
#   Westernmost_Longitude: -79.3
#   Elevation_m: 824
#--------------------
# Data_Collection
#   Collection_Name: WV026
#   First_Year: 1714
#   Last_Year: 1840
#   Time_Unit: CE
#   Core_Length_m:
#   Parameter_Keywords:  ring width
#   Notes: None
#--------------------
# Species
#   Species_Name: Quercus alba L.
#   Common_Name: white oak
#   Tree_Species_Code: QUAL
#--------------------
# Variables
#
# PaST_Thesaurus_Download_Resource: https://www.ncei.noaa.gov/access/paleo-search/skos/past-thesaurus.rdf
#   PaST_Thesaurus_Download_Description: Paleoenvironmental Standard Terms (PaST) Thesaurus terms, definitions, and relationships in SKOS format.
#
# Data variables follow that are preceded by '##' in columns one and two.
# Variables format: shortname-tab-var components: what, material, error, units, seasonality, data type, detail, method, C or N for Character or Numeric data)
#
## age_CE	age,,,year Common Era,,tree ring,,,N,
## PBN402A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: PBN402A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## PBW108A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: PBW108A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## PBW302A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: PBW302A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## PBN306A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: PBN306A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## PBE105A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: PBE105A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## PBS104A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: PBS104A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## PBN307A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: PBN307A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## PBE303A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: PBE303A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## PBW303A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: PBW303A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## PBN105A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: PBN105A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## PBW104A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: PBW104A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## PBN108A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: PBN108A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## PBW102A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: PBW102A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## PBS106A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: PBS106A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## PBS105A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: PBS105A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## PBN304A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: PBN304A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## PBN103A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: PBN103A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## PBN102A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: PBN102A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
#---------------------
# Data:
# Missing_Values: NA
age_CE	PBN402A_raw	PBW108A_raw	PBW302A_raw	PBN306A_raw	PBE105A_raw	PBS104A_raw	PBN307A_raw	PBE303A_raw	PBW303A_raw	PBN105A_raw	PBW104A_raw	PBN108A_raw	PBW102A_raw	PBS106A_raw	PBS105A_raw	PBN304A_raw	PBN103A_raw	PBN102A_raw
1768	NA	0.768	0.666	NA	0.664	0.675	NA	NA	0.846	0.808	0.611	0.85	1.031	1.753	0.621	0.669	0.933	0.861
1769	NA	0.845	0.514	NA	0.611	0.605	NA	NA	0.805	0.667	0.441	0.638	0.672	1.388	0.82	0.695	0.949	0.709
1770	NA	0.811	0.544	NA	0.72	0.486	NA	NA	0.688	0.658	0.581	0.654	0.685	1.666	0.71	0.6	1.442	0.837
1771	NA	0.887	0.548	NA	0.601	0.648	NA	NA	0.674	0.655	0.534	0.693	0.569	1.024	0.78	0.773	1.209	0.656
1772	NA	0.951	0.539	NA	0.341	0.55	NA	NA	0.691	0.834	0.581	0.801	0.738	1.029	1.023	0.698	0.944	0.78
1773	NA	1.375	0.735	NA	0.752	0.772	NA	NA	1.014	0.989	0.716	1.123	0.659	1.701	1.169	1.042	1.19	1.096
1774	NA	0.758	0.73	0.844	0.402	0.535	NA	NA	0.863	0.742	0.651	0.945	0.64	1.1	0.767	0.687	0.813	0.87
1775	NA	0.721	0.534	0.845	0.42	0.358	NA	NA	0.8	0.909	0.583	0.793	0.688	1.213	0.683	0.731	0.746	1.004
1776	NA	0.868	0.427	0.443	0.504	0.488	NA	NA	0.403	0.533	0.58	0.506	0.477	0.421	0.725	0.473	0.629	1.016
1777	NA	0.797	0.38	0.565	0.366	0.456	0.57	NA	0.401	0.922	0.367	0.501	0.405	0.738	0.7	0.709	0.627	1.163
1778	NA	0.937	0.401	0.557	0.462	0.611	0.437	NA	0.526	0.638	0.312	0.659	0.549	0.879	0.581	0.7	0.588	0.612
1779	NA	0.689	0.349	0.533	0.439	0.36	0.379	NA	0.521	0.535	0.386	0.63	0.657	0.898	0.731	0.592	0.412	0.722
1780	NA	0.643	0.357	0.516	0.404	0.391	0.399	NA	0.371	0.387	0.327	0.469	0.442	0.778	0.634	0.616	0.434	0.496
1781	NA	0.667	0.307	0.579	0.54	0.298	0.453	NA	0.286	0.468	0.385	0.442	0.658	0.966	0.551	0.678	0.436	0.692
1782	NA	0.723	0.36	0.827	0.366	0.328	0.317	NA	0.322	0.554	0.347	0.385	0.637	0.761	0.64	0.59	0.505	0.755
1783	NA	0.82	0.256	0.608	0.638	0.506	0.369	NA	0.503	0.593	0.287	0.676	0.696	0.983	0.757	0.688	0.52	0.649
1784	NA	0.723	0.23	0.457	0.376	0.396	0.518	NA	0.349	0.626	0.345	0.446	0.509	0.802	0.652	0.612	0.572	0.594
1785	NA	0.539	0.193	0.609	0.592	0.498	0.374	NA	0.34	0.401	0.427	0.516	0.501	0.89	0.612	0.609	0.477	0.853
1786	NA	0.672	0.405	0.947	1.028	0.402	0.368	NA	0.459	0.357	0.44	0.524	0.523	1.008	0.586	0.654	0.745	1.514
1787	NA	0.621	0.313	0.691	0.547	0.478	0.384	NA	0.458	0.437	0.305	0.484	0.64	0.931	0.716	0.646	0.811	0.902
1788	NA	0.594	0.181	0.977	0.587	0.375	0.469	NA	0.672	0.424	0.439	0.558	0.659	1.21	0.779	0.715	0.598	1.026
1789	NA	0.53	0.349	0.899	0.444	0.388	0.412	NA	0.623	0.532	0.497	0.564	0.729	1.208	0.667	0.79	0.627	1.05
1790	NA	0.742	0.188	0.873	0.451	0.342	0.42	NA	0.575	0.587	0.515	0.61	0.838	1.435	0.941	0.934	0.8	0.82
1791	NA	0.724	0.327	0.79	0.454	0.34	0.39	NA	0.552	0.495	0.326	0.552	0.494	1.091	0.709	0.689	0.571	0.637
1792	NA	0.916	0.365	0.889	0.32	0.439	0.412	NA	0.8	0.658	0.626	0.738	0.699	1.238	1.075	0.906	0.602	0.942
1793	NA	1.007	0.431	0.998	0.436	0.415	0.451	NA	0.929	0.867	0.616	0.804	0.833	1.891	1.112	1.077	1.106	1.047
1794	NA	0.747	0.504	1.208	0.543	0.484	0.667	NA	1.107	0.828	0.617	0.66	0.774	1.38	1.229	1.052	1.227	0.962
1795	NA	0.545	0.604	1.116	0.394	0.41	0.587	NA	1.112	0.885	0.436	0.765	0.582	1.272	1.091	0.877	1.212	0.964
1796	NA	0.53	0.478	0.917	0.389	0.485	0.617	NA	0.871	0.833	0.655	0.665	0.494	1.179	1.183	0.891	0.94	0.882
1797	NA	0.44	0.493	0.667	0.325	0.52	0.366	NA	0.531	0.859	0.473	0.566	0.558	0.927	0.935	0.716	0.78	0.754
1798	NA	0.562	0.367	0.74	0.284	0.399	0.371	NA	0.758	0.932	0.439	0.474	0.535	1.065	1.2	0.631	0.645	0.72
1799	1.407	0.379	0.518	0.761	0.281	0.446	0.496	NA	0.841	0.631	0.437	0.552	0.465	1.017	0.917	0.745	0.742	0.815
1800	1.582	0.597	0.69	0.849	0.337	0.359	0.504	NA	0.829	0.682	0.499	0.581	0.558	1	0.872	0.776	0.657	0.886
1801	1.763	0.358	0.574	0.791	0.32	0.43	0.572	1.222	1.109	0.983	0.452	0.575	0.753	0.926	1.178	0.673	0.776	0.823
1802	1.811	0.282	0.527	0.703	0.285	0.341	0.502	1.174	0.961	0.89	0.588	0.578	0.693	1.372	1.116	0.835	0.9	1.104
1803	1.208	0.266	0.548	0.696	0.222	0.381	0.63	0.833	0.875	0.787	0.469	0.496	0.735	0.813	0.775	0.644	0.664	0.995
1804	1.138	0.29	0.805	0.467	0.341	0.398	0.753	1.696	1.165	1.144	0.598	0.61	0.792	1.251	1.195	0.599	0.974	1.112
1805	1.146	0.257	0.588	0.602	0.242	0.493	0.777	1.296	0.913	1.063	0.534	0.58	0.809	1.137	0.869	0.805	0.65	1.316
1806	1.269	0.205	0.603	0.615	0.288	0.431	0.657	1.085	0.87	0.724	0.481	0.635	0.775	0.743	1.012	0.579	0.645	1.229
1807	1.47	0.322	0.977	0.781	0.426	0.567	0.803	1.335	0.807	1.233	0.698	0.796	0.834	1.26	1.157	0.865	0.93	1.258
1808	1.545	0.246	0.832	0.693	0.463	0.48	0.627	1.26	0.901	1.715	0.655	0.785	0.728	0.978	0.951	0.976	1.178	1.19
1809	1.632	0.302	0.838	0.684	0.586	0.582	0.836	1.314	0.967	1.641	0.631	0.932	0.726	1.139	1.01	1.009	0.902	1.19
1810	1.828	0.223	0.81	0.653	0.859	1.652	0.731	1.239	0.894	1.649	0.583	0.695	0.856	1.262	1.313	0.747	1.055	1.25
1811	1.732	0.283	0.635	0.461	0.703	0.941	0.809	1.119	0.814	1.103	0.507	0.684	0.843	0.858	1.167	0.852	0.815	1.266
1812	1.364	0.393	1.052	0.625	0.729	0.657	0.705	0.916	0.932	1.395	0.516	0.511	0.729	1.167	0.829	0.954	0.836	0.898
1813	1.106	0.337	0.684	0.659	0.737	0.447	0.584	0.782	0.814	0.777	0.42	0.552	0.651	0.799	0.76	0.832	0.581	0.89
1814	1.548	0.208	0.852	0.717	0.911	0.568	0.783	1.03	0.967	1.072	0.495	0.724	0.75	0.982	1.322	0.807	0.977	1.093
1815	1.246	0.234	0.996	0.776	0.854	0.551	0.687	0.975	1.07	0.948	0.54	0.637	0.783	1.038	0.827	0.844	1.224	1.027
1816	1.518	0.252	0.782	0.634	0.715	0.532	0.604	0.808	1.017	1.062	0.456	0.701	0.888	0.99	1.343	0.986	0.938	1.263
1817	1.585	0.291	1.022	0.696	0.694	0.643	0.778	0.91	1.059	1.042	0.49	0.596	0.941	1.004	0.992	1.031	1.025	1.11
1818	1.481	0.166	1.021	0.639	0.444	0.516	0.533	0.795	0.829	1.004	0.498	0.628	0.9	0.776	0.702	0.783	0.843	1.237
1819	1.519	0.177	0.676	0.573	0.386	0.416	0.508	0.531	0.685	0.734	0.327	0.423	0.85	0.732	0.772	0.7	0.799	0.724
1820	1.679	0.05	0.778	0.55	0.483	0.443	0.522	0.847	0.787	0.665	0.36	0.617	0.753	0.858	1.21	0.798	0.689	0.719
1821	1.527	0.163	1.032	0.49	0.333	0.529	0.557	0.823	0.839	0.718	0.282	0.6	0.862	0.737	0.907	0.774	0.869	0.907
1822	1.86	0.217	0.853	0.497	0.367	0.54	0.606	0.839	0.764	0.656	0.488	0.646	0.544	0.64	0.909	0.804	0.677	1.067
1823	1.21	0.195	0.755	0.546	0.577	0.495	0.595	0.615	0.962	0.663	0.287	0.602	0.769	0.83	0.771	0.549	0.936	0.857
1824	1.816	0.134	1.553	0.728	0.573	0.707	0.806	0.982	1.255	0.887	0.422	0.841	0.89	1.073	1.139	0.864	1.074	1.162
1825	1.098	0.115	1.289	0.732	0.655	0.608	0.793	1.015	1.098	1.09	0.539	0.741	1.067	1.327	1.086	1.087	1.14	1.021
1826	1.436	0.24	1.234	0.72	0.526	0.627	0.964	0.944	0.929	0.916	0.617	0.82	1.026	1.128	0.786	0.867	1.13	1.368
1827	1.297	0.154	1.173	0.725	0.56	0.736	0.953	0.859	1.206	0.896	0.539	0.579	1.147	0.932	0.973	0.86	1.04	1.137
1828	1.842	0.162	0.894	0.869	0.636	0.801	1.099	0.964	0.875	0.811	0.639	0.737	1.013	0.931	1.049	0.8	0.88	1.085
1829	1.457	0.159	0.878	0.657	0.535	0.631	0.805	0.963	0.847	0.84	0.684	0.554	0.85	0.949	0.671	0.712	0.875	0.901
1830	2.045	0.153	0.778	0.744	0.716	0.909	1.339	1.115	0.921	1.046	0.599	0.763	1.1	1.13	1.207	0.993	0.984	1.448
1831	1.24	0.274	0.814	0.922	0.71	0.993	1.144	1.157	1.028	1.226	0.804	0.967	1.262	1.393	1.021	1.173	1.145	1.126
1832	1.519	0.222	0.866	0.89	0.771	0.954	1.001	0.84	0.817	0.62	0.714	0.694	1.187	0.716	0.709	0.934	1.237	0.786
1833	1.952	0.274	1.026	0.864	0.7	1.084	1.145	1.077	1.133	0.97	1	0.87	0.803	1.23	1.039	0.981	1.617	1.335
1834	1.485	0.198	0.849	0.667	0.657	0.716	1.034	0.797	0.821	0.69	0.84	0.807	1.191	0.886	0.699	0.819	1.137	0.706
1835	1.372	0.183	0.846	0.747	0.898	0.74	1.047	0.788	0.809	0.535	0.908	0.747	0.863	0.668	0.95	0.833	1.428	1.175
1836	1.62	0.221	0.775	0.722	0.576	0.876	1.027	0.998	1.138	0.391	0.736	0.9	0.92	0.985	1.162	1.039	1.565	1.151
1837	1.54	0.256	0.678	0.661	0.77	0.727	0.973	1.015	0.749	0.38	0.537	0.85	1.108	0.927	1.145	0.572	1.238	1.011
1838	1.278	0.283	0.65	0.57	0.902	0.837	0.845	0.934	0.648	0.293	0.686	0.448	0.785	0.439	0.911	0.628	1.063	0.77
1839	1.265	0.223	0.718	0.564	0.611	0.879	0.724	0.906	0.674	0.533	0.619	0.795	0.686	0.707	1.097	0.774	1.012	0.76
1840	0.894	NA	0.501	0.321	0.755	0.6	0.552	0.401	0.521	0.316	0.373	0.467	0.933	0.655	0.869	0.588	0.687	0.446
