# Wager - Blacksmith Fork - PSME - ITRDB UT565
#----------------------------------------------------
#                World Data Service for Paleoclimatology, Boulder
#                                  and
#                     NOAA Paleoclimatology Program
#             National Centers for Environmental Information (NCEI)
#----------------------------------------------------
# Template Version 4.0
# Encoding: UTF-8
# NOTE: Please cite original publication, NOAA Landing Page URL, dataset and publication DOIs (where available), and date accessed when using downloaded data. If there is no publication information, please cite investigator, study title, NOAA Landing Page URL, and date accessed.
#
# Description/Documentation lines begin with #
# Data lines have no #
#
# NOAA_Landing_Page: https://www.ncei.noaa.gov/access/paleo-search/study/37961
#   Landing_Page_Description: NOAA Landing Page of this file's parent study, which includes all study metadata.
#
# Study_Level_JSON_Metadata: https://www.ncei.noaa.gov/pub/data/metadata/published/paleo/json/noaa-tree-37961.json
#   Study_Level_JSON_Description: JSON metadata of this data file's parent study, which includes all study metadata.
#
# Data_Type: Tree Ring
#
# Dataset_DOI:
#
# Science_Keywords:
#--------------------
# Resource_Links
#
# Data_Download_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/northamerica/usa/ut565-rwl-noaa.txt
#   Data_Download_Description: RWL File; Raw Measurements - NOAA Template File
#
# Related_Online_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/northamerica/usa/ut565.rwl
#   Related_Online_Description: RWL File; Raw Measurements - Tucson Decadal File
#
# Supplemental_Download_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/correlation-stats/ut565.txt
#   Supplemental_Description: Text File; Correlation Stats
#--------------------
# Contribution_Date
#   Date: 2023-04-17
#--------------------
# File_Last_Modified_Date
#   Date: 2023-04-17
#--------------------
# Title
#   Study_Name: Wager - Blacksmith Fork - PSME - ITRDB UT565
#--------------------
# Investigators
#   Investigators: Wager, David J.; DeRose, R. Justin; Jess, Ryan
#--------------------
# Description_Notes_and_Keywords
#   Description: nan
#--------------------
# Publication
#   Authors: Wager, David J; F A Baker
#   Published_Date_or_Year: 2003
#   Published_Title: Potential effects of ozone, climate, and spruce budworm on Douglas-fir growth in the Wasatch Mountains
#   Journal_Name: Can. J. For. Res.
#   Volume: 
#   Edition:
#   Issue:
#   Pages: 
#   DOI: 10.1139/x02-211
#   Full_Citation:
#   Abstract:
#--------------------
# Funding_Agency
#   Funding_Agency_Name: 
#   Grant: 
#--------------------
# Site_Information
#   Site_Name: Blacksmith Fork
#   Location: Utah
#   Northernmost_Latitude: 41.623
#   Southernmost_Latitude: 41.623
#   Easternmost_Longitude: -111.664
#   Westernmost_Longitude: -111.664
#   Elevation_m: 1750
#--------------------
# Data_Collection
#   Collection_Name: UT565
#   First_Year: 1865
#   Last_Year: 1999
#   Time_Unit: CE
#   Core_Length_m:
#   Parameter_Keywords: width
#   Notes:
#--------------------
# Species
#   Species_Name: Pseudotsuga menziesii (Mirb.) Franco
#   Common_Name: Douglas-fir
#   Tree_Species_Code: PSME
#--------------------
# Variables
#
# PaST_Thesaurus_Download_Resource: https://www.ncei.noaa.gov/access/paleo-search/skos/past-thesaurus.rdf
#   PaST_Thesaurus_Download_Description: Paleoenvironmental Standard Terms (PaST) Thesaurus terms, definitions, and relationships in SKOS format.
#
# Data variables follow that are preceded by '##' in columns one and two.
# Variables format: shortname-tab-var components: what, material, error, units, seasonality, data type, detail, method, C or N for Character or Numeric data)
#
## age_CE	age,,,year Common Era,,tree ring,,,N,
## BSF-01E_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: BSF-01E; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## BSF-01W_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: BSF-01W; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## BSF-02E_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: BSF-02E; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## BSF-02W_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: BSF-02W; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## BSF-03E_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: BSF-03E; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## BSF-03W_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: BSF-03W; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## BSF-04E_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: BSF-04E; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## BSF-04W_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: BSF-04W; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## BSF-05N_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: BSF-05N; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## BSF-05S_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: BSF-05S; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## BSF-06E_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: BSF-06E; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## BSF-06W_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: BSF-06W; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## BSF-07E_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: BSF-07E; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## BSF-07W_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: BSF-07W; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## BSF-08E_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: BSF-08E; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## BSF-08W_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: BSF-08W; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## BSF-09E_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: BSF-09E; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## BSF-09W_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: BSF-09W; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## BSF-10E_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: BSF-10E; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## BSF-10W_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: BSF-10W; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## BSF-11W_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: BSF-11W; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## BSF-12E_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: BSF-12E; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## BSF-12W_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: BSF-12W; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## BSF-13E_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: BSF-13E; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
#---------------------
# Data:
# Missing_Values: NA
age_CE	BSF-01E_raw	BSF-01W_raw	BSF-02E_raw	BSF-02W_raw	BSF-03E_raw	BSF-03W_raw	BSF-04E_raw	BSF-04W_raw	BSF-05N_raw	BSF-05S_raw	BSF-06E_raw	BSF-06W_raw	BSF-07E_raw	BSF-07W_raw	BSF-08E_raw	BSF-08W_raw	BSF-09E_raw	BSF-09W_raw	BSF-10E_raw	BSF-10W_raw	BSF-11W_raw	BSF-12E_raw	BSF-12W_raw	BSF-13E_raw
1914	NA	2.795	4.431	4.911	NA	4.446	3.399	3.239	3.31	3.644	4.764	4.328	4.435	4.307	3.451	3.506	4.148	3.501	4.226	4.2	2.27	2.757	2.148	3.657
1915	NA	2.295	4.249	4.309	NA	3.292	3.497	3.347	2.411	2.783	3.659	2.761	2.615	2.678	3.11	3.497	3.714	3.147	2.891	3.259	0.688	0.894	1.434	2.445
1916	NA	2.339	3.386	3.564	NA	3.08	3.054	2.825	2.069	2.388	4.311	2.43	2.602	3.504	2.34	2.87	3.315	3.007	3.374	3.277	1.562	2.625	1.479	2.861
1917	NA	2.691	3.104	2.748	NA	3.066	2.948	2.917	1.979	2.36	3.17	2.249	2.506	3.952	2.484	2.562	2.928	2.895	2.715	2.986	1.524	2.48	1.291	2.648
1918	5.093	2.432	3.047	2.664	NA	3.027	2.934	3.108	1.713	1.892	3.213	2.441	1.925	2.953	2.678	3.154	3.272	2.804	2.452	3.207	1.007	1.432	1.909	2.364
1919	2.962	1.828	3.115	2.889	NA	2.728	3.278	3.569	1.901	1.899	2.417	2.086	1.633	2.643	2.076	2.83	2.795	2.054	2.35	2.83	0.983	1.125	1.727	1.843
1920	3.215	2.101	2.863	2.538	NA	2.519	2.464	2.799	1.749	1.772	2.629	2.302	1.502	2.731	2.158	2.559	2.4	1.838	2.368	3.411	1.126	1.295	1.608	1.76
1921	3.359	3.026	3.416	3.264	NA	2.786	3.369	3.157	1.486	1.77	2.921	2.76	2.47	3.282	2.53	2.492	3.068	2.52	2.392	3.03	1.37	1.563	1.807	2.11
1922	2.689	2.074	2.356	2.485	NA	2.357	3.191	2.835	1.582	1.662	2.262	2.455	2.139	2.823	2.083	1.92	2.032	1.804	2.394	2.196	0.818	1.438	1.452	1.67
1923	4.192	2.579	3.719	2.786	NA	2.899	4.338	3.3	1.802	2.009	3.184	3.265	2.379	3.155	2.38	2.564	2.083	2.228	3.043	2.242	0.963	1.953	1.474	2.209
1924	2.931	1.718	3.214	3.254	3.438	2.371	4.113	2.815	1.486	2.09	3.159	2.214	2.044	2.502	2.288	2.07	1.617	1.736	2.638	2.044	0.647	0.882	1.067	1.83
1925	3.221	1.94	3.64	3.857	3.606	2.797	4.376	3.05	1.886	2.257	3.068	2.252	2.46	3.032	2.457	2.749	2.055	1.997	2.97	2.443	1.204	1.545	1.475	2.009
1926	3.244	1.893	3.24	3.173	2.674	2.433	3.999	2.96	1.767	2.522	2.185	1.641	1.492	2.061	1.936	2.359	2.064	2.32	2.075	1.93	0.589	0.566	1.332	1.861
1927	2.981	1.981	2.925	3.08	2.942	2.413	3.759	2.601	1.383	2.02	2.781	2.348	1.967	2.69	1.916	2.464	2.234	2.535	2.333	2.032	0.975	0.749	1.236	1.781
1928	3.116	2.582	2.939	3.449	3.255	2.207	3.742	3.103	1.97	2.218	3.11	2.423	2.322	2.716	2.064	2.713	1.818	2.305	3.293	2.111	0.985	1.086	1.36	1.534
1929	2.487	1.681	2.766	2.623	2.773	1.862	3.48	2.683	1.359	1.76	2.28	1.574	1.691	2.282	1.916	1.934	1.713	1.517	2.686	1.938	0.958	0.811	1.283	1.361
1930	2.941	2.302	3.421	3.277	3.398	2.727	4.75	3.606	2.197	2.303	2.662	1.74	1.765	2.574	2.037	2.472	2.263	2.424	2.86	2.193	0.94	0.967	1.467	1.675
1931	1.847	1.76	2.594	2.616	3.193	1.965	3.992	3.11	1.359	1.753	2.068	1.343	0.934	1.446	1.839	2.671	1.795	1.971	1.751	1.354	0.317	0.362	0.578	0.754
1932	1.671	2.087	2.184	2.002	2.534	2	3.314	2.356	1.432	1.707	1.906	1.328	1.267	1.956	1.031	2.2	1.588	1.595	1.892	1.294	0.769	1.017	0.964	1.337
1933	1.593	2.316	2.375	2.071	2.773	1.9	3.043	2.567	1.398	1.869	1.616	1.489	1.622	1.75	1.6	1.752	1.55	1.468	1.759	1.718	0.964	0.948	0.989	1.201
1934	0.912	1.37	1.282	1.703	1.862	1.451	2.359	2.078	0.675	0.951	0.785	0.693	0.623	0.618	0.98	1.463	1.292	1.466	0.668	0.575	0.314	0.384	0.305	0.381
1935	1.609	2.127	2.396	2.472	2.395	1.6	2.755	2.66	1.249	1.738	1.544	1.372	1.268	1.56	1.549	2.256	1.506	1.685	1.854	1.668	0.763	0.766	0.71	0.959
1936	1.873	2.358	2.246	2.645	2.266	1.783	2.61	2.773	1.188	1.517	1.727	1.462	1.498	1.657	1.31	1.99	1.533	1.575	1.918	1.374	0.84	0.759	1.084	1.18
1937	1.685	2.322	1.711	2.279	1.868	1.425	2.74	2.954	1.367	1.618	1.682	1.846	1.546	1.733	1.643	2.085	1.499	1.563	2.303	1.833	1.03	0.811	1.224	1.247
1938	1.582	1.745	2.145	2.163	1.707	1.105	2.986	2.368	1.666	1.823	1.72	1.676	1.545	1.785	1.534	2.233	1.588	1.724	2.53	1.777	1.067	1.009	1.309	1.194
1939	1.812	2.285	1.997	2.159	2.376	1.405	3.442	2.775	1.737	2.176	1.983	1.758	1.532	1.592	1.532	2.27	1.79	1.811	2.413	1.578	1.048	1.109	1.124	1.233
1940	1.576	1.683	1.844	1.869	2.102	1.174	3.266	2.639	1.457	1.625	1.659	1.393	1.254	1.298	1.581	2.387	1.583	1.209	1.608	1.154	0.759	0.808	0.736	0.69
1941	0.997	1.305	1.252	1.331	1.951	1.506	2.196	1.877	1.678	1.658	1.106	0.978	0.768	0.66	1.347	1.919	1.182	0.922	1.416	1.198	0.304	0.34	0.406	0.516
1942	1.299	1.509	2.057	2.048	2.185	1.662	2.729	2.023	1.757	1.916	1.456	1.143	1.165	0.925	1.499	2.11	1.57	1.487	1.437	1.497	0.728	0.685	0.67	0.911
1943	1.883	1.942	2.404	2.121	2.194	1.566	3.8	2.37	1.855	1.409	2.015	1.476	1.692	0.951	1.757	2.16	1.606	1.816	1.643	1.908	0.618	0.842	0.926	1.097
1944	1.868	2.055	3.07	2.641	2.377	1.43	3.8	2.842	2.028	2.091	1.779	1.592	1.596	1.154	1.874	2.433	1.731	1.766	1.969	1.736	0.659	1.06	1.021	1.243
1945	2.005	2.226	3.165	2.822	2.867	1.627	3.555	3.223	1.539	2.082	1.992	2.152	1.932	1.293	1.972	2.494	1.768	1.916	1.888	1.722	0.79	0.93	1.128	1.108
1946	2.924	2.428	3.847	3.218	3.167	1.717	3.229	3.628	2.615	2.55	2.54	2.509	1.957	1.572	2.158	2.249	1.923	1.97	2.434	1.906	0.907	1.047	1.454	1.322
1947	2.939	2.131	3.157	2.788	3.243	1.928	3.331	3.299	2.091	2.258	2.246	2.089	1.674	1.419	2.214	2.716	2.16	2.338	2.264	1.731	0.89	0.979	1.308	1.309
1948	2.616	1.835	3.056	2.7	2.511	1.629	2.725	2.999	1.962	2.319	1.72	1.578	1.207	0.892	1.908	2.352	1.625	1.746	1.734	1.538	0.75	0.936	0.955	1.116
1949	2.571	2.12	2.851	2.263	2.946	1.482	2.989	3.969	1.926	2.11	2.09	1.501	1.111	0.944	1.714	2.225	1.378	2.127	1.955	1.731	1.129	1.063	1.061	1.261
1950	2.34	1.765	2.815	2.38	2.648	1.562	2.705	3.238	1.756	2.044	2.034	1.405	1.059	1.338	1.631	1.936	1.679	1.576	2.335	1.653	0.81	1.005	0.994	1.337
1951	2.661	1.678	2.531	2.294	2.36	1.501	2.703	3.204	1.44	1.914	2.185	1.569	1.197	1.626	1.494	1.949	1.745	1.693	2.777	1.72	0.943	1.384	1.199	1.517
1952	2.287	1.46	2.795	2.498	1.983	1.464	2.418	3.237	1.283	2.08	1.844	1.285	1.181	1.284	1.804	1.812	1.382	1.128	2.521	1.829	1.117	1.047	1.37	1.575
1953	2.307	1.632	2.381	2.478	2.047	1.799	2.149	2.84	1.185	1.844	1.557	1.235	0.88	1.009	1.396	1.662	1.486	1.217	1.476	1.384	0.748	0.847	0.969	1.281
1954	1.88	1.448	1.878	1.772	1.706	1.131	2.235	2.651	1.164	1.389	0.794	0.818	0.316	0.38	0.998	1.318	1.619	1.329	0.628	0.722	0.323	0.467	0.519	0.445
1955	1.642	1.559	1.993	2.067	1.667	1.168	2.454	2.415	1.163	1.452	1.424	1.001	0.63	0.76	1.143	1.836	1.311	1.188	1.27	1.155	0.731	0.631	0.58	0.852
1956	2.418	2.202	2.542	2.448	2.013	1.786	2.936	2.866	1.442	2.044	1.885	1.409	0.881	1.201	1.953	1.97	1.667	1.89	2.115	1.521	1.153	0.843	1.125	1.222
1957	2.08	1.913	2.188	1.892	1.875	1.213	3.023	1.834	1.065	1.263	1.67	1.074	0.674	1.095	1.441	1.953	1.605	1.434	1.728	1.181	0.846	0.971	0.894	0.773
1958	1.61	1.375	2.018	1.354	1.463	0.965	2.589	1.414	0.994	1.271	0.95	0.607	0.487	0.838	1.121	1.24	1.37	1.014	0.815	0.748	0.637	0.587	0.457	0.405
1959	1.471	1.289	1.863	1.372	1.746	1.203	2.903	1.493	0.91	1.392	1.088	0.696	0.312	0.404	0.985	1.15	1.104	0.902	0.834	1.119	0.485	0.561	0.487	0.429
1960	1.788	1.373	1.888	1.253	1.375	0.939	3.045	1.678	0.915	1.226	1.037	0.643	0.502	0.778	0.892	1.044	1.349	1.079	0.982	0.849	0.476	0.638	0.544	0.412
1961	1.249	1.2	1.518	0.938	1.533	1.057	1.623	1.146	1.047	1.266	0.737	0.479	0.265	0.401	0.812	0.938	1.099	0.785	0.561	0.413	0.151	0.185	0.242	0.248
1962	2.046	1.327	1.777	1.044	1.699	1.127	2.685	1.515	1.13	1.294	0.91	0.671	0.357	0.371	0.913	1.209	1.143	1.172	1.316	0.843	0.486	0.378	0.434	0.357
1963	1.993	1.567	2.598	1.331	1.972	1.223	2.69	1.823	1.561	1.405	1.109	0.679	0.51	0.584	1.088	1.131	1.42	1.337	1.717	0.931	0.619	0.526	0.606	0.582
1964	1.741	1.215	1.931	0.979	1.451	1.082	1.918	1.417	1.009	1.307	0.874	0.483	0.672	0.841	1.18	1.311	0.866	0.942	0.982	0.775	NA	0.612	0.523	0.49
1965	1.913	0.949	1.67	0.69	1.585	1.167	2.131	1.393	1.027	1.468	0.871	0.381	0.595	0.848	1.043	0.934	0.951	0.655	1.032	0.745	NA	0.547	0.424	0.413
1966	1.919	1.137	1.712	0.942	2.097	1.214	1.738	1.43	1.28	1.625	0.934	0.524	0.824	0.962	1.115	1.312	1.039	0.8	1.472	0.873	NA	0.818	0.774	0.647
1967	1.205	0.996	1.22	0.517	1.544	0.814	1.456	1.46	0.631	0.943	0.595	0.403	0.886	0.864	0.812	1.212	0.841	0.552	0.8	0.675	NA	0.668	0.4	0.393
1968	1.255	0.862	1.372	0.817	1.863	0.996	2.186	1.951	0.72	1.098	0.808	0.436	1.112	1.239	1.181	1.253	0.7	0.531	1.277	0.861	NA	0.764	0.626	0.523
1969	1.137	0.809	1.337	1.142	1.55	1.135	1.773	1.878	1.11	1.519	0.547	0.398	1.303	1.08	1.249	1.041	0.778	0.351	1.184	0.928	NA	0.583	0.796	0.65
1970	1.179	0.907	1.393	0.654	1.747	1.019	1.551	1.243	1.103	1.355	0.484	0.293	0.959	0.773	0.91	0.915	0.843	0.361	0.971	0.941	NA	0.598	0.524	0.372
1971	1.049	1.068	1.06	0.676	1.363	0.802	1.447	1.595	1.019	1.113	0.773	0.317	0.805	0.726	0.897	0.837	0.946	0.503	0.864	0.667	NA	0.366	0.562	0.555
1972	1.078	1.111	1.347	0.7	1.693	0.738	1.684	1.589	1.256	1.184	0.566	0.306	1.198	0.942	0.898	1.024	0.732	0.522	1.444	0.713	NA	0.599	0.754	0.84
1973	1.139	1.167	1.62	0.954	1.851	0.87	1.494	1.809	1.611	1.252	0.776	0.426	1.182	1.234	0.982	1.139	1.259	0.629	1.341	0.73	NA	0.834	1.212	1.098
1974	1.077	1.288	1.37	0.888	1.474	0.836	1.528	1.401	1.144	0.95	0.624	0.422	1.185	1.192	0.959	1.041	1.13	0.672	1.121	0.707	NA	0.625	0.857	0.878
1975	1.082	1.179	0.93	0.812	1.342	0.758	1.378	1.591	1.103	0.955	0.856	0.369	1.069	1.092	0.728	0.975	1.182	0.464	0.853	0.809	NA	0.631	0.996	1.103
1976	1.465	1.516	1.264	1.054	1.521	0.825	1.765	1.996	1.122	1.254	0.965	0.48	1.207	1.393	0.799	0.73	1.409	0.856	1.427	0.987	NA	0.668	0.908	1.112
1977	1.233	1.068	0.71	0.76	1.092	0.811	0.932	0.977	0.928	0.851	0.699	0.274	0.536	0.565	0.703	0.66	1.13	0.735	0.458	0.305	NA	0.222	0.456	0.435
1978	1.616	1.576	1.178	0.992	1.547	0.978	2	2.141	1.1	1.103	0.845	0.379	0.957	1.101	0.777	1.017	1.696	1.118	0.897	0.81	NA	0.738	0.865	0.958
1979	1.604	1.294	1.38	0.92	1.824	0.931	1.741	1.847	1.373	1.321	0.917	0.377	0.701	0.944	0.65	1.033	1.58	1.065	0.974	0.713	NA	0.72	0.775	0.875
1980	1.72	1.419	1.53	0.891	1.771	0.918	1.979	1.966	1.221	1.222	2.049	0.577	0.669	1.067	0.689	1.008	1.604	0.854	1.216	0.826	NA	0.742	0.529	0.71
1981	1.962	1.755	2.019	1.299	2.157	1.311	2.052	1.863	1.356	1.331	1.558	0.71	0.793	1.009	0.966	1.035	1.808	1.179	1.139	0.89	NA	0.568	0.652	0.609
1982	1.757	1.582	1.383	0.74	1.656	0.783	2.046	1.362	1.374	1.026	1.351	0.79	0.725	1.023	0.797	0.849	1.64	0.871	0.953	0.836	NA	0.492	0.57	0.714
1983	1.975	1.948	1.838	0.952	2.272	0.94	2.897	1.685	1.521	1.461	1.828	1.176	0.976	1.379	1.075	0.969	1.738	0.81	1.905	0.706	NA	0.881	0.794	0.817
1984	2.257	2.091	2.217	1.552	2.562	1.169	3.672	2.196	1.911	1.596	2.321	1.92	1.5	1.73	1.641	1.728	1.972	0.888	2.139	1.238	NA	1.424	1.349	1.201
1985	1.765	1.532	1.445	1.279	2.287	1.07	3.302	1.597	1.119	1.166	1.322	1.261	1.365	1.454	1.158	1.629	1.657	0.983	1.15	1.017	NA	1.51	0.906	1.088
1986	1.904	1.211	1.671	1.295	2.22	1.138	3.643	1.317	1.273	1.374	1.415	1.348	1.249	1.544	1.021	1.242	1.481	0.967	1.667	1.302	NA	1.325	1.303	1.558
1987	1.201	0.982	1.336	0.946	2.153	0.996	2.745	1.133	1.155	1.112	1.03	1.107	0.702	0.936	1.077	0.998	1.988	1.145	1.04	0.902	NA	0.644	0.645	0.765
1988	0.795	0.664	0.781	0.476	1.32	0.734	1.279	0.712	0.683	0.799	0.611	0.404	0.284	0.396	0.72	0.856	1.335	0.916	0.278	0.301	NA	0.265	0.314	0.25
1989	0.501	0.45	0.22	0.192	1.03	0.4	1.987	0.606	0.49	0.459	0.265	0.323	0.154	0.317	0.219	0.41	1.141	0.674	0.209	0.236	NA	0.332	0.308	0.495
1990	1.019	0.964	1.061	0.623	1.834	1.194	2.439	1.3	0.998	1.137	0.617	0.688	0.327	0.424	0.655	0.805	2.019	1.169	0.38	0.454	NA	0.305	0.345	0.479
1991	0.87	0.969	0.654	0.481	1.366	0.691	2.062	0.943	0.805	0.625	0.639	0.542	0.328	0.372	0.47	0.485	1.588	0.911	0.237	0.33	NA	0.319	0.367	0.549
1992	0.955	0.974	0.761	0.574	1.258	0.811	1.576	0.902	0.569	0.658	0.407	0.534	0.218	0.305	0.539	0.491	1.539	0.863	0.207	0.279	NA	0.276	0.233	0.255
1993	0.805	0.836	0.611	0.526	1.409	0.664	1.404	0.901	0.689	0.816	0.552	0.607	0.165	0.323	0.644	0.549	1.811	0.702	0.259	0.36	NA	0.307	0.32	0.432
1994	1.156	1.022	0.959	0.766	1.486	0.929	1.996	1.273	0.854	0.949	0.801	0.674	0.445	0.455	0.825	0.848	1.183	0.604	0.435	0.564	NA	0.49	0.557	0.652
1995	0.777	0.452	0.439	0.29	1.622	0.795	1	0.51	0.72	0.635	0.535	0.587	0.193	0.311	0.393	0.468	0.996	0.691	0.231	0.226	NA	0.294	0.199	0.366
1996	1.022	0.587	0.763	0.55	1.615	0.875	1.455	0.956	1.006	1.074	0.874	0.698	0.23	0.476	0.578	0.655	1.092	0.953	0.369	0.488	NA	0.544	0.485	0.636
1997	1.254	0.801	1.003	0.688	1.426	0.459	1.463	1.041	1.009	0.852	0.903	0.752	0.329	0.828	0.617	0.713	1.177	0.929	0.454	0.688	NA	0.822	0.487	0.599
1998	2.07	1.063	1.295	0.771	1.569	0.922	1.377	1.261	1.327	0.71	0.997	0.988	0.641	0.979	1.076	0.949	1.507	1.214	0.911	0.858	NA	1.238	0.871	1.041
1999	0.94	0.455	0.458	0.455	0.836	0.75	0.658	0.791	0.698	NA	0.619	0.705	0.582	0.792	0.614	0.507	0.9	0.784	0.568	0.557	NA	0.764	0.342	0.633
