# Maxwell - Latimer Woods - ACSH - ITRDB IN015
#----------------------------------------------------
#                World Data Service for Paleoclimatology, Boulder
#                                  and
#                     NOAA Paleoclimatology Program
#             National Centers for Environmental Information (NCEI)
#----------------------------------------------------
# Template Version 4.0
# Encoding: UTF-8
# NOTE: Please cite original publication, NOAA Landing Page URL, dataset and publication DOIs (where available), and date accessed when using downloaded data. If there is no publication information, please cite investigator, study title, NOAA Landing Page URL, and date accessed.
#
# Description/Documentation lines begin with #
# Data lines have no #
#
# NOAA_Landing_Page: https://www.ncei.noaa.gov/access/paleo-search/study/30560
#   Landing_Page_Description: NOAA Landing Page of this file's parent study, which includes all study metadata.
#
# Study_Level_JSON_Metadata: https://www.ncei.noaa.gov/pub/data/metadata/published/paleo/json/noaa-tree-30560.json
#   Study_Level_JSON_Description: JSON metadata of this data file's parent study, which includes all study metadata.
#
# Data_Type: Tree Ring
#
# Dataset_DOI:
#
# Science_Keywords: 
#--------------------
# Resource_Links
#
# Data_Download_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/northamerica/usa/in015-rwl-noaa.txt
#   Data_Download_Description: Raw Measurements - NOAA Template File; in015-rwl-noaa.txt
#
# Related_Online_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/northamerica/usa/in015.rwl
#   Related_Online_Description: RWL File; Raw Measurements - Tucson Decadal File
#
# Supplemental_Download_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/correlation-stats/in015.txt
#   Supplemental_Description: Text File; Correlation Stats
#
#--------------------
# Contribution_Date
#   Date: 2020-07-01
#--------------------
# File_Last_Modified_Date
#   Date: 2020-07-01
#--------------------
# Title
#   Study_Name: Maxwell - Latimer Woods - ACSH - ITRDB IN015
#--------------------
# Investigators
#   Investigators: Maxwell, J.T.(https://orcid.org/0000-0001-9195-3146); Strange, B.M.
#--------------------
# Description_Notes_and_Keywords
#   Description: Streamflow, Eastern Deciduous Forest NOAA Template Raw Measurements file added 2020-09-03.
#--------------------
# Publication
#   Authors: Brandon M. Strange, Justin T. Maxwell, Scott M. Robeson, Grant L. Harley, Matthew D. Therrell, Darren L. Ficklin
#   Journal_Name: Journal of Hydrology
#   Published_Title: Comparing three approaches to reconstructing streamflow using tree rings in the Wabash River basin in the Midwestern, US.
#   Published_Date_or_Year: 2020
#   Volume: 573
#   Pages: 829-840
#   Issue: 
#   Report_Number: 
#   DOI: 10.1016/j.jhydrol.2019.03.057
#   Full_Citation: None
#   Abstract: Tree-ring reconstructions of streamflow can provide long-term perspectives of flow variability that may be useful in management strategies for water resources. Relative to other portions of the United States, there is a dearth of tree-ring based streamflow reconstructions in the Midwest. The Wabash River is an important water resource in Indiana and Illinois where many sectors rely on it. Here, to better understand the historic hydroclimate within the Wabash River Basin, we reconstructed June-September streamflow for a tributary of the Wabash River using three statistical approaches: the traditional basin approach, and the recently-developed climate-footprint, and drought-reconstruction approaches. Our reconstructions explained 53-71% of the variance for the common period (1941-1984). We find that in our three reconstructions, there are extreme droughts and pluvials that exceed those during the instrumental period, including a sustained five-decade low-flow event in the early 19th century. Overall, we find that the traditional basin approach produced the most robust model but had the shortest reconstruction length of the three approaches, as it requires the predictor chronologies to be derived from within the basin. Our results indicate that there are merits and drawbacks to each approach with the general pattern of sacrificing variance explained for reconstruction length.
#--------------------
# Funding_Agency
#   Funding_Agency_Name:
#   Grant:
#--------------------
# Site_Information
#   Site_Name: Latimer Woods
#   Location: Indiana
#   Northernmost_Latitude: 39.158303
#   Southernmost_Latitude: 39.158303
#   Easternmost_Longitude: -86.493394
#   Westernmost_Longitude: -86.493394
#   Elevation_m: 277
#--------------------
# Data_Collection
#   Collection_Name: IN015
#   First_Year: 1845
#   Last_Year: 2015
#   Time_Unit: CE
#   Core_Length_m:
#   Parameter_Keywords:  ring width
#   Notes: None
#--------------------
# Species
#   Species_Name: Acer saccharum Marsh.
#   Common_Name: sugar maple
#   Tree_Species_Code: ACSH
#--------------------
# Variables
#
# PaST_Thesaurus_Download_Resource: https://www.ncei.noaa.gov/access/paleo-search/skos/past-thesaurus.rdf
#   PaST_Thesaurus_Download_Description: Paleoenvironmental Standard Terms (PaST) Thesaurus terms, definitions, and relationships in SKOS format.
#
# Data variables follow that are preceded by '##' in columns one and two.
# Variables format: shortname-tab-var components: what, material, error, units, seasonality, data type, detail, method, C or N for Character or Numeric data)
#
## age_CE	age,,,year Common Era,,tree ring,,,N,
## LWM01A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: LWM01A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## LWM02A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: LWM02A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## LWM02B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: LWM02B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## LWM03A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: LWM03A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## LWM03B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: LWM03B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## LWM04B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: LWM04B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## LWM05A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: LWM05A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## LWM05B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: LWM05B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## LWM06A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: LWM06A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## LWM06B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: LWM06B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## LWM07A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: LWM07A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
#---------------------
# Data:
# Missing_Values: NA
age_CE	LWM01A_raw	LWM02A_raw	LWM02B_raw	LWM03A_raw	LWM03B_raw	LWM04B_raw	LWM05A_raw	LWM05B_raw	LWM06A_raw	LWM06B_raw	LWM07A_raw
1927	2.176	2.704	4.073	4.359	2.742	3.016	2.906	2.908	4.322	NA	3.503
1928	2.252	2.359	4.189	5.162	3.518	2.551	3.372	3.112	5.435	NA	4.491
1929	2.128	1.871	3.135	5.246	3.633	2.66	1.692	3.268	4.685	NA	3.581
1930	1.975	1.448	1.661	3.349	2.392	1.83	1.163	1.539	3.401	NA	2.774
1931	1.692	1.032	1.432	2.119	2.243	1.153	0.776	1.241	3.357	NA	2.818
1932	3.234	0.841	2.946	4.599	3.216	1.113	0.722	2	5.273	NA	3.742
1933	1.949	1.138	2	2.769	2.936	1.909	1.244	1.998	3.096	NA	2.445
1934	2.919	1.554	2.299	2.627	2.368	1.816	0.922	1.019	2.551	NA	1.855
1935	3.016	1.503	2.664	2.832	3.288	2.466	1.325	1.463	3.589	NA	2.377
1936	1.999	0.967	1.2	2.109	2.5	1.278	0.77	0.677	1.583	NA	1.084
1937	1.465	0.782	0.82	2.03	2.953	0.852	0.353	0.455	1.509	NA	0.976
1938	1.703	1.579	2.075	2.343	3.743	1.238	0.279	1.304	2.734	NA	1.541
1939	1.651	1.198	2.78	2.29	3.616	1.679	0.821	1.982	3.18	NA	2.084
1940	1.755	1.076	1.753	2.749	1.933	2.237	1.222	1.854	2.82	NA	1.633
1941	2.043	1.132	1.28	2.112	1.443	2.041	0.564	1.373	2.827	NA	1.364
1942	2.986	1.234	2.004	2.795	1.891	1.514	0.927	1.51	3.556	NA	1.03
1943	2.553	0.897	1.58	3.72	2.368	1.585	0.889	2.19	4.284	NA	1.094
1944	1.481	0.766	0.887	1.846	1.947	1.496	0.475	1.659	2.956	NA	0.581
1945	3.307	1.482	1.668	2.092	1.777	3.11	0.564	3.183	4.491	NA	1.584
1946	2.202	1.241	1.433	2.086	2.231	2.438	0.668	2.931	3.956	NA	0.841
1947	1.768	1.3	2.339	3.006	2.912	1.833	0.639	2.911	3.896	NA	1.829
1948	1.689	1.019	1.861	2.576	3.82	2.964	0.621	3.571	4.563	NA	3.028
1949	2.883	1.144	2.254	2.274	3.332	2.955	0.537	3.286	5.102	NA	2.914
1950	2.674	1.248	2.345	2.113	3.052	3.076	0.889	3.329	3.598	NA	2.352
1951	2.172	1.602	2.807	2.841	2.85	3.501	0.551	4.07	2.76	NA	3.744
1952	1.214	1.051	0.747	1.929	1.799	2.732	0.67	2.003	1.563	NA	1.616
1953	0.941	1.026	1.027	1.355	1.118	2.336	0.601	1.223	2.204	2.47	1.051
1954	1.44	1.04	1.222	1.783	0.904	2.712	0.546	1.134	1.629	1.608	1.402
1955	1.943	1.122	1.521	1.511	1.227	4.555	0.624	2.186	1.51	2.482	1.785
1956	1.52	1.613	3.69	1.842	1.294	3.836	1.223	1.346	1.297	2.564	1.438
1957	2.778	1.827	3.085	3.299	2.893	2.834	1.706	1.649	2.87	3.511	1.987
1958	2.344	1.956	1.925	2.785	3.418	3.352	1.534	2.493	3.528	3.392	2.751
1959	1.449	1.081	1.046	1.971	2.329	2.264	1.439	1.754	2.057	3.436	1.942
1960	1.84	1.423	1.244	2.488	1.819	0	0.962	0.989	1.958	2.645	1.692
1961	1.204	0.796	0.858	1.818	1.583	0	0.782	0.976	1.33	1.525	1.143
1962	1.197	0.888	0.833	2.098	1.842	2.421	1.237	1.138	3.066	3.37	0.754
1963	1.709	1.231	1.819	2.531	2.027	3.27	1.2	0.769	3.035	2.79	1.348
1964	1.428	0.9	1.246	2.043	2.045	2.482	0.497	0.527	2.044	1.891	0.703
1965	1.377	1.002	1.004	3.644	2.478	3.262	0.786	0.883	3.178	2.395	1.473
1966	0.673	1.056	1.422	3.41	2.502	2.934	1.322	0.971	2.323	1.396	0.895
1967	0.849	1.154	0.888	1.583	1.127	2.916	0.38	0.593	1.639	0.906	1.274
1968	0.95	2	2.199	3.114	2.27	3.174	0.678	0.821	0.939	1.404	3.094
1969	0.739	2.253	1.528	2.192	2.317	3.196	0.751	0.939	0.914	1.438	3.422
1970	0.721	2.308	1.167	2.197	1.901	2.549	1.013	1.12	0.752	1.986	2.616
1971	0.694	1.268	1.023	2.647	2.319	1.953	1.406	1.588	1.609	2.711	1.635
1972	1.327	1.836	1.244	2.651	1.52	1.854	1.027	1.776	1.934	2.58	2.158
1973	0.94	2.51	1.965	3.279	2.129	3.348	0.941	1.961	1.707	2.011	2.718
1974	1.281	2.217	1.592	2.201	1.774	3.829	1	2.76	1.25	1.639	1.922
1975	1.582	1.572	0.733	1.804	1.834	2.405	1.186	2.646	1.965	2.126	1.368
1976	1.246	1.221	0.4	1.372	1.475	1.543	1.132	2.426	1.875	1.815	1.611
1977	0.918	2.031	0.828	2.113	1.352	1.742	1.176	2.393	2.022	1.655	2.152
1978	0.631	1.75	0.804	2.14	1.899	2.456	1.05	2.154	2.347	1.75	1.107
1979	0.997	1.019	0.505	1.833	1.183	2.44	1.026	2.118	1.726	0.902	1.093
1980	0.486	1.187	0.579	3.775	2.614	2.475	1.268	4.096	1.698	1.332	0.798
1981	0.412	1.306	0.624	2.806	1.585	2.839	2.301	3.299	1.452	1.45	0.852
1982	0.203	1.599	0.549	5.068	2.304	3.675	2.931	4.656	2.569	2.401	0.99
1983	0.263	1.91	0.658	3.149	1.199	2.797	2.334	4.149	1.844	1.214	0.813
1984	0.163	1.011	0.318	1.505	1.062	1.195	0.801	1.719	1.546	1.38	0.497
1985	0.407	1.191	0.475	1.387	1.137	3.318	0.949	1.694	2.233	2.154	0.555
1986	0.413	1.63	0.714	2.833	1.021	3.556	1.108	3.547	2.192	2.505	1.201
1987	0.427	1.56	0.889	3.507	1.978	4.024	1.646	4.097	2.655	2.896	1.356
1988	0.457	1.108	0.728	1.642	0.939	1.581	1.121	2.194	1.149	1.664	0.81
1989	0.436	1.491	0.83	1.682	1.192	3.223	1.567	3.261	1.954	5.093	1.854
1990	0.407	2.067	1.383	2.111	2.033	2.893	1.579	2.754	2.754	4.265	1.762
1991	0.653	2.082	1.362	1.573	1.823	2.637	1.333	2.568	3.055	3.539	1.186
1992	0.713	3.586	2.405	2.144	2.369	4.103	1.644	3.113	3.84	5.226	2.39
1993	0.817	4.414	2.511	1.193	2.162	3.478	1.523	2.125	4.701	5.604	1.74
1994	0.612	3.184	2.052	1.243	1.808	3.354	1.949	2.644	3.571	4.908	1.54
1995	0.663	4.765	1.464	1.289	1.627	3.142	1.359	2.355	3.346	3.54	1.264
1996	0.532	4.149	1.768	1.341	1.33	3.28	1.175	2.145	3.957	6.72	0.809
1997	0.675	4.708	1.923	1.96	1.492	3.621	1.34	1.906	5.606	7.212	1.028
1998	0.787	6.344	1.655	3.314	1.561	3.427	1.271	2.103	5.459	8.353	1.447
1999	0.882	3.31	0.89	2.242	1.406	3.02	1.399	1.796	5.123	5.45	1.222
2000	0.589	2.06	0.571	0.96	0.596	2.318	1.304	1.821	3.416	3.4	1.365
2001	0.751	3.557	1.5	2.646	1.709	3.196	0.912	1.775	4.825	5.982	1.59
2002	0.788	3.2	1.228	2.919	1.781	2.353	1.381	2.553	5.052	5.02	1.712
2003	1.144	3.916	1.996	2.475	0.866	1.763	1.046	2.556	4.603	6.261	1.805
2004	0.94	5.468	2.45	3.804	1.313	4.31	0.953	2.941	5.251	6.393	1.678
2005	0.933	5.244	1.775	2.399	2.984	4.105	1.522	2.098	4.54	6.122	1.38
2006	1.391	2.123	0.967	2.591	1.625	3.726	1.105	1.859	3.79	6.69	2.271
2007	0.86	1.079	0.529	1.168	1.751	2.691	0.581	1.307	2.702	5.888	3.062
2008	0.64	1.591	0.794	2.282	1.808	2.89	0.709	1.485	2.979	5.445	0.982
2009	0.935	1.299	1.879	2.98	2.701	3.017	1.501	1.237	3.227	8.569	1.459
2010	0.941	3.626	3.364	5.243	1.174	3.821	1.57	1.747	4.278	7.546	2.749
2011	0.826	2.279	1.307	1.341	0.99	3.84	0.833	1.278	2.294	3.411	1.815
2012	0.833	2.046	0.5	2.084	NA	3.133	1.178	0.985	1.477	2.982	1.171
2013	1.026	2.054	0.923	3.196	NA	2.563	0.649	0.652	1.485	4.884	1.103
