# Hartl - Höllengebirge, Salzberg A - PCAB - ITRDB AUT116
#----------------------------------------------------
#                World Data Service for Paleoclimatology, Boulder
#                                  and
#                     NOAA Paleoclimatology Program
#             National Centers for Environmental Information (NCEI)
#----------------------------------------------------
# Template Version 4.0
# Encoding: UTF-8
# NOTE: Please cite original publication, NOAA Landing Page URL, dataset and publication DOIs (where available), and date accessed when using downloaded data. If there is no publication information, please cite investigator, study title, NOAA Landing Page URL, and date accessed.
#
# Description/Documentation lines begin with #
# Data lines have no #
#
# NOAA_Landing_Page: https://www.ncei.noaa.gov/access/paleo-search/study/37478
#   Landing_Page_Description: NOAA Landing Page of this file's parent study, which includes all study metadata.
#
# Study_Level_JSON_Metadata: https://www.ncei.noaa.gov/pub/data/metadata/published/paleo/json/noaa-tree-37478.json
#   Study_Level_JSON_Description: JSON metadata of this data file's parent study, which includes all study metadata.
#
# Data_Type: Tree Ring
#
# Dataset_DOI:
#
# Science_Keywords:
#--------------------
# Resource_Links
#
# Data_Download_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/europe/aut116-rwl-noaa.txt
#   Data_Download_Description: RWL File; Raw Measurements - NOAA Template File
#
# Related_Online_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/europe/aut116.rwl
#   Related_Online_Description: RWL File; Raw Measurements - Tucson Decadal File
#
# Supplemental_Download_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/correlation-stats/aut116.txt
#   Supplemental_Description: Text File; Correlation Stats
#--------------------
# Contribution_Date
#   Date: 2023-02-17
#--------------------
# File_Last_Modified_Date
#   Date: 2023-02-17
#--------------------
# Title
#   Study_Name: Hartl - Höllengebirge, Salzberg A - PCAB - ITRDB AUT116
#--------------------
# Investigators
#   Investigators: Hartl, Claudia; Rothe, Andreas
#--------------------
# Description_Notes_and_Keywords
#   Description: nan
#--------------------
# Publication
#   Authors: Hartl-Meier, C; C Zang; C Dittmar; J Esper; A Göttlein; A Rothe
#   Published_Date_or_Year: 2014
#   Published_Title: Vulnerability of Norway spruce to climate change in mountain forests of the European Alps
#   Journal_Name: Clim. Res.
#   Volume: 
#   Edition:
#   Issue:
#   Pages: 
#   DOI: 10.3354/cr01226
#   Full_Citation:
#   Abstract:
#--------------------
# Publication
#   Authors: Zang, Christian; Claudia Hartl-Meier; Christoph Dittmar; Andreas Rothe; Annette Menzel
#   Published_Date_or_Year: 2014
#   Published_Title: Patterns of drought tolerance in major European temperate forest trees: climatic drivers and levels of variability
#   Journal_Name: Glob Change Biol
#   Volume: 
#   Edition:
#   Issue:
#   Pages: 
#   DOI: 10.1111/gcb.12637
#   Full_Citation:
#   Abstract:
#--------------------
# Funding_Agency
#   Funding_Agency_Name: Bavarian State Ministry for Food, Agriculture and Forestry
#   Grant: 
#--------------------
# Funding_Agency
#   Funding_Agency_Name:  EU program INTERREG 
#   Grant:   J00183
#--------------------
# Site_Information
#   Site_Name: Höllengebirge, Salzberg A
#   Location: Austria
#   Northernmost_Latitude: 47.81
#   Southernmost_Latitude: 47.81
#   Easternmost_Longitude: 13.59
#   Westernmost_Longitude: 13.59
#   Elevation_m: 1337
#--------------------
# Data_Collection
#   Collection_Name: AUT116
#   First_Year: 1779
#   Last_Year: 2010
#   Time_Unit: CE
#   Core_Length_m:
#   Parameter_Keywords: width
#   Notes:
#--------------------
# Species
#   Species_Name: Picea abies (L.) H. Karst.
#   Common_Name: Norway spruce
#   Tree_Species_Code: PCAB
#--------------------
# Variables
#
# PaST_Thesaurus_Download_Resource: https://www.ncei.noaa.gov/access/paleo-search/skos/past-thesaurus.rdf
#   PaST_Thesaurus_Download_Description: Paleoenvironmental Standard Terms (PaST) Thesaurus terms, definitions, and relationships in SKOS format.
#
# Data variables follow that are preceded by '##' in columns one and two.
# Variables format: shortname-tab-var components: what, material, error, units, seasonality, data type, detail, method, C or N for Character or Numeric data)
#
## age_CE	age,,,year Common Era,,tree ring,,,N,
## MWSA101C_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: MWSA101C_raw; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## MWSA101O_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: MWSA101O_raw; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## MWSA102C_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: MWSA102C_raw; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## MWSA102O_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: MWSA102O_raw; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## MWSA106C_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: MWSA106C_raw; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## MWSA106O_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: MWSA106O_raw; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## MWSA107C_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: MWSA107C_raw; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## MWSA107O_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: MWSA107O_raw; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## MWSA108C_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: MWSA108C_raw; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## MWSA108O_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: MWSA108O_raw; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## MWSA109C_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: MWSA109C_raw; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## MWSA109O_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: MWSA109O_raw; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## MWSA110C_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: MWSA110C_raw; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## MWSA110O_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: MWSA110O_raw; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## MWSA111C_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: MWSA111C_raw; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## MWSA111O_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: MWSA111O_raw; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## MWSA113C_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: MWSA113C_raw; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## MWSA113O_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: MWSA113O_raw; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## MWSA114C_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: MWSA114C_raw; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## MWSA114O_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: MWSA114O_raw; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
#---------------------
# Data:
# Missing_Values: NA
age_CE	MWSA101C_raw	MWSA101O_raw	MWSA102C_raw	MWSA102O_raw	MWSA106C_raw	MWSA106O_raw	MWSA107C_raw	MWSA107O_raw	MWSA108C_raw	MWSA108O_raw	MWSA109C_raw	MWSA109O_raw	MWSA110C_raw	MWSA110O_raw	MWSA111C_raw	MWSA111O_raw	MWSA113C_raw	MWSA113O_raw	MWSA114C_raw	MWSA114O_raw
1835	0.82	0.8	1.32	1.11	2.51	NA	1.09	0.65	0.76	1	0.52	0.64	1	1.32	0.69	0.47	0.87	1.3	1.05	NA
1836	0.93	0.95	1.15	0.94	1	NA	1.06	0.5	0.75	0.77	0.39	0.64	0.72	0.95	0.8	0.56	0.96	1.44	1.05	NA
1837	0.95	0.82	0.74	0.93	0.5	NA	1.29	0.59	0.68	0.74	0.39	0.64	0.82	0.75	0.82	0.63	0.72	1.17	0.87	NA
1838	0.95	0.82	0.88	0.97	0.48	NA	1.08	0.59	0.79	0.89	0.6	0.83	0.89	0.89	0.8	0.69	0.95	1.53	0.86	NA
1839	1.03	0.75	0.71	0.77	0.45	NA	1.17	0.47	0.71	0.9	0.5	0.67	0.91	0.77	0.83	0.75	0.8	1.28	0.96	NA
1840	0.86	0.61	0.73	0.73	0.58	NA	0.96	0.59	0.84	1.39	0.6	0.82	1.06	0.85	1.06	1.06	0.71	1.19	0.85	0.48
1841	0.91	0.7	0.78	0.76	0.7	NA	0.67	0.57	1.34	1.41	0.74	0.87	0.87	0.83	0.92	0.9	0.66	1.35	0.96	0.54
1842	0.81	0.66	0.99	0.91	1.34	NA	0.71	0.57	1.76	1.62	1.25	1.31	0.93	0.87	0.88	1.37	0.87	1.48	0.94	0.56
1843	0.67	0.45	0.77	0.73	0.72	NA	0.46	0.39	1.3	1.15	0.98	0.98	0.85	0.71	0.58	1.1	0.6	1.09	0.57	0.57
1844	0.71	0.58	0.7	0.81	0.92	NA	0.66	1.04	1.14	1.16	0.87	0.91	0.82	0.71	0.8	1.22	0.78	1.19	1.87	1.56
1845	0.82	0.53	1.2	0.97	0.72	NA	1.43	0.79	1.44	1.3	0.68	0.8	0.97	0.7	0.79	0.99	0.76	1.17	1.56	1.47
1846	0.93	0.52	0.96	0.74	0.71	NA	0.96	0.55	0.99	1.07	0.55	1.01	1.25	1	1.11	0.87	0.78	1.29	1.56	1.43
1847	0.7	0.52	0.86	0.85	0.74	NA	1.41	0.79	0.81	1.2	0.44	0.91	1.01	1.01	1.18	0.87	0.85	1.12	1.07	1.02
1848	0.77	0.52	0.63	0.66	0.55	NA	0.8	0.69	0.78	1.57	0.5	0.84	0.95	0.92	0.92	0.61	0.69	0.98	0.91	0.95
1849	0.69	0.48	0.56	0.7	0.71	NA	0.63	0.55	0.76	1.17	0.65	0.79	1.1	0.89	0.72	0.66	0.8	1.23	0.9	0.97
1850	0.72	0.73	0.74	0.67	0.95	NA	0.77	0.48	0.78	1.03	0.56	0.71	1.01	0.94	0.73	0.66	0.83	1.35	1.05	1.03
1851	0.54	0.57	0.77	0.65	0.73	NA	1.01	0.55	0.63	1.01	0.77	0.71	0.76	0.65	0.8	0.59	0.75	1.08	0.96	0.89
1852	0.69	0.73	0.95	1.01	0.59	NA	0.94	0.69	0.64	1.02	0.81	0.77	0.83	0.69	0.7	0.52	0.84	1.09	0.83	0.83
1853	0.88	0.87	0.93	1.21	0.79	NA	1.3	1.04	0.87	1.32	0.84	1.26	1.01	0.93	0.92	0.59	0.93	0.9	0.87	0.81
1854	0.69	0.78	1.96	1	0.82	NA	1.72	0.8	0.75	1.22	0.83	1.34	0.92	0.99	1.06	0.77	0.85	1.29	0.77	0.86
1855	0.79	0.96	1.45	0.85	1.14	NA	0.93	0.72	1.06	1.12	0.63	1.03	0.98	1.17	1.08	0.74	0.9	1.3	0.85	0.78
1856	0.68	0.76	0.75	0.69	0.66	0.84	0.99	0.58	0.8	0.77	0.44	0.88	0.69	0.81	0.85	0.56	0.76	0.93	0.89	0.54
1857	0.87	0.92	0.95	0.95	0.86	0.64	1.35	0.74	0.62	0.64	0.55	0.82	0.65	0.83	0.9	0.63	1	0.98	0.97	0.6
1858	0.88	0.98	1.29	1.26	1.01	0.44	1.32	0.78	0.69	0.86	0.65	0.75	0.74	0.9	0.84	0.66	1.16	1.16	1	0.7
1859	0.84	0.69	0.94	0.78	0.96	0.67	1.24	0.56	0.84	0.81	0.52	0.65	0.72	0.81	0.63	0.56	0.96	1.29	0.93	0.67
1860	0.81	0.73	0.78	0.62	0.88	0.63	1	0.48	0.86	0.67	0.45	0.72	0.5	0.63	1.13	0.82	0.84	1.21	0.78	0.54
1861	0.76	0.87	1.5	0.6	0.91	0.73	1.12	0.56	0.69	0.61	0.61	0.93	0.53	0.63	1.17	0.91	0.76	1.14	1.12	1
1862	0.79	0.98	1.83	1.05	1.19	0.83	1.11	0.57	0.66	0.66	0.73	0.9	0.61	0.77	1.07	0.86	0.72	0.97	1.05	0.93
1863	0.97	1.17	1.26	0.97	1.2	0.79	1.01	0.59	0.71	0.86	0.66	0.99	0.67	0.72	1.28	1.12	0.95	1.12	1.07	1.08
1864	0.84	1.39	0.98	0.8	0.95	0.95	0.72	0.54	0.64	0.81	0.66	1.02	0.56	0.56	1.12	1.08	0.84	0.91	0.72	0.89
1865	0.82	0.89	0.79	0.63	0.84	0.89	0.77	0.6	0.58	0.66	0.96	0.98	0.58	0.49	0.8	0.68	0.7	0.94	0.62	0.68
1866	0.72	0.86	0.82	0.68	1.06	0.8	0.82	0.72	0.53	0.7	1.14	1.11	0.64	0.43	0.64	0.62	0.74	1.03	0.67	0.6
1867	1.05	1.17	0.82	0.78	1.2	2.41	0.58	0.66	0.66	0.66	0.87	0.88	0.82	0.5	0.87	0.92	0.82	1.35	0.68	0.63
1868	0.78	1.11	0.56	0.69	1.37	1.81	0.41	1.4	0.6	0.49	0.55	0.57	0.52	0.42	0.89	1.62	1.1	0.99	1.72	0.48
1869	0.74	1.23	0.78	0.8	1.37	1.77	0.51	0.88	0.63	0.5	0.59	0.57	0.63	0.39	1.03	2.21	1.09	0.97	1.46	0.54
1870	1.17	1.57	0.84	0.88	1.02	1.34	0.8	0.86	0.53	0.53	0.93	1.14	0.65	0.46	1.09	1.37	1.3	1.48	1.48	0.61
1871	0.93	1.14	0.78	0.75	0.75	0.9	0.68	0.57	0.58	0.66	0.83	0.83	0.48	0.38	1.04	1.28	1.17	1.33	1.21	0.7
1872	0.79	0.97	0.9	0.9	0.78	1.04	0.79	0.8	0.68	0.87	1.34	1.56	0.64	0.62	1.04	1.51	1.14	1.3	0.85	0.67
1873	0.86	1.14	0.92	1.1	0.82	1.35	0.88	0.78	1.05	1.12	1.32	1.7	0.64	0.7	0.98	1.19	1.11	1.36	0.76	0.9
1874	0.94	0.91	0.91	0.97	0.6	0.88	0.67	0.68	0.86	0.86	1.02	1.4	0.55	0.65	0.88	1.15	1.08	1.27	0.69	0.65
1875	0.97	0.88	0.94	0.97	0.7	0.88	0.67	0.76	0.87	0.87	1.14	1.41	0.61	0.65	0.94	1.23	1.08	1.09	0.64	0.64
1876	0.73	0.9	0.96	1	0.73	0.94	0.73	0.76	0.85	0.78	1.05	1.45	0.6	0.48	0.96	1.12	1.09	1.38	1.11	0.87
1877	0.75	0.82	0.79	0.89	0.57	0.78	0.53	0.68	0.66	0.65	0.7	0.97	0.71	0.69	1.14	1.15	1.24	1.65	0.92	0.76
1878	0.85	0.91	0.85	0.92	1.03	1.43	0.49	0.96	0.84	0.67	0.97	0.98	0.68	0.6	1.28	1.69	1.15	1.58	0.82	0.6
1879	0.81	0.81	0.8	0.87	0.72	1.17	0.48	0.79	0.62	0.55	0.95	1.06	0.57	0.45	1.16	1.36	0.87	1.24	0.76	0.48
1880	0.97	0.91	1.34	1.28	0.88	1.26	0.73	0.95	0.88	0.71	0.82	1.38	0.62	0.51	1.14	1.31	0.99	1.32	1	0.71
1881	1.18	1.43	1.64	1.87	1.48	1.71	0.82	1.5	1.36	1.15	1.27	2.01	0.87	0.74	1.35	1.41	1.52	1.72	1.35	1.09
1882	1.02	1.45	1.32	1.76	1.59	1.31	0.71	1.34	1.29	0.99	0.89	1.65	0.78	0.9	1.37	1.38	1.19	1.28	0.95	0.64
1883	0.96	1.4	1.14	1.19	1.04	1.03	0.62	0.98	1.03	0.82	0.78	1.17	0.62	0.75	1.23	1.15	0.98	1.14	0.84	0.4
1884	0.86	1.11	0.84	0.9	0.71	0.89	0.53	0.67	0.88	0.67	0.73	0.81	0.5	0.71	1.36	1.15	0.91	1.02	0.78	0.39
1885	1.04	1.11	0.88	1.38	0.68	0.99	0.51	0.69	0.88	0.61	0.72	0.9	0.53	0.7	1.18	0.97	0.9	0.97	0.73	0.57
1886	0.77	0.83	0.7	0.98	0.73	0.91	0.46	0.76	0.58	0.42	0.45	0.77	0.45	0.55	0.61	0.58	0.65	0.79	0.48	0.49
1887	1.01	0.92	1.16	1.45	0.91	1.43	0.85	1.11	0.87	0.62	1.09	1.66	0.68	0.68	0.77	0.72	0.79	0.97	0.56	0.65
1888	0.89	0.89	0.88	1.17	1.19	1.3	0.49	1.06	0.86	0.76	1.62	1.46	0.69	0.67	0.9	0.81	0.79	1.13	0.5	0.58
1889	0.93	1.12	1.08	1.32	1.03	1.45	0.49	1.14	0.98	0.82	1.39	1.1	0.64	0.66	0.95	0.96	0.89	1.16	0.54	0.54
1890	0.71	0.8	0.84	0.94	0.83	1.15	0.51	0.88	0.83	0.64	1.3	0.92	0.59	0.69	0.87	0.87	0.66	0.96	0.48	0.59
1891	0.98	1	0.84	0.95	0.8	0.99	0.55	0.88	0.88	0.66	1.33	0.92	0.54	0.65	0.66	0.69	0.67	1.05	0.49	0.55
1892	0.88	1.03	0.9	1.24	1.07	1.17	0.45	0.97	1.01	0.64	1.47	1.07	0.56	0.61	0.64	0.66	0.7	0.95	0.64	0.56
1893	1.26	0.84	1.17	1.79	0.78	1.06	0.49	0.88	0.91	0.69	1.29	1.08	0.63	0.6	0.67	0.73	0.7	1.1	0.51	0.5
1894	1.18	0.98	1.1	1.62	0.8	1.11	0.52	0.85	1.04	0.75	1.21	1.47	0.62	0.56	0.79	0.59	0.6	0.93	0.51	0.49
1895	1.16	1	1.11	1.44	0.96	1.11	0.66	1.04	1.39	0.84	1.39	2.18	0.88	0.82	0.95	0.77	0.77	1.32	0.64	0.48
1896	0.85	0.81	1.02	1.15	1.04	1.16	0.62	0.98	1.29	0.84	1.31	2.4	0.77	0.81	0.85	0.59	0.84	1.19	0.51	0.52
1897	0.99	0.84	0.95	1.33	0.93	1.14	0.6	0.83	1.55	0.96	1.53	1.85	0.82	0.87	0.89	0.81	0.77	1.03	0.58	0.59
1898	0.71	0.52	0.8	1.03	0.71	0.92	0.46	0.73	1.15	0.86	1.17	1.62	0.73	0.71	0.65	0.75	0.57	0.87	0.44	0.43
1899	0.68	0.59	0.84	1.19	1.23	1.65	0.49	0.86	1.49	1.25	1.39	1.89	0.7	0.64	0.75	0.72	0.63	0.81	0.88	0.6
1900	0.56	0.56	0.74	1.03	0.98	1.29	0.59	0.69	1.28	1.2	1.18	1.35	0.58	0.5	0.77	0.87	0.65	0.85	0.58	0.44
1901	0.55	0.57	0.78	0.88	1.12	1.12	0.71	0.61	1.01	1.08	1.22	1.53	0.53	0.47	1.05	0.96	0.48	0.63	0.44	0.33
1902	0.57	0.57	0.63	0.72	0.85	1.01	0.87	0.57	0.94	0.96	1.11	1.22	0.53	0.5	1	0.89	0.6	0.79	0.54	0.43
1903	0.58	0.6	0.71	0.91	0.7	1.03	0.87	0.66	1.05	1.12	1.17	1.29	0.61	0.65	1.12	0.99	0.75	0.76	0.53	0.39
1904	0.79	0.74	0.73	1.12	0.68	1.03	1.19	0.69	1.23	1.26	1.39	1.54	0.58	0.75	1.04	0.8	0.72	0.78	0.54	0.46
1905	0.93	0.71	0.79	1.18	0.77	1.41	0.98	0.77	1.14	1.09	1.39	1.2	0.55	0.62	0.78	0.67	0.66	0.79	0.49	0.53
1906	0.67	0.52	0.71	0.95	0.66	0.96	0.78	0.61	0.8	0.9	1.37	1.06	0.48	0.63	0.61	0.51	0.66	0.63	0.51	0.59
1907	0.88	0.71	0.87	1.34	0.93	1.15	0.78	0.68	0.97	0.85	1.31	1.14	0.69	0.68	0.83	0.66	0.84	0.91	0.59	0.57
1908	0.86	0.72	0.98	1.35	0.92	1.52	0.88	0.63	0.86	0.88	1.44	1.39	0.58	0.58	0.84	0.6	0.76	0.96	0.68	0.57
1909	0.7	0.55	0.8	1.17	0.74	1.26	1.04	0.55	0.81	1.02	1.21	1.59	0.68	0.56	0.89	0.78	0.78	0.75	0.58	0.58
1910	1.01	1.04	0.96	1.32	1.18	1.44	1.17	0.69	1.02	1.16	1.63	2.1	0.74	0.75	0.98	0.95	0.87	0.9	0.75	0.7
1911	1.03	0.99	1.23	1.62	1.08	1.43	1.23	0.7	1.29	1.23	1.68	2.1	0.76	0.82	1.03	0.83	0.99	0.9	0.9	0.69
1912	0.91	0.78	1.19	2.22	1.06	1.34	1.29	0.65	1.2	1.16	1.48	2.03	0.82	0.77	0.95	0.57	0.96	0.89	0.93	0.66
1913	0.86	0.65	1.01	1.27	0.75	1.01	0.94	0.49	1.01	0.96	1.15	1.41	0.66	0.56	0.71	0.48	0.85	0.73	0.79	0.57
1914	0.82	0.69	0.91	1.58	0.61	0.95	0.59	0.53	0.98	0.88	1.09	1.81	0.61	0.56	0.68	0.41	0.76	1.08	0.92	1.28
1915	1.08	0.94	1.52	2.2	0.83	1.37	1.14	0.9	1.53	1.21	1.47	2.45	0.6	0.62	0.81	0.65	0.83	1.26	0.83	1.02
1916	0.99	0.81	1.72	1.59	1.04	1.63	1.27	0.73	1.5	1.43	1.33	2.07	0.64	0.68	1	0.7	0.85	1.12	0.77	0.74
1917	1.11	0.96	1.43	1.23	1.25	1.51	1.23	0.85	1.41	1.26	1.25	2.13	0.63	0.62	0.86	0.72	0.81	1.15	0.56	0.57
1918	1.01	0.76	1.26	1.15	1	1.2	0.94	0.65	0.86	1.03	1.18	1.32	0.53	0.54	0.73	0.64	0.68	0.81	0.57	0.57
1919	1.06	0.8	1.2	1.08	0.89	1.1	1.03	0.7	0.85	1.14	1.16	1.21	0.58	0.53	0.91	0.87	0.74	0.98	0.65	0.67
1920	0.95	0.69	0.95	0.97	0.76	0.97	0.93	0.57	0.83	0.86	1.21	1.2	0.54	0.47	0.72	0.69	0.97	0.92	0.81	0.74
1921	1.08	0.67	0.92	1.34	0.65	0.84	0.54	0.42	0.7	0.69	0.95	0.8	0.5	0.41	0.63	0.64	0.66	0.76	0.69	0.55
1922	1.12	0.68	0.79	1.01	0.65	0.96	0.67	0.52	0.78	0.71	1.05	0.84	0.47	0.39	0.61	0.58	0.67	0.71	0.62	0.42
1923	1.38	1	0.82	1.04	0.74	1.35	0.79	0.64	0.98	1.16	1.59	0.88	0.5	0.45	0.64	0.79	0.78	0.71	0.71	0.53
1924	1.14	0.76	0.86	0.91	0.87	1.24	1.11	0.86	1.21	1.46	1.9	1.24	0.55	0.61	0.64	0.82	0.93	1.16	0.73	0.61
1925	1.08	0.81	1.03	1.22	0.98	1.08	0.71	0.72	1.28	1.39	1.76	1.42	0.64	0.71	0.79	0.87	0.75	0.94	0.65	0.68
1926	0.97	0.79	2.7	1.34	0.93	1.23	0.58	0.72	1.32	1.26	1.76	1.25	0.54	0.61	0.73	0.89	0.89	1	0.75	0.54
1927	1.16	0.95	3.03	2.22	1.01	1.18	0.71	0.83	1.41	1.34	1.71	1.42	0.62	0.59	0.74	0.9	0.88	0.98	0.69	0.58
1928	1.29	0.83	1.95	1.51	1.1	1.13	0.69	0.63	1.35	1.2	1.05	1.1	0.63	0.38	0.41	0.74	0.49	0.39	0.79	0.49
1929	0.84	0.68	0.89	0.78	0.93	0.88	0.55	0.48	0.92	0.75	0.87	0.82	0.5	0.25	0.28	0.52	0.25	0.31	0.63	0.38
1930	0.86	0.77	0.88	0.82	0.85	0.98	0.64	0.5	0.94	0.8	1.04	0.99	0.41	0.18	0.19	0.38	0.3	0.39	1.16	0.59
1931	0.99	0.86	0.9	0.79	0.97	1.13	0.78	0.61	1.19	1.08	1.05	1.3	0.59	0.28	0.32	0.55	0.4	0.5	0.95	0.58
1932	0.78	0.63	0.78	0.73	0.68	1.01	0.53	0.46	0.97	1.03	0.99	1.21	0.51	0.28	0.33	0.43	0.36	0.43	0.82	0.54
1933	0.66	0.58	0.62	0.59	0.64	0.84	0.46	0.27	0.75	0.65	0.72	0.77	0.36	0.22	0.27	0.24	0.38	0.42	0.75	0.56
1934	0.64	0.57	0.68	0.63	0.5	0.98	0.41	0.23	0.93	0.88	1.03	1.24	0.38	0.24	0.42	0.36	0.39	0.57	0.61	0.45
1935	0.83	0.73	0.59	0.64	0.61	0.97	0.41	0.36	0.9	0.9	1.24	1.6	0.37	0.24	0.4	0.39	0.45	0.66	0.74	0.79
1936	0.81	0.62	0.59	0.64	0.43	1.04	0.47	0.31	0.66	0.67	1.16	1.68	0.39	0.24	0.38	0.39	0.43	0.53	0.83	0.75
1937	0.83	0.74	0.62	0.69	0.57	1.43	0.44	0.32	0.65	0.73	1.47	1.89	0.46	0.24	0.66	0.51	0.45	0.69	0.87	0.62
1938	0.76	0.6	0.48	0.61	0.45	0.96	0.43	0.3	0.57	0.58	1.01	1.3	0.42	0.24	0.51	0.41	0.53	0.61	0.82	0.52
1939	0.85	0.75	0.47	0.71	0.34	1.13	0.35	0.23	0.55	0.69	1.06	1.41	0.48	0.26	0.43	0.41	0.42	0.53	0.82	0.54
1940	0.82	0.68	0.54	0.68	0.33	1.31	0.5	0.38	0.6	0.69	1.01	1.6	0.52	0.28	0.44	0.47	0.48	0.43	0.81	0.64
1941	0.92	0.83	0.49	0.75	0.37	1.13	0.59	0.39	0.6	0.73	0.85	1.87	0.53	0.3	0.52	0.52	0.47	0.44	0.92	0.63
1942	0.74	0.7	0.47	0.68	0.33	0.97	0.89	0.41	0.78	0.64	1.03	1.74	0.6	0.29	0.65	0.6	0.51	0.37	0.98	0.51
1943	0.71	0.64	0.38	0.55	0.38	1.24	1.13	0.38	0.77	0.55	1.05	1.45	0.58	0.3	0.62	0.58	0.51	0.34	1.05	0.47
1944	0.86	0.67	0.55	0.75	0.55	1.87	1.49	0.55	1.01	0.83	1.29	1.94	0.84	0.39	0.68	0.81	0.68	0.57	1.2	0.61
1945	0.84	0.71	0.6	0.74	0.69	2.07	1.39	0.5	1.05	0.81	1.45	2.32	0.83	0.39	0.83	0.9	0.66	0.6	1.04	0.53
1946	0.82	0.72	0.45	0.65	0.71	1.98	1.41	0.55	1.15	0.83	1.67	2.22	0.86	0.63	0.93	0.91	0.66	0.48	1.03	0.52
1947	0.99	0.82	0.45	0.64	0.64	1.65	1.37	0.65	1.15	0.7	1.5	2.17	0.82	0.43	0.9	0.68	0.52	0.48	0.9	0.44
1948	0.57	0.4	0.43	0.33	0.4	0.81	0.87	0.39	0.61	0.48	0.91	0.98	0.65	0.43	0.56	0.48	0.47	0.36	0.72	0.44
1949	0.68	0.58	0.52	0.33	0.48	0.85	0.82	0.32	0.8	0.55	1.14	1.12	0.7	0.46	0.6	0.56	0.36	0.34	0.87	0.47
1950	0.86	0.63	0.46	0.48	0.61	0.98	1.25	0.36	0.69	0.66	1.24	1.53	0.77	0.47	0.63	0.4	0.51	0.47	1.03	0.47
1951	0.73	0.67	0.47	0.66	0.63	1.21	1.43	0.56	0.76	0.78	1.46	1.49	0.93	0.71	0.75	0.68	0.48	0.47	1.14	0.6
1952	0.75	0.62	0.45	0.52	0.65	1.21	1.41	0.5	0.72	0.66	1.47	1.23	0.77	0.58	0.75	0.44	0.48	0.36	0.88	0.55
1953	0.83	0.72	0.6	0.6	0.69	1.48	2.16	0.93	0.99	1.02	1.67	2.18	0.86	0.75	0.84	0.67	0.59	0.48	0.95	0.67
1954	0.57	0.52	0.39	0.42	0.4	0.98	1.25	0.71	0.85	0.77	1.24	1.66	0.64	0.57	0.64	0.65	0.51	0.39	0.68	0.46
