# Wilson - Am Brixener Str. 9 Regensburg Historical Timbers - PCAB - ITRDB GERM108
#----------------------------------------------------
#                World Data Service for Paleoclimatology, Boulder
#                                  and
#                     NOAA Paleoclimatology Program
#             National Centers for Environmental Information (NCEI)
#----------------------------------------------------
# Template Version 4.0
# Encoding: UTF-8
# NOTE: Please cite original publication, NOAA Landing Page URL, dataset and publication DOIs (where available), and date accessed when using downloaded data. If there is no publication information, please cite investigator, study title, NOAA Landing Page URL, and date accessed.
#
# Description/Documentation lines begin with #
# Data lines have no #
#
# NOAA_Landing_Page: https://www.ncei.noaa.gov/access/paleo-search/study/12796
#   Landing_Page_Description: NOAA Landing Page of this file's parent study, which includes all study metadata.
#
# Study_Level_JSON_Metadata: https://www.ncei.noaa.gov/pub/data/metadata/published/paleo/json/noaa-tree-12796.json
#   Study_Level_JSON_Description: JSON metadata of this data file's parent study, which includes all study metadata.
#
# Data_Type: Tree Ring
#
# Dataset_DOI:
#
# Science_Keywords: 
#--------------------
# Resource_Links
#
# Data_Download_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/europe/germ108-rwl-noaa.txt
#   Data_Download_Description: Raw Measurements - NOAA Template File; germ108-rwl-noaa.txt
#
# Related_Online_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/europe/germ108.rwl
#   Related_Online_Description: RWL File; Raw Measurements - Tucson Decadal File
#
# Supplemental_Download_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/correlation-stats/germ108.txt
#   Supplemental_Description: Text File; Correlation Stats
#
#--------------------
# Contribution_Date
#   Date: 2010-06-23
#--------------------
# File_Last_Modified_Date
#   Date: 2010-06-23
#--------------------
# Title
#   Study_Name: Wilson - Am Brixener Str. 9 Regensburg Historical Timbers - PCAB - ITRDB GERM108
#--------------------
# Investigators
#   Investigators: Wilson, R.J.S.(https://orcid.org/0000-0003-4486-8904)
#--------------------
# Description_Notes_and_Keywords
#   Description: NOAA Template Raw Measurements file added 2019-02-05.
#--------------------
# Publication
#   Authors: 
#   Journal_Name: International Journal of Climatology
#   Published_Title: A 500-Year Dendroclimatic Reconstruction of Spring/Summer  Precipitation from the Lower Bavarian Forest Region, Germany
#   Published_Date_or_Year: 2005
#   Volume: 
#   Pages: 
#   Issue: 
#   Report_Number: 
#   DOI: 10.1002/joc.1150
#   Full_Citation: Wilson, R.J.S., B.H. Luckman, and J. Esper. 2005. 
A 500-Year Dendroclimatic Reconstruction of Spring/Summer 
Precipitation from the Lower Bavarian Forest Region, Germany. 
International Journal of Climatology, 25: 611-630.

#   Abstract: This paper presents a 500 year March-August precipitation reconstruction for the Bavarian Forest region of southeast
# Germany based on a composite, well-replicated data set of 676 living and historical tree-ring width series from Norway
# spruce. Two versions of the chronology are developed. The cubic smoothing spline (SPL) chronology, standardized
# with a fixed 80 year spline function, retains decadal and higher frequency variation. The regional curve standardization
# (RCS) chronology uses regional curve standardization to retain additional lower frequency variation from the same
# data. Calibration (1879-1978) of these chronologies with March-August precipitation indicates they explain 40% (SPL)
# and 34% (RCS) of the variability in the instrumental precipitation record. The SPL reconstruction models the high frequency
# variation better, whereas the RCS reconstruction tracks the low-frequency trends more robustly. It suggests
# that spring-summer precipitation was above the long-term average for the periods 1730-1810 and 1870-2000, about
# average between 1560 and 1610 and that significantly drier periods occurred during 1510-60, 1610-35, 1660-1730 and
# 1830-70. The low-frequency trends of the RCS reconstruction during the 19th century were verified by comparison with a
# regional precipitation series derived from 14 long precipitation records from central Europe. Better verification results were
# obtained using the original (non-homogenized) records over this interval. These results suggest that some low-frequency
# variability may have been removed during correction of these early records. Periods of synchronous decadal variability
# were observed between the SPL series and independent dendroclimatic reconstructions from central Europe. The RCS
# reconstruction is the first dendroclimatic precipitation reconstruction in Europe to capture low-frequency information.
# These long-term trends, however, are difficult to verify owing to the paucity of other proxy precipitation records in
# central Europe that portray low-frequency information. Further verification and testing of the RCS reconstruction will
# require the development of additional reconstructions from tree-rings (or other proxy data series) that similarly target
# low-frequency variability.
#--------------------
# Funding_Agency
#   Funding_Agency_Name:
#   Grant:
#--------------------
# Site_Information
#   Site_Name: Am Brixener Str. 9 Regensburg
#   Location: Bavaria
#   Northernmost_Latitude: 49.0167
#   Southernmost_Latitude: 49.0167
#   Easternmost_Longitude: 12.1
#   Westernmost_Longitude: 12.1
#   Elevation_m: None
#--------------------
# Data_Collection
#   Collection_Name: GERM108
#   First_Year: 1702
#   Last_Year: 1810
#   Time_Unit: CE
#   Core_Length_m:
#   Parameter_Keywords:  ring width
#   Notes: 
#--------------------
# Species
#   Species_Name: Picea abies (L.) H. Karst.
#   Common_Name: Norway spruce
#   Tree_Species_Code: PCAB
#--------------------
# Variables
#
# PaST_Thesaurus_Download_Resource: https://www.ncei.noaa.gov/access/paleo-search/skos/past-thesaurus.rdf
#   PaST_Thesaurus_Download_Description: Paleoenvironmental Standard Terms (PaST) Thesaurus terms, definitions, and relationships in SKOS format.
#
# Data variables follow that are preceded by '##' in columns one and two.
# Variables format: shortname-tab-var components: what, material, error, units, seasonality, data type, detail, method, C or N for Character or Numeric data)
#
## age_CE	age,,,year Common Era,,tree ring,,,N,
## BRX01A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: BRX01A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## BRX01B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: BRX01B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## BRX02A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: BRX02A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## BRX03A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: BRX03A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## BRX04A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: BRX04A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## BRX04B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: BRX04B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## BRX06A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: BRX06A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## BRX07A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: BRX07A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## BRX08A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: BRX08A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## BRX08B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: BRX08B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## BRX09A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: BRX09A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## BRX11B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: BRX11B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## BRX12A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: BRX12A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## BRX12B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: BRX12B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## BRX13A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: BRX13A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## BRX14A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: BRX14A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## BRH01A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: BRH01A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
#---------------------
# Data:
# Missing_Values: NA
age_CE	BRX01A_raw	BRX01B_raw	BRX02A_raw	BRX03A_raw	BRX04A_raw	BRX04B_raw	BRX06A_raw	BRX07A_raw	BRX08A_raw	BRX08B_raw	BRX09A_raw	BRX11B_raw	BRX12A_raw	BRX12B_raw	BRX13A_raw	BRX14A_raw	BRH01A_raw
1780	0.555	0.322	1.035	0.569	0.958	0.993	1.117	1.048	1.844	1.906	1.154	0.62	0.96	1.205	0.594	0.898	1.196
1781	0.185	0.667	0.964	0.429	0.736	0.788	1.242	0.906	1.413	1.288	0.811	0.639	0.637	0.778	0.342	0.846	1.14
1782	0.538	0.703	0.69	0.48	0.828	0.82	0.852	0.76	1.443	1.392	0.968	0.591	0.833	1.057	0.367	0.76	1.061
1783	0.345	0.736	0.484	0.392	0.98	0.973	0.972	0.703	2.078	1.921	0.907	0.906	1.076	1.715	0.374	0.979	1.39
1784	0.24	0.491	0.797	0.22	0.686	0.643	0.551	0.728	1.176	1.129	0.524	0.362	0.738	0.763	0.256	0.878	1.023
1785	0.471	0.684	1.073	0.446	1.113	1.125	0.776	0.954	2.02	2.094	0.513	0.656	1.355	1.457	0.389	1.286	1.039
1786	0.469	0.969	1.137	0.448	1.633	1.708	0.82	1.068	2.119	2.144	0.619	0.892	2.179	2.666	0.691	1.286	0.845
1787	0.514	0.501	1.196	0.683	1.627	1.912	0.856	1.145	2.103	2.005	0.809	0.95	1.87	2.344	0.802	1.352	1.032
1788	0.333	0.286	0.541	0.424	0.895	0.853	0.706	0.825	1.666	1.537	0.756	0.685	1.589	1.8	0.449	0.834	0.842
1789	0.28	0.408	0.607	0.344	1.091	1.105	0.684	0.83	1.554	1.721	0.576	0.77	1.445	1.576	0.384	1.226	1.355
1790	0.322	0.317	0.619	0.305	0.798	0.803	0.464	0.785	1.023	1.017	0.585	0.402	0.765	0.98	0.483	1.086	1.284
1791	0.667	0.623	1.007	0.932	0.982	1.076	0.504	1.066	1.154	1.336	0.732	0.739	1.342	1.672	0.686	1.309	1.599
1792	0.703	0.584	0.961	0.541	0.768	0.985	0.427	0.908	1.137	1.22	0.697	0.441	1.066	1.374	0.557	0.939	1.774
1793	0.736	0.761	0.808	0.769	0.912	0.971	0.452	1.044	1.256	1.323	0.663	0.538	1.175	1.569	0.555	1.082	1.633
1794	0.491	0.466	0.538	0.556	0.706	0.863	0.445	0.906	0.983	1.032	0.479	0.303	0.938	0.942	0.432	1.043	1.568
1795	0.684	0.615	0.568	0.552	0.915	0.959	0.411	0.94	1.018	1.116	0.546	0.702	1.119	1.182	0.476	1.036	1.279
1796	0.969	0.938	0.531	0.646	1.005	1.434	0.49	1.027	1.294	1.301	0.827	1.048	1.421	1.659	0.737	1.193	1.386
1797	1.073	0.974	0.505	0.706	0.925	1.091	0.476	1.215	1.315	1.203	0.637	0.885	1.536	2.288	1.376	1.59	1.285
1798	1.053	1.102	0.674	1.001	1.086	1.091	0.575	1.4	1.281	1.319	0.927	0.822	1.529	2.085	1.576	1.514	1.414
1799	1.015	0.982	0.756	0.846	1.34	1.214	0.609	1.548	1.107	1.214	1.269	1.274	1.563	1.759	0.957	1.735	1.742
1800	0.844	0.711	0.624	0.867	1.182	1.118	0.407	1.222	1.015	1.152	1.523	1.377	1.507	1.475	0.893	1.166	1.396
1801	0.714	0.951	0.712	0.838	1.189	1.072	0.344	1.242	1.403	1.469	1.204	1.464	1.128	1.559	1.127	1.149	1.488
1802	0.787	1.188	NA	0.775	1.112	1.126	0.411	1.176	1.447	1.249	1.009	1.385	1.06	1.496	NA	1.221	1.428
1803	0.554	0.715	NA	0.568	0.442	0.544	0.276	0.71	0.646	0.891	0.896	1.203	0.794	1.178	NA	1.243	1.39
1804	0.911	0.797	NA	0.546	0.791	0.692	0.342	0.665	0.959	0.916	0.833	1.205	0.817	1.383	NA	1.006	0.991
1805	NA	0.783	NA	0.505	0.841	0.749	0.496	0.867	0.991	1.018	0.829	1.429	0.995	1.34	NA	0.948	1.098
1806	NA	0.634	NA	0.565	0.952	0.753	0.423	0.766	0.913	0.871	0.901	1.269	0.888	1.202	NA	0.486	1.151
1807	NA	0.315	NA	NA	0.866	0.563	0.397	0.367	0.727	0.84	NA	1.019	NA	1.057	NA	0.482	0.527
1808	NA	0.297	NA	NA	0.444	0.476	NA	0.441	0.48	0.525	NA	0.897	NA	0.915	NA	0.421	0.655
1809	NA	0.206	NA	NA	0.576	0.492	NA	0.435	0.574	0.644	NA	1.144	NA	NA	NA	0.354	0.942
1810	NA	0.205	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.446	NA
