# Linderholm - Bredmossen - PISY - ITRDB SWED316
#----------------------------------------------------
#                World Data Service for Paleoclimatology, Boulder
#                                  and
#                     NOAA Paleoclimatology Program
#             National Centers for Environmental Information (NCEI)
#----------------------------------------------------
# Template Version 4.0
# Encoding: UTF-8
# NOTE: Please cite original publication, NOAA Landing Page URL, dataset and publication DOIs (where available), and date accessed when using downloaded data. If there is no publication information, please cite investigator, study title, NOAA Landing Page URL, and date accessed.
#
# Description/Documentation lines begin with #
# Data lines have no #
#
# NOAA_Landing_Page: https://www.ncei.noaa.gov/access/paleo-search/study/6131
#   Landing_Page_Description: NOAA Landing Page of this file's parent study, which includes all study metadata.
#
# Study_Level_JSON_Metadata: https://www.ncei.noaa.gov/pub/data/metadata/published/paleo/json/noaa-tree-6131.json
#   Study_Level_JSON_Description: JSON metadata of this data file's parent study, which includes all study metadata.
#
# Data_Type: Tree Ring
#
# Dataset_DOI:
#
# Science_Keywords: 
#--------------------
# Resource_Links
#
# Data_Download_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/europe/swed316-rwl-noaa.txt
#   Data_Download_Description: Raw Measurements - NOAA Template File; swed316-rwl-noaa.txt
#
# Related_Online_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/europe/swed316.rwl
#   Related_Online_Description: RWL File; Raw Measurements - Tucson Decadal File
#
# Supplemental_Download_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/correlation-stats/swed316.txt
#   Supplemental_Description: Text File; Correlation Stats
#
#--------------------
# Contribution_Date
#   Date: 2008-06-09
#--------------------
# File_Last_Modified_Date
#   Date: 2008-06-09
#--------------------
# Title
#   Study_Name: Linderholm - Bredmossen - PISY - ITRDB SWED316
#--------------------
# Investigators
#   Investigators: Linderholm, H.W.(https://orcid.org/0000-0002-1522-8919)
#--------------------
# Description_Notes_and_Keywords
#   Description: NOAA Template Chronology file added 2018-12-19. NOAA Template Raw Measurements file added 2019-02-05.
#--------------------
# Publication
#   Authors: 
#   Journal_Name: 
#   Published_Title: 
#   Published_Date_or_Year: 
#   Volume: 
#   Pages: 
#   Issue: 
#   Report_Number: 
#   DOI: 
#   Full_Citation: 
#   Abstract: 
#--------------------
# Funding_Agency
#   Funding_Agency_Name:
#   Grant:
#--------------------
# Site_Information
#   Site_Name: Bredmossen
#   Location: Sweden
#   Northernmost_Latitude: 60.13
#   Southernmost_Latitude: 60.13
#   Easternmost_Longitude: 16.08
#   Westernmost_Longitude: 16.08
#   Elevation_m: 135
#--------------------
# Data_Collection
#   Collection_Name: SWED316
#   First_Year: 1789
#   Last_Year: 1997
#   Time_Unit: CE
#   Core_Length_m:
#   Parameter_Keywords:  ring width
#   Notes: None
#--------------------
# Species
#   Species_Name: Pinus sylvestris L.
#   Common_Name: Scots pine
#   Tree_Species_Code: PISY
#--------------------
# Variables
#
# PaST_Thesaurus_Download_Resource: https://www.ncei.noaa.gov/access/paleo-search/skos/past-thesaurus.rdf
#   PaST_Thesaurus_Download_Description: Paleoenvironmental Standard Terms (PaST) Thesaurus terms, definitions, and relationships in SKOS format.
#
# Data variables follow that are preceded by '##' in columns one and two.
# Variables format: shortname-tab-var components: what, material, error, units, seasonality, data type, detail, method, C or N for Character or Numeric data)
#
## age_CE	age,,,year Common Era,,tree ring,,,N,
## BMBP0019_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: BMBP0019; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## BMBP0029_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: BMBP0029; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## BMBP0039_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: BMBP0039; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## BMBP0049_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: BMBP0049; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## BMBP0059_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: BMBP0059; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## BMBP0069_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: BMBP0069; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## BMBP0079_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: BMBP0079; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## BMBP0089_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: BMBP0089; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## BMBP0099_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: BMBP0099; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## BMBP0101_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: BMBP0101; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## BMBP0119_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: BMBP0119; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## BMBP0129_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: BMBP0129; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## BMBP0139_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: BMBP0139; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## BMBP0149_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: BMBP0149; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## BMBP0169_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: BMBP0169; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## BMBP0189_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: BMBP0189; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## BMBP0199_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: BMBP0199; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## BMBP0209_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: BMBP0209; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## BMBP0219_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: BMBP0219; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## BMBP0229_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: BMBP0229; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## BMBP0249_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: BMBP0249; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
#---------------------
# Data:
# Missing_Values: NA
age_CE	BMBP0019_raw	BMBP0029_raw	BMBP0039_raw	BMBP0049_raw	BMBP0059_raw	BMBP0069_raw	BMBP0079_raw	BMBP0089_raw	BMBP0099_raw	BMBP0101_raw	BMBP0119_raw	BMBP0129_raw	BMBP0139_raw	BMBP0149_raw	BMBP0169_raw	BMBP0189_raw	BMBP0199_raw	BMBP0209_raw	BMBP0219_raw	BMBP0229_raw	BMBP0249_raw
1839	NA	NA	NA	NA	NA	0.71	0.5	0.15	0.52	0.37	0.28	0.24	NA	0.24	0.33	0.98	0.64	NA	0.38	0.31	0.22
1840	NA	NA	NA	NA	NA	0.47	0.32	0.1	0.49	0.34	0.25	0.25	0.21	0.33	0.12	0.73	0.49	NA	0.26	0.23	0.18
1841	NA	NA	NA	NA	NA	0.33	0.31	0.06	0.39	0.32	0.18	0.21	0.18	0.42	0.25	0.52	0.36	NA	0.14	0.16	0.17
1842	NA	NA	NA	0.75	0.42	0.47	0.52	0.14	0.45	0.39	0.31	0.38	0.18	0.59	0.33	0.78	0.64	NA	0.24	0.26	0.3
1843	NA	NA	NA	0.48	0.24	0.37	0.36	0.14	0.34	0.28	0.32	0.34	0.2	0.33	0.14	0.64	0.56	NA	0.27	0.19	0.22
1844	NA	NA	NA	0.5	0.37	0.59	0.42	0.21	0.64	0.49	0.49	0.41	0.17	0.34	0.37	0.61	0.82	NA	0.41	0.33	0.41
1845	NA	NA	NA	0.55	0.23	0.35	0.53	0.15	0.55	0.52	0.34	0.39	0.18	0.28	0.59	0.63	0.67	NA	0.26	0.16	0.24
1846	NA	NA	NA	0.5	0.32	0.38	0.51	0.13	0.61	0.48	0.31	0.31	0.23	0.31	0.49	0.36	0.43	NA	0.17	0.07	0.22
1847	NA	NA	NA	0.77	0.36	0.53	0.41	0.15	0.59	0.52	0.35	0.35	0.39	0.4	0.62	0.58	0.55	NA	0.3	0.15	0.27
1848	NA	NA	NA	0.69	0.36	0.73	0.4	0.25	0.63	0.6	0.41	0.39	0.41	0.45	0.67	0.65	0.8	NA	0.37	0.19	0.35
1849	NA	NA	NA	0.23	0.2	0.27	0.37	0.08	0.26	0.38	0.02	0.35	0.4	0.39	0.89	0.64	0.22	NA	0.37	0.01	0.12
1850	NA	NA	NA	0.42	0.34	0.39	0.4	0.12	0.33	0.32	0.06	0.39	0.42	0.25	0.72	0.61	0.4	NA	0.39	0.05	0.2
1851	NA	NA	NA	0.74	0.37	0.41	0.38	0.16	0.55	0.31	0.26	0.3	0.45	0.25	0.56	0.73	0.39	NA	0.46	0.13	0.25
1852	NA	NA	NA	0.44	0.34	0.23	0.36	0.07	0.43	0.2	0.18	0.19	0.45	0.2	0.37	0.65	0.26	NA	0.29	0.09	0.17
1853	NA	NA	NA	0.42	0.3	0.29	0.38	0.11	0.31	0.25	0.15	0.21	0.63	0.29	0.3	0.72	0.34	NA	0.19	0.04	0.16
1854	NA	NA	NA	0.47	0.34	0.34	0.37	0.15	0.46	0.3	0.24	0.29	0.8	0.31	0.24	0.58	0.48	NA	0.23	0.08	0.3
1855	NA	NA	NA	0.73	0.5	0.41	0.43	0.11	0.49	0.25	0.21	0.29	0.92	0.3	0.33	0.65	0.45	NA	0.23	0.15	0.31
1856	NA	NA	NA	0.59	0.46	0.42	0.43	0.08	0.39	0.16	0.2	0.31	0.8	0.3	0.31	0.78	0.42	NA	0.3	0.16	0.27
1857	NA	NA	NA	0.56	0.63	0.35	0.46	0.08	0.44	0.18	0.3	0.3	1.05	0.29	0.26	0.95	0.65	NA	0.35	0.18	0.22
1858	NA	NA	NA	0.5	0.67	0.38	0.52	0.14	0.38	0.22	0.4	0.29	0.98	0.43	0.25	1.02	0.71	NA	0.56	0.21	0.28
1859	NA	NA	NA	0.67	0.66	0.4	0.68	0.18	0.45	0.17	0.38	0.34	1.02	0.41	0.4	0.91	0.56	NA	0.62	0.23	0.47
1860	NA	NA	NA	0.63	0.67	0.33	0.64	0.25	0.48	0.3	0.37	0.45	0.82	0.44	0.42	0.67	0.61	NA	0.66	0.22	0.44
1861	NA	NA	NA	0.57	0.46	0.22	0.42	0.21	0.34	0.36	0.29	0.33	0.55	0.34	0.2	0.64	0.46	NA	0.37	0.14	0.36
1862	NA	NA	NA	0.55	0.54	0.42	0.43	0.25	0.46	0.59	0.42	0.36	0.76	0.34	0.43	0.96	0.48	NA	0.32	0.3	0.44
1863	NA	NA	NA	0.32	0.42	0.35	0.32	0.17	0.28	0.44	0.26	0.25	0.48	0.19	0.49	0.56	0.47	NA	0.3	0.21	0.39
1864	NA	NA	NA	0.47	0.47	0.42	0.3	0.15	0.36	0.29	0.31	0.28	0.69	0.2	0.59	0.75	0.51	NA	0.38	0.24	0.38
1865	NA	NA	NA	0.44	0.45	0.48	0.28	0.13	0.42	0.42	0.26	0.33	0.55	0.26	0.49	0.78	0.75	NA	0.45	0.25	0.37
1866	NA	NA	NA	0.43	0.4	0.45	0.27	0.13	0.37	0.41	0.26	0.21	0.43	0.2	0.3	0.59	0.48	NA	0.32	0.21	0.33
1867	NA	NA	NA	0.35	0.36	0.3	0.33	0.1	0.32	0.29	0.22	0.2	0.36	0.21	0.32	0.64	0.5	NA	0.28	0.16	0.24
1868	NA	NA	NA	0.35	0.39	0.4	0.3	0.2	0.31	0.31	0.2	0.23	0.32	0.15	0.36	0.67	0.51	NA	0.27	0.15	0.22
1869	NA	NA	NA	0.28	0.42	0.49	0.33	0.27	0.42	0.41	0.23	0.27	0.44	0.24	0.66	0.71	0.58	NA	0.35	0.22	0.24
1870	NA	NA	NA	0.29	0.36	0.5	0.31	0.23	0.38	0.28	0.35	0.3	0.45	0.19	0.52	0.8	0.52	NA	0.32	0.24	0.26
1871	NA	NA	NA	0.28	0.28	0.38	0.39	0.19	0.32	0.22	0.26	0.26	0.33	0.31	0.32	0.7	0.54	NA	0.21	0.18	0.23
1872	NA	NA	NA	0.44	0.37	0.34	0.39	0.22	0.35	0.19	0.29	0.31	0.31	0.37	0.28	0.45	0.34	NA	0.2	0.17	0.19
1873	NA	NA	NA	0.3	0.14	0.19	0.32	0.07	0.4	0.19	0.26	0.16	0.21	0.23	0.04	0.45	0.23	NA	0.04	0.1	0.07
1874	NA	NA	NA	0.34	0.26	0.29	0.46	0.24	0.43	0.21	0.22	0.16	0.3	0.33	0.26	0.37	0.31	NA	0.24	0.1	0.02
1875	NA	NA	NA	0.29	0.27	0.25	0.36	0.21	0.37	0.24	0.38	0.26	0.24	0.35	0.33	0.39	0.43	NA	0.25	0.16	0.13
1876	NA	NA	NA	0.23	0.28	0.23	0.4	0.25	0.4	0.17	0.43	0.25	0.28	0.33	0.35	0.55	0.43	NA	0.25	0.21	0.13
1877	NA	NA	NA	0.28	0.28	0.28	0.43	0.25	0.34	0.12	0.39	0.29	0.2	0.31	0.32	0.44	0.43	NA	0.16	0.17	0.17
1878	NA	NA	NA	0.27	0.31	0.22	0.35	0.28	0.37	0.11	0.31	0.28	0.2	0.29	0.43	0.57	0.47	NA	0.19	0.16	0.17
1879	NA	NA	NA	0.28	0.19	0.13	0.27	0.2	0.26	0.13	0.24	0.16	0.13	0.18	0.32	0.49	0.32	NA	0.15	0.09	0.18
1880	NA	NA	NA	0.43	0.46	0.32	0.52	0.61	0.51	0.31	0.52	0.3	0.28	0.34	0.63	0.79	0.54	NA	0.39	0.28	0.26
1881	NA	NA	NA	0.36	0.3	0.27	0.45	0.27	0.3	0.19	0.37	0.25	0.14	0.31	0.32	0.51	0.41	NA	0.24	0.22	0.2
1882	NA	NA	NA	0.43	0.34	0.23	0.44	0.26	0.36	0.25	0.38	0.37	0.11	0.42	0.5	0.49	0.42	NA	0.42	0.27	0.25
1883	NA	NA	NA	0.39	0.22	0.14	0.42	0.13	0.23	0.15	0.22	0.2	0.16	0.22	0.36	0.31	0.23	NA	0.23	0.18	0.17
1884	NA	NA	NA	0.42	0.28	0.25	0.39	0.08	0.28	0.13	0.25	0.21	0.28	0.3	0.34	0.29	0.2	NA	0.21	0.23	0.28
1885	NA	NA	NA	0.42	0.3	0.21	0.45	0.14	0.3	0.22	0.22	0.2	0.22	0.29	0.31	0.32	0.23	NA	0.3	0.21	0.38
1886	NA	NA	NA	0.37	0.33	0.33	0.5	0.18	0.37	0.2	0.26	0.24	0.31	0.32	0.38	0.5	0.36	NA	0.57	0.36	0.48
1887	NA	NA	NA	0.3	0.26	0.23	0.34	0.16	0.28	0.15	0.2	0.17	0.18	0.21	0.23	0.34	0.22	NA	0.52	0.27	0.45
1888	NA	NA	NA	0.32	0.29	0.33	0.25	0.19	0.28	0.14	0.19	0.18	0.24	0.21	0.27	0.42	0.27	NA	0.45	0.23	0.35
1889	NA	NA	NA	0.3	0.33	0.24	0.36	0.17	0.24	0.06	0.17	0.19	0.28	0.21	0.24	0.36	0.32	NA	0.32	0.23	0.3
1890	NA	NA	NA	0.3	0.29	0.17	0.37	0.18	0.29	0.11	0.23	0.2	0.23	0.23	0.35	0.46	0.29	NA	0.4	0.25	0.23
1891	NA	NA	NA	0.38	0.36	0.13	0.27	0.31	0.27	0.11	0.22	0.19	0.26	0.24	0.34	0.32	0.23	NA	0.27	0.15	0.29
1892	NA	NA	NA	0.33	0.35	0.22	0.39	0.31	0.33	0.22	0.3	0.24	0.32	0.24	0.41	0.33	0.28	NA	0.37	0.31	0.31
1893	NA	NA	NA	0.31	0.38	0.19	0.38	0.24	0.37	0.3	0.26	0.29	0.38	0.21	0.44	0.39	0.34	NA	0.34	0.36	0.34
1894	NA	NA	NA	0.29	0.42	0.18	0.36	0.28	0.36	0.33	0.32	0.35	0.38	0.29	0.53	0.34	0.31	NA	0.4	0.21	0.28
1895	NA	NA	NA	0.35	0.29	0.26	0.48	0.25	0.29	0.31	0.31	0.24	0.27	0.21	0.37	0.37	0.26	NA	0.36	0.2	0.27
1896	NA	NA	NA	0.33	0.41	0.3	0.61	0.23	0.59	0.39	0.33	0.28	0.32	0.26	0.39	0.49	0.25	NA	0.36	0.41	0.33
1897	NA	NA	NA	0.33	0.37	0.25	0.6	0.16	0.41	0.36	0.32	0.2	0.35	0.18	0.21	0.41	0.23	NA	0.35	0.35	0.35
1898	NA	NA	NA	0.35	0.36	0.23	0.5	0.3	0.37	0.41	0.26	0.21	0.32	0.28	0.19	0.33	0.24	NA	0.3	0.32	0.32
1899	NA	NA	NA	0.41	0.49	0.26	0.46	0.44	0.41	0.43	0.3	0.24	0.43	0.38	0.29	0.51	0.29	NA	0.28	0.44	0.25
1900	NA	NA	NA	0.38	0.31	0.2	0.53	0.47	0.5	0.31	0.26	0.37	0.36	0.24	0.3	0.41	0.28	NA	0.26	0.4	0.23
1901	NA	NA	NA	0.37	0.33	0.27	0.53	0.49	0.43	0.29	0.23	0.24	0.25	0.35	0.29	0.38	0.28	NA	0.29	0.31	0.3
1902	NA	NA	NA	0.3	0.19	0.22	0.35	0.28	0.3	0.28	0.15	0.22	0.2	0.3	0.24	0.34	0.19	NA	0.22	0.25	0.24
1903	NA	NA	NA	0.28	0.3	0.23	0.32	0.42	0.36	0.3	0.15	0.2	0.33	0.29	0.3	0.4	0.22	NA	0.24	0.28	0.22
1904	NA	NA	NA	0.21	0.31	0.17	0.33	0.37	0.26	0.2	0.1	0.21	0.25	0.21	0.33	0.35	0.24	NA	0.18	0.25	0.25
1905	NA	NA	NA	0.23	0.35	0.31	0.45	0.2	0.25	0.24	0.1	0.19	0.28	0.19	0.32	0.27	0.06	NA	0.18	0.28	0.14
1906	NA	NA	NA	0.24	0.22	0.23	0.34	0.21	0.31	0.21	0.11	0.18	0.23	0.15	0.27	0.24	0.16	NA	0.17	0.19	0.13
1907	NA	NA	NA	0.29	0.23	0.15	0.28	0.21	0.3	0.18	0.08	0.2	0.2	0.1	0.18	0.23	0.16	NA	0.1	0.13	0.17
1908	NA	NA	NA	0.23	0.21	0.08	0.22	0.17	0.29	0.15	0.1	0.17	0.14	0.13	0.01	0.18	0.16	NA	0.05	0.13	0.14
1909	NA	NA	NA	0.29	0.32	0.15	0.38	0.22	0.4	0.23	0.14	0.18	0.18	0.18	0.1	0.23	0.1	NA	0.15	0.24	0.19
1910	NA	NA	NA	0.29	0.29	0.17	0.31	0.18	0.41	0.25	0.11	0.18	0.21	0.25	0.03	0.28	0.13	NA	0.19	0.16	0.21
1911	NA	NA	NA	0.3	0.25	0.22	0.38	0.22	0.39	0.26	0.11	0.18	0.16	0.2	0.11	0.25	0.17	NA	0.17	0.22	0.21
1912	NA	NA	NA	0.34	0.34	0.26	0.29	0.32	0.44	0.31	0.16	0.17	0.23	0.16	0.13	0.36	0.18	NA	0.22	0.24	0.21
1913	NA	NA	NA	0.35	0.45	0.25	0.32	0.38	0.49	0.27	0.17	0.28	0.32	0.21	0.21	0.47	0.18	NA	0.32	0.24	0.2
1914	1.78	NA	NA	0.49	0.64	0.39	0.45	0.46	0.71	0.35	0.28	0.36	0.38	0.28	0.35	0.62	0.31	NA	0.43	0.32	0.55
1915	1.55	NA	NA	0.44	0.52	0.32	0.41	0.47	0.73	0.33	0.24	0.3	0.27	0.2	0.29	0.44	0.18	NA	0.43	0.39	0.65
1916	1.35	NA	NA	0.45	0.64	0.33	0.4	0.49	0.65	0.33	0.2	0.37	0.46	0.31	0.46	0.46	0.2	NA	0.58	0.37	0.62
1917	1.12	NA	NA	0.4	0.43	0.35	0.52	0.38	0.54	0.33	0.24	0.33	0.4	0.17	0.39	0.57	0.23	NA	0.47	0.39	0.48
1918	1.16	NA	NA	0.42	0.51	0.38	0.62	0.49	0.67	0.37	0.27	0.33	0.62	0.26	0.57	0.51	0.26	NA	0.53	0.45	0.44
1919	1.46	NA	NA	0.24	0.36	0.17	0.46	0.31	0.47	0.28	0.21	0.25	0.29	0.21	0.36	0.33	0.18	NA	0.3	0.36	0.19
1920	1.34	NA	NA	0.24	0.39	0.14	0.34	0.27	0.46	0.39	0.27	0.18	0.31	0.26	0.27	0.32	0.1	NA	0.24	0.4	0.27
1921	1.42	1.39	NA	0.38	0.43	0.3	0.47	0.4	0.62	0.52	0.38	0.25	0.35	0.33	0.29	0.4	0.17	NA	0.37	0.43	0.36
1922	1.53	1.18	NA	0.36	0.5	0.35	0.5	0.44	0.73	0.59	0.38	0.32	0.29	0.27	0.33	0.35	0.22	NA	0.38	0.45	0.41
1923	1.35	1.04	NA	0.41	0.43	0.27	0.37	0.36	0.48	0.31	0.4	0.28	0.32	0.17	0.39	0.31	0.16	NA	0.35	0.39	0.21
1924	1.3	0.82	0.43	0.34	0.31	0.16	0.35	0.44	0.38	0.26	0.28	0.3	0.24	0.15	0.35	0.28	0.2	NA	0.33	0.28	0.17
1925	1.23	0.9	0.59	0.41	0.33	0.21	0.35	0.52	0.7	0.32	0.43	0.28	0.32	0.22	0.45	0.38	0.28	NA	0.39	0.32	0.25
1926	1.07	0.88	0.63	0.38	0.38	0.22	0.3	0.48	0.49	0.3	0.25	0.25	0.29	0.19	0.37	0.29	0.18	1.13	0.33	0.36	0.33
1927	0.95	0.82	0.61	0.36	0.41	0.19	0.22	0.38	0.46	0.15	0.19	0.33	0.29	0.19	0.44	0.33	0.18	1.18	0.25	0.41	0.3
1928	0.83	0.88	0.66	0.39	0.58	0.22	0.34	0.5	0.55	0.15	0.24	0.33	0.36	0.34	0.46	0.38	0.2	1.18	0.36	0.42	0.27
1929	0.74	0.57	0.73	0.32	0.44	0.22	0.34	0.47	0.58	0.17	0.21	0.37	0.25	0.32	0.4	0.45	0.21	1.38	0.45	0.5	0.2
1930	0.59	0.56	0.52	0.22	0.26	0.15	0.18	0.32	0.53	0.15	0.16	0.19	0.13	0.26	0.29	0.35	0.18	1.27	0.31	0.31	0.13
1931	0.68	0.73	0.43	0.26	0.23	0.17	0.2	0.41	0.52	0.19	0.23	0.21	0.17	0.34	0.25	0.27	0.17	1.24	0.35	0.26	0.19
1932	0.73	0.63	0.6	0.32	0.23	0.18	0.38	0.5	0.58	0.28	0.23	0.22	0.22	0.28	0.25	0.36	0.21	1.28	0.35	0.36	0.21
1933	0.54	0.58	0.57	0.35	0.26	0.2	0.36	0.4	0.5	0.27	0.22	0.22	0.18	0.25	0.11	0.26	0.17	1.23	0.38	0.39	0.21
1934	0.59	0.81	0.73	0.41	0.39	0.19	0.36	0.51	0.49	0.31	0.28	0.27	0.25	0.4	0.2	0.36	0.12	1.08	0.49	0.52	0.23
1935	0.59	0.8	0.6	0.38	0.38	0.18	0.36	0.47	0.47	0.29	0.25	0.28	0.24	0.35	0.19	0.41	0.12	1.11	0.39	0.39	0.2
1936	0.58	0.96	0.62	0.38	0.32	0.21	0.39	0.48	0.47	0.33	0.28	0.24	0.23	0.33	0.22	0.32	0.14	1.13	0.37	0.37	0.19
1937	0.47	1.1	0.64	0.37	0.31	0.23	0.42	0.49	0.43	0.43	0.34	0.26	0.23	0.46	0.27	0.26	0.17	1.25	0.4	0.36	0.19
1938	0.8	1.11	0.93	0.54	0.4	0.12	0.48	0.46	0.66	0.7	0.43	0.35	0.22	0.61	0.42	0.34	0.21	1.45	0.48	0.45	0.18
1939	0.8	0.62	0.69	0.5	0.41	0.18	0.44	0.6	0.59	0.52	0.45	0.45	0.26	0.45	0.49	0.45	0.22	1.36	0.43	0.45	0.18
1940	0.8	0.56	0.57	0.43	0.34	0.27	0.46	0.35	0.37	0.42	0.36	0.25	0.25	0.35	0.28	0.38	0.19	1.1	0.43	0.42	0.16
1941	1.24	1.01	0.71	0.54	0.44	0.34	0.59	0.49	0.7	0.47	0.67	0.4	0.31	0.47	0.41	0.53	0.25	1.58	0.53	0.69	0.26
1942	1.4	0.93	0.71	0.43	0.45	0.23	0.52	0.46	0.61	0.5	0.46	0.37	0.36	0.45	0.5	0.4	0.22	1.27	0.48	0.65	0.21
1943	1.08	0.9	0.58	0.38	0.45	0.21	0.39	0.57	0.58	0.43	0.52	0.48	0.41	0.42	0.37	0.44	0.2	1.02	0.54	0.66	0.21
1944	0.64	0.98	0.44	0.35	0.34	0.18	0.3	0.42	0.39	0.28	0.33	0.31	0.35	0.36	0.25	0.32	0.15	1.19	0.38	0.4	0.2
1945	0.67	1.1	0.64	0.42	0.45	0.28	0.34	0.48	0.48	0.49	0.5	0.35	0.62	0.49	0.28	0.34	0.18	1.26	0.48	0.46	0.24
1946	0.83	1.25	0.82	0.73	0.4	0.4	0.56	0.55	0.63	0.63	0.61	0.49	0.45	0.61	0.46	0.45	0.18	1.46	0.59	0.73	0.3
1947	0.79	1.25	0.83	0.69	0.47	0.75	0.59	0.74	0.76	0.63	0.73	0.65	0.61	0.68	0.36	0.37	0.27	1.62	0.69	0.77	0.38
1948	0.65	0.62	0.66	0.42	0.4	0.36	0.56	0.41	0.52	0.54	0.46	0.49	0.45	0.44	0.2	0.33	0.16	1.09	0.54	0.52	0.29
1949	0.67	0.82	0.61	0.42	0.43	0.42	0.53	0.49	0.53	0.45	0.37	0.42	0.57	0.37	0.32	0.29	0.18	1.23	0.5	0.47	0.33
1950	0.57	0.93	0.47	0.41	0.31	0.32	0.41	0.41	0.43	0.37	0.35	0.37	0.36	0.31	0.27	0.24	0.15	0.99	0.51	0.37	0.29
1951	0.48	0.64	0.42	0.54	0.31	0.41	0.45	0.51	0.36	0.37	0.36	0.32	0.33	0.34	0.22	0.2	0.19	0.96	0.57	0.37	0.28
1952	0.63	0.96	0.64	0.56	0.29	0.43	0.54	0.7	0.37	0.42	0.41	0.39	0.36	0.34	0.34	0.23	0.25	1.44	0.62	0.46	0.27
1953	0.61	0.75	0.37	0.44	0.23	0.37	0.42	0.62	0.42	0.2	0.32	0.41	0.31	0.25	0.27	0.2	0.18	0.97	0.53	0.46	0.26
1954	0.55	0.71	0.48	0.54	0.31	0.35	0.59	0.56	0.53	0.35	0.38	0.35	0.32	0.35	0.24	0.21	0.24	0.87	0.57	0.39	0.34
1955	0.65	0.63	0.56	0.49	0.25	0.37	0.53	0.59	0.51	0.35	0.33	0.3	0.3	0.26	0.2	0.16	0.26	1.17	0.47	0.37	0.34
1956	0.76	0.76	0.54	0.38	0.26	0.34	0.58	0.62	0.46	0.29	0.38	0.3	0.29	0.41	0.29	0.14	0.26	1.27	0.54	0.48	0.3
1957	0.87	0.77	0.67	0.35	0.36	0.47	0.64	0.75	0.41	0.14	0.39	0.36	0.32	0.44	0.38	0.2	0.27	1.1	0.78	0.56	0.3
1958	0.97	0.82	0.78	0.56	0.35	0.47	0.66	0.7	0.42	0.21	0.44	0.37	0.39	0.49	0.57	0.28	0.28	1.07	0.75	0.57	0.33
1959	0.92	0.58	0.77	0.54	0.35	0.38	0.64	0.49	0.39	0.26	0.38	0.29	0.25	0.43	0.39	0.23	0.33	0.83	0.57	0.48	0.29
