# Arnold - Ely Cathedral - QUSP - ITRDB BRIT081
#----------------------------------------------------
#                World Data Service for Paleoclimatology, Boulder
#                                  and
#                     NOAA Paleoclimatology Program
#             National Centers for Environmental Information (NCEI)
#----------------------------------------------------
# Template Version 4.0
# Encoding: UTF-8
# NOTE: Please cite original publication, NOAA Landing Page URL, dataset and publication DOIs (where available), and date accessed when using downloaded data. If there is no publication information, please cite investigator, study title, NOAA Landing Page URL, and date accessed.
#
# Description/Documentation lines begin with #
# Data lines have no #
#
# NOAA_Landing_Page: https://www.ncei.noaa.gov/access/paleo-search/study/28318
#   Landing_Page_Description: NOAA Landing Page of this file's parent study, which includes all study metadata.
#
# Study_Level_JSON_Metadata: https://www.ncei.noaa.gov/pub/data/metadata/published/paleo/json/noaa-tree-28318.json
#   Study_Level_JSON_Description: JSON metadata of this data file's parent study, which includes all study metadata.
#
# Data_Type: Tree Ring
#
# Dataset_DOI:
#
# Science_Keywords: 
#--------------------
# Resource_Links
#
# Data_Download_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/europe/brit081-rwl-noaa.txt
#   Data_Download_Description: Raw Measurements - NOAA Template File; brit081-rwl-noaa.txt
#
# Related_Online_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/europe/brit081.rwl
#   Related_Online_Description: RWL File; Raw Measurements - Tucson Decadal File
#
# Supplemental_Download_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/correlation-stats/brit081.txt
#   Supplemental_Description: Text File; Correlation Stats
#
#--------------------
# Contribution_Date
#   Date: 2019-11-01
#--------------------
# File_Last_Modified_Date
#   Date: 2019-11-01
#--------------------
# Title
#   Study_Name: Arnold - Ely Cathedral - QUSP - ITRDB BRIT081
#--------------------
# Investigators
#   Investigators: Arnold, A.J.; Howard, R.E.; Litton, C.D.
#--------------------
# Description_Notes_and_Keywords
#   Description: Tree-ring analysis of timbers from the high roofs of the Cathedral of the Holy and Undivided Trinity, Ely, Cambridgeshire. Ring width series of 9 samples represented by site sequence ELYCSQ04 which spans the period AD 891-1090 uploaded NOAA Template Raw Measurements file added 2020-03-09.
#--------------------
# Publication
#   Authors: 
#   Journal_Name: 
#   Published_Title: 
#   Published_Date_or_Year: 
#   Volume: 
#   Pages: 
#   Issue: 
#   Report_Number: 
#   DOI: 
#   Full_Citation: 
#   Abstract: 
#--------------------
# Funding_Agency
#   Funding_Agency_Name: Historic England
#   Grant:
#--------------------
# Site_Information
#   Site_Name: Ely Cathedral
#   Location: United Kingdom
#   Northernmost_Latitude: 52.398868
#   Southernmost_Latitude: 52.398868
#   Easternmost_Longitude: 0.26275
#   Westernmost_Longitude: 0.26275
#   Elevation_m: None
#--------------------
# Data_Collection
#   Collection_Name: BRIT081
#   First_Year: 891
#   Last_Year: 1090
#   Time_Unit: CE
#   Core_Length_m:
#   Parameter_Keywords:  ring width
#   Notes: None
#--------------------
# Species
#   Species_Name: Quercus spp. L.
#   Common_Name: oak
#   Tree_Species_Code: QUSP
#--------------------
# Variables
#
# PaST_Thesaurus_Download_Resource: https://www.ncei.noaa.gov/access/paleo-search/skos/past-thesaurus.rdf
#   PaST_Thesaurus_Download_Description: Paleoenvironmental Standard Terms (PaST) Thesaurus terms, definitions, and relationships in SKOS format.
#
# Data variables follow that are preceded by '##' in columns one and two.
# Variables format: shortname-tab-var components: what, material, error, units, seasonality, data type, detail, method, C or N for Character or Numeric data)
#
## age_CE	age,,,year Common Era,,tree ring,,,N,
## ELY003A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: ELY003A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## ELY003B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: ELY003B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## ELY047A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: ELY047A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## ELY047B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: ELY047B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## ELY088A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: ELY088A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## ELY088B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: ELY088B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## ELY109A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: ELY109A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## ELY109B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: ELY109B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## ELY133A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: ELY133A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## ELY133B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: ELY133B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## ELY135A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: ELY135A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## ELY135B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: ELY135B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## ELY303A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: ELY303A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## ELY303B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: ELY303B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## ELY304A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: ELY304A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## ELY304B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: ELY304B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## ELY533A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: ELY533A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## ELY533B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: ELY533B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
#---------------------
# Data:
# Missing_Values: NA
age_CE	ELY003A_raw	ELY003B_raw	ELY047A_raw	ELY047B_raw	ELY088A_raw	ELY088B_raw	ELY109A_raw	ELY109B_raw	ELY133A_raw	ELY133B_raw	ELY135A_raw	ELY135B_raw	ELY303A_raw	ELY303B_raw	ELY304A_raw	ELY304B_raw	ELY533A_raw	ELY533B_raw
943	NA	NA	0.81	0.68	0.52	0.51	0.59	0.57	0.48	0.68	0.69	0.72	0.39	0.42	0.55	0.5	0.49	0.45
944	NA	NA	0.67	0.8	0.44	0.48	1.05	0.79	0.67	1.18	0.7	0.67	0.41	0.4	0.99	1.11	0.47	0.48
945	NA	NA	0.93	0.73	0.84	0.84	1.86	1.41	1.01	1.44	1.02	1.06	0.52	0.52	1.37	1.48	0.68	0.68
946	NA	NA	0.81	0.95	1.09	0.88	2.03	1.79	1.23	1.24	1.35	1.36	0.75	0.79	1.43	1.63	0.88	0.94
947	NA	NA	1.09	1.1	1.55	1.14	2.51	2.53	1.92	2.42	1.37	1.44	1.11	1.08	1.78	1.74	0.92	0.84
948	NA	NA	1.08	1	1.57	1.34	2.08	2.29	1.63	2.05	1.15	1.14	0.98	1	1.64	1.87	0.82	0.94
949	NA	NA	1.19	1.02	1.01	1.35	1.77	1.83	1.14	1.81	1.13	1.18	0.89	0.89	1.08	1.21	0.86	0.76
950	NA	NA	1.01	1.02	1.13	1.46	2.01	1.92	1.46	2.04	1.19	1.18	1.21	1.23	1.46	1.54	0.9	1.02
951	NA	NA	1.09	1.2	0.66	1.13	1.28	1.1	0.89	1.42	1.01	1.02	0.75	0.81	1.13	1.13	0.95	0.75
952	NA	NA	1.15	0.79	0.71	0.84	1.2	1.68	0.94	1.39	0.97	0.93	0.67	0.67	1.2	1.25	1	1.11
953	NA	NA	1.38	1.44	0.59	0.75	0.66	0.87	0.42	0.77	0.92	0.94	0.72	0.68	1.08	1.15	0.94	1.08
954	NA	NA	0.93	1.04	0.52	0.59	0.32	0.64	0.49	0.62	0.74	0.78	0.47	0.52	0.78	0.96	0.65	0.78
955	NA	NA	1.34	1.49	0.52	0.71	0.43	0.4	0.5	0.6	0.68	0.63	0.56	0.61	0.65	0.83	0.58	0.62
956	NA	NA	1.46	1.34	0.57	0.47	0.43	0.42	0.62	0.61	0.75	0.69	0.79	0.76	0.74	0.87	0.7	0.74
957	NA	NA	1.59	1.7	0.65	0.67	0.79	0.7	0.98	1.19	1.19	1.16	0.84	0.73	0.88	1.04	0.74	0.71
958	NA	NA	1.39	1.76	0.77	0.93	1.19	1.52	1.45	1.96	1.04	1.14	1.27	1.32	0.97	1.04	0.99	1.02
959	NA	NA	1.02	1.04	0.66	0.77	1.56	1.67	1.08	1.21	1.03	0.95	1.2	1.2	1.25	1.57	0.92	0.83
960	NA	NA	1.25	1.23	0.62	0.64	1.94	2.26	0.89	1.1	0.89	0.9	0.82	0.85	1.35	1.57	1.19	1.37
961	NA	NA	1.23	1.41	0.85	0.78	1.62	2.38	1.02	1.22	1.04	1.09	0.86	0.76	1.08	1.22	1.3	1.29
962	NA	NA	0.92	1.12	0.68	0.46	1.65	1.51	0.97	1.3	1.19	1.2	0.79	0.9	1.06	1.45	1.29	1.36
963	NA	NA	1.11	1.44	1.18	0.78	2.22	1.42	1	1.46	1.19	1.14	1.06	1.12	1.12	1.42	1.28	1.12
964	NA	NA	1.39	1.35	1.17	1.07	1.87	1.46	1.01	1.07	1.17	1.18	1.25	1.24	1.04	1.1	1.17	1.04
965	NA	NA	1.13	1.35	1.14	0.93	1.96	1.73	1.06	1.09	0.74	0.73	1	1.02	1.08	1.04	1.11	1.04
966	2.46	NA	1.25	1.52	1.36	0.78	3.15	1.98	1.01	1.12	0.92	0.91	1.02	1.02	0.82	0.93	1.11	1.35
967	2.28	NA	1.2	1.07	1.63	0.89	2.8	1.98	1.18	1.25	1.08	1.13	1.25	1.3	0.84	0.95	1.17	1.13
968	2.47	1.94	0.86	1.01	1.37	0.81	2.66	2.14	1.36	1.33	1.22	1.24	1.21	1.2	0.96	1.08	1.39	1.24
969	2.27	1.78	1.23	1.26	1	0.47	2.28	2.41	1.02	1.24	1.1	1.02	1.17	1.16	0.94	0.97	1.09	1.28
970	1.47	1.29	0.9	1.05	0.94	0.49	1.62	2.45	0.76	0.85	0.74	0.8	0.83	0.83	1.04	1.08	1.3	1.3
971	1.21	1.35	0.94	1.15	0.78	0.36	1.35	1.05	0.8	1	0.64	0.62	0.9	0.96	0.69	0.8	0.92	1.06
972	1.19	1.19	1.27	1.33	0.71	0.39	1.11	1.87	1.17	1.14	0.87	0.85	1.16	1.04	0.57	0.63	0.8	0.64
973	1.9	2.24	0.94	1.07	0.59	0.52	1.81	1.9	1.04	1.14	1.03	1.03	0.8	0.82	0.53	0.5	0.9	0.79
974	1.86	2.01	0.95	1.14	0.62	0.36	1.51	1.45	0.95	1.01	0.77	0.81	0.72	0.72	0.43	0.53	0.69	0.76
975	1.95	2.06	1.15	0.88	0.77	0.46	1.73	1.42	1.11	1.16	1.02	1.03	1.15	1.17	0.5	0.58	0.9	0.92
976	2.17	1.89	0.89	0.91	0.86	0.47	1.67	1.46	0.98	0.89	0.91	0.91	1.08	1.02	0.56	0.62	0.68	0.63
977	2.04	2.32	1.04	1.25	1.16	0.62	1.55	1.65	1.3	1.49	1.32	1.26	1.08	1.16	0.57	0.48	1.07	1.06
978	1.61	1.71	0.84	1.12	0.94	0.37	0.97	0.82	0.91	1.26	0.99	1	0.71	0.73	0.53	0.53	0.84	0.86
979	1.73	2.06	0.94	1.07	0.96	0.64	2.08	1.39	1.06	1.37	1.05	1.03	1.02	0.93	0.42	0.54	0.78	0.78
980	2.25	2.55	0.89	0.93	1.03	0.47	3.57	1.34	1.29	1.52	0.94	0.98	1.04	1.06	0.48	0.5	0.93	0.78
981	1.74	1.43	0.84	0.93	1.02	0.44	3.17	1.46	1.05	1.57	1.02	0.95	0.95	0.97	0.47	0.4	0.8	0.8
982	1.89	1.92	1.04	1.37	0.83	0.67	2.97	1.08	1	1.74	1.14	1.16	1.17	1.17	0.53	0.54	0.88	0.9
983	1.77	2.29	0.87	1.11	0.91	0.5	2.32	1.08	1.22	1.82	0.97	0.99	1.53	1.58	0.57	0.59	NA	NA
984	1.65	1.91	1.19	1.18	1.02	0.64	1.68	1.17	0.98	1.11	1.06	1.04	1.16	1.12	0.67	0.79	NA	NA
985	2.87	2.97	1.12	1.24	1.17	0.8	2.7	1.95	0.97	1.24	1.1	1.14	1.27	1.33	1.12	1.2	NA	NA
986	1.83	2.13	1.04	1.06	1.16	0.7	1.18	1.25	1.09	1.05	0.97	0.91	1.7	1.7	1.06	1.08	NA	NA
987	1.68	1.68	0.98	0.97	1.23	0.83	1.22	0.8	1.13	0.98	0.85	0.89	1.53	1.47	1.14	1.12	NA	NA
988	1.69	1.99	0.85	0.99	1.38	0.66	1.61	1.02	1.21	1.04	0.84	0.85	1.06	1.1	1.08	1.06	NA	NA
989	1.82	1.79	0.65	0.87	1.87	1.12	1.24	0.81	1.67	1.92	1.17	1.14	1.46	1.47	1.13	1.29	NA	NA
990	2.03	2.27	0.78	0.92	1.86	1.1	1.63	1.15	0.89	1.14	0.91	0.93	1.65	1.64	0.97	0.9	NA	NA
991	3.82	2.11	1.02	1.2	1.83	0.88	1.68	1.23	0.94	1.47	1.05	1.09	1.47	1.49	1.06	1.23	NA	NA
