# Hughes - Khillanmarg - ABPI - ITRDB INDI003
#----------------------------------------------------
#                World Data Service for Paleoclimatology, Boulder
#                                  and
#                     NOAA Paleoclimatology Program
#             National Centers for Environmental Information (NCEI)
#----------------------------------------------------
# Template Version 4.0
# Encoding: UTF-8
# NOTE: Please cite original publication, NOAA Landing Page URL, dataset and publication DOIs (where available), and date accessed when using downloaded data. If there is no publication information, please cite investigator, study title, NOAA Landing Page URL, and date accessed.
#
# Description/Documentation lines begin with #
# Data lines have no #
#
# NOAA_Landing_Page: https://www.ncei.noaa.gov/access/paleo-search/study/3569
#   Landing_Page_Description: NOAA Landing Page of this file's parent study, which includes all study metadata.
#
# Study_Level_JSON_Metadata: https://www.ncei.noaa.gov/pub/data/metadata/published/paleo/json/noaa-tree-3569.json
#   Study_Level_JSON_Description: JSON metadata of this data file's parent study, which includes all study metadata.
#
# Data_Type: Tree Ring
#
# Dataset_DOI:
#
# Science_Keywords: 
#--------------------
# Resource_Links
#
# Data_Download_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/asia/indi003n-rwl-noaa.txt
#   Data_Download_Description: Raw Measurements - NOAA Template File; indi003n-rwl-noaa.txt
#
# Related_Online_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/asia/indi003n.rwl
#   Related_Online_Description: RWL File; Raw Measurements - Tucson Decadal File
#
# Supplemental_Download_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/correlation-stats/indi003n.txt
#   Supplemental_Description: Text File; Correlation Stats
#
#--------------------
# Contribution_Date
#   Date: 2002-04-26
#--------------------
# File_Last_Modified_Date
#   Date: 2002-04-26
#--------------------
# Title
#   Study_Name: Hughes - Khillanmarg - ABPI - ITRDB INDI003
#--------------------
# Investigators
#   Investigators: Hughes, M.K.(https://orcid.org/0000-0003-1062-3167)
#--------------------
# Description_Notes_and_Keywords
#   Description: NOAA Template Chronology file added 2018-12-19. NOAA Template Raw Measurements file added 2019-04-08.
#--------------------
# Publication
#   Authors: 
#   Journal_Name: 
#   Published_Title: 
#   Published_Date_or_Year: 
#   Volume: 
#   Pages: 
#   Issue: 
#   Report_Number: 
#   DOI: 
#   Full_Citation: 
#   Abstract: 
#--------------------
# Funding_Agency
#   Funding_Agency_Name:
#   Grant:
#--------------------
# Site_Information
#   Site_Name: Khillanmarg
#   Location: Jammu and Kashmir
#   Northernmost_Latitude: 35.08
#   Southernmost_Latitude: 35.08
#   Easternmost_Longitude: 74.33
#   Westernmost_Longitude: 74.33
#   Elevation_m: 3125
#--------------------
# Data_Collection
#   Collection_Name: INDI003
#   First_Year: 1608
#   Last_Year: 1980
#   Time_Unit: CE
#   Core_Length_m:
#   Parameter_Keywords:  minimum density
#   Notes: None
#--------------------
# Species
#   Species_Name: Abies pindrow (Royle ex D. Don) Royle
#   Common_Name: Himalayan silver fir
#   Tree_Species_Code: ABPI
#--------------------
# Variables
#
# PaST_Thesaurus_Download_Resource: https://www.ncei.noaa.gov/access/paleo-search/skos/past-thesaurus.rdf
#   PaST_Thesaurus_Download_Description: Paleoenvironmental Standard Terms (PaST) Thesaurus terms, definitions, and relationships in SKOS format.
#
# Data variables follow that are preceded by '##' in columns one and two.
# Variables format: shortname-tab-var components: what, material, error, units, seasonality, data type, detail, method, C or N for Character or Numeric data)
#
## age_CE	age,,,year Common Era,,tree ring,,,N,
## K2080_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: K2080; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## K2079_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: K2079; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## K2077_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: K2077; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## K2074_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: K2074; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## K2072_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: K2072; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## K2071_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: K2071; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## K2070_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: K2070; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## K2073_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: K2073; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## K2075_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: K2075; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## K2076_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: K2076; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## K2081_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: K2081; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
#---------------------
# Data:
# Missing_Values: NA
age_CE	K2080_raw	K2079_raw	K2077_raw	K2074_raw	K2072_raw	K2071_raw	K2070_raw	K2073_raw	K2075_raw	K2076_raw	K2081_raw
1736	3.13	2.86	NA	NA	NA	3.79	2.94	NA	NA	NA	NA
1737	3.22	2.81	NA	NA	NA	3.39	2.89	NA	NA	NA	NA
1738	3.18	2.95	NA	NA	NA	3.34	3.09	NA	NA	NA	NA
1739	3.08	3.05	NA	NA	NA	3.65	3.18	NA	NA	NA	NA
1740	2.8	2.86	NA	NA	NA	3.48	2.94	NA	NA	NA	NA
1741	3.27	3	NA	NA	NA	3.52	2.99	NA	NA	NA	NA
1742	3.22	3.05	NA	NA	NA	3.57	2.89	NA	NA	NA	NA
1743	3.22	3	NA	NA	NA	3.61	2.79	NA	NA	NA	NA
1744	3.22	3	NA	NA	NA	3.21	2.5	NA	NA	NA	NA
1745	3.22	3.14	NA	NA	NA	3.65	3.14	NA	NA	NA	NA
1746	3.22	3	NA	NA	NA	3.92	3.04	NA	NA	NA	NA
1747	3.27	3.33	NA	NA	NA	3.92	2.84	NA	NA	NA	NA
1748	3.6	2.95	NA	NA	NA	4.37	3.14	NA	3.71	NA	NA
1749	3.32	3.24	NA	NA	NA	3.79	3.09	NA	3.45	NA	NA
1750	3.46	3.24	NA	NA	NA	3.74	3.14	NA	3.45	NA	NA
1751	3.46	3.24	NA	NA	NA	3.7	3.23	NA	3.53	NA	NA
1752	3.18	3.19	NA	NA	NA	3.61	3.04	NA	3.42	NA	NA
1753	3.08	3.1	NA	NA	NA	3.48	2.99	NA	3.53	NA	NA
1754	3.22	3.19	NA	NA	NA	3.57	3.09	NA	3.34	NA	NA
1755	3.08	3	NA	NA	NA	3.79	3.38	NA	3.01	NA	NA
1756	2.94	3.05	NA	NA	NA	3.57	2.89	NA	3.45	NA	NA
1757	3.18	3.05	NA	NA	NA	3.61	2.6	NA	3.3	NA	NA
1758	2.85	2.91	NA	NA	NA	3.74	3.14	NA	3.53	NA	NA
1759	2.99	3	NA	NA	NA	3.65	3.09	NA	3.49	NA	NA
1760	2.99	3.14	NA	NA	NA	3.7	2.99	NA	3.34	NA	NA
1761	3.18	3.05	NA	NA	NA	3.79	2.79	NA	3.67	NA	NA
1762	2.94	2.72	NA	NA	NA	3.43	2.74	NA	3.3	NA	NA
1763	3.13	3.24	NA	NA	NA	3.83	3.18	NA	3.38	NA	NA
1764	3.03	3.14	NA	NA	NA	3.43	2.84	NA	3.67	NA	NA
1765	3.03	2.81	NA	NA	NA	3.43	2.74	NA	3.3	NA	NA
1766	3.18	3.05	NA	NA	NA	3.25	2.89	NA	3.34	NA	NA
1767	3.18	3.05	NA	NA	NA	4.99	3.18	NA	3.38	NA	NA
1768	2.8	3.19	NA	NA	NA	4.1	3.14	NA	3.6	NA	NA
1769	2.8	2.95	NA	NA	NA	3.39	2.65	NA	3.38	NA	NA
1770	3.08	3.05	NA	NA	NA	3.52	2.65	NA	3.53	NA	NA
1771	3.27	3.1	NA	NA	NA	3.52	2.6	NA	3.45	NA	NA
1772	2.71	2.95	NA	NA	NA	3.57	2.79	NA	4.45	NA	NA
1773	3.18	3.19	NA	NA	NA	3.25	2.89	NA	3.49	NA	NA
1774	3.03	3.19	NA	NA	NA	4.28	2.79	NA	3.53	NA	NA
1775	2.99	2.95	NA	NA	NA	3.17	2.79	NA	3.45	NA	NA
1776	3.22	3.05	NA	NA	NA	3.3	2.79	NA	3.49	NA	NA
1777	2.99	3.1	NA	NA	NA	3.43	2.79	NA	3.45	NA	NA
1778	2.75	2.95	NA	NA	NA	3.48	2.65	NA	3.49	NA	NA
1779	3.03	3.1	NA	NA	NA	0	2.6	NA	3.34	NA	NA
1780	3.03	3.24	NA	NA	NA	0	2.74	NA	3.6	NA	NA
1781	3.13	3.24	NA	NA	NA	0	3.14	NA	3.64	NA	NA
1782	3.13	3.29	NA	NA	NA	0	3.09	NA	3.53	NA	NA
1783	3.13	3.14	NA	NA	NA	0	2.89	NA	3.42	NA	NA
1784	3.22	3.14	NA	NA	NA	0	2.7	NA	3.38	NA	NA
1785	3.18	3.14	NA	NA	NA	0	2.84	NA	3.53	NA	4.05
1786	3.08	2.95	NA	NA	NA	0	3.04	NA	3.64	NA	4.39
1787	3.32	3.24	NA	NA	NA	0	2.79	NA	3.42	NA	4.54
1788	3.18	3.19	NA	NA	NA	0	2.74	NA	3.56	NA	4.1
1789	2.85	3	NA	NA	NA	0	2.7	NA	3.56	NA	4.3
1790	3.13	3.05	NA	NA	NA	0	2.89	NA	3.53	NA	4.49
1791	3.18	2.95	NA	NA	NA	4.32	2.94	NA	3.82	NA	4.63
1792	3.27	2.91	NA	NA	NA	4.23	2.99	NA	3.75	NA	4.44
1793	3.27	3	NA	NA	NA	4.23	3.09	NA	3.82	NA	4.25
1794	3.46	3.1	NA	NA	NA	4.28	2.89	NA	3.64	NA	4.87
1795	3.32	2.81	NA	NA	NA	4.32	2.99	NA	3.34	NA	4.83
1796	2.8	3.05	NA	NA	NA	3.79	2.84	NA	3.49	NA	4.2
1797	3.32	3.1	NA	NA	NA	4.28	3.09	NA	3.45	NA	4.05
1798	3.12	3.1	NA	NA	NA	3.88	2.79	NA	3.34	NA	3.67
1799	3.26	3.05	NA	NA	NA	4.01	2.94	NA	3.45	NA	3.67
1800	3.17	3.05	NA	NA	NA	4.19	2.94	NA	3.53	NA	3.72
1801	3.02	3	NA	NA	NA	4.54	2.79	NA	3.86	NA	3.76
1802	3.26	3.19	NA	NA	NA	4.5	2.99	NA	4.08	NA	3.91
1803	3.12	3.14	NA	NA	NA	4.5	3.09	NA	3.71	NA	3.86
1804	3.26	3	NA	NA	NA	4.1	2.99	NA	3.6	NA	3.62
1805	3.35	3	NA	NA	NA	4.32	2.89	NA	3.53	NA	3.33
1806	3.31	3.1	NA	NA	NA	3.83	2.74	NA	3.6	NA	4.01
1807	3.21	3.71	NA	NA	NA	3.88	2.79	NA	3.6	NA	3.86
1808	3.31	3.43	NA	NA	NA	3.97	2.89	NA	3.49	NA	3.76
1809	3.35	3.52	NA	NA	NA	4.05	2.89	NA	3.78	NA	3.67
1810	3.17	3.24	NA	NA	NA	4.05	2.89	NA	3.78	NA	1.01
1811	3.4	3.43	NA	NA	NA	3.92	2.99	NA	4.08	NA	3.86
1812	3.07	3.1	NA	NA	NA	3.74	2.94	NA	3.67	NA	3.28
1813	3.31	3	NA	NA	NA	3.74	2.74	NA	3.75	NA	3.72
1814	3.07	3.24	NA	NA	NA	1.74	2.84	NA	3.71	NA	3.86
1815	3.4	3.14	NA	NA	NA	3.88	2.84	NA	3.9	NA	4.1
1816	3.17	3.19	NA	NA	NA	3.79	3.09	NA	3.86	NA	4.39
1817	2.7	2.91	NA	NA	NA	3.65	2.89	NA	3.82	NA	4.15
1818	3.21	2.95	NA	NA	NA	3.97	2.99	NA	3.97	NA	4.25
1819	3.26	3.05	NA	NA	NA	4.01	2.7	NA	3.93	NA	3.91
1820	3.21	3.05	NA	NA	NA	4.14	2.94	NA	4.26	NA	3.96
1821	3.21	2.91	NA	NA	NA	4.05	2.84	NA	3.86	NA	3.91
1822	3.35	3.24	NA	NA	NA	4.85	2.94	NA	4.49	NA	4.25
1823	3.4	3.38	NA	NA	NA	4.01	3.09	NA	4.67	NA	4.54
1824	3.45	3.29	NA	NA	NA	4.32	2.84	NA	4.01	NA	4.2
1825	3.54	3.24	NA	4.07	NA	4.1	2.94	NA	3.78	NA	3.91
1826	3.21	3.1	NA	4.02	NA	3.72	2.5	NA	3.97	NA	4.2
1827	3.31	3.38	NA	4.02	NA	3.76	2.79	NA	3.9	NA	4.63
1828	3.31	3.14	NA	3.75	NA	3.58	2.79	NA	3.6	NA	4.25
1829	3.4	3.14	NA	3.62	NA	4.03	2.74	NA	3.64	NA	3.96
1830	3.35	3.1	NA	3.48	NA	3.99	3.04	NA	3.6	NA	3.96
1831	3.63	2.95	NA	3.44	NA	3.9	2.89	NA	3.78	NA	3.62
1832	3.35	3.14	NA	3.39	NA	3.67	2.89	NA	3.9	NA	3.91
1833	3.68	3.24	NA	3.3	NA	3.94	2.84	NA	4.01	NA	3.91
1834	3.26	3.1	NA	3.12	NA	3.49	3.18	NA	3.97	NA	4.05
1835	3.54	3.14	NA	3.3	NA	3.49	2.94	NA	3.56	NA	3.81
1836	3.4	3.1	NA	3.34	NA	3.67	3.33	NA	3.71	NA	3.57
1837	3.31	3.05	NA	3.07	NA	3.81	2.6	NA	3.71	NA	3.91
1838	3.49	2.77	NA	2.35	NA	3.94	2.55	NA	3.53	NA	3.91
1839	3.45	3.05	NA	3.62	NA	3.72	2.55	NA	3.6	NA	3.86
1840	3.45	3.29	NA	3.07	NA	4.12	2.65	NA	3.64	NA	3.86
1841	2.7	3.24	NA	3.25	NA	3.9	2.89	NA	3.45	NA	4.2
1842	3.21	3.05	NA	3.48	NA	4.26	2.6	NA	3.19	NA	4.1
1843	3.26	3.19	NA	2.67	NA	3.9	2.99	NA	3.23	NA	3.81
1844	3.31	3	NA	3.21	NA	3.9	2.65	NA	3.27	NA	3.04
1845	3.31	3.1	3.27	3.21	NA	3.99	2.74	NA	3.27	3.15	3.38
1846	3.31	3.47	2.99	3.21	NA	3.99	2.55	NA	3.23	2.88	3.67
1847	3.59	2.2	3.13	3.34	NA	4.39	3.18	NA	3.34	3.39	3.67
1848	3.35	3.38	3.55	3.53	NA	4.21	3.04	NA	3.27	2.92	3.72
1849	3.35	3.38	2.99	3.34	NA	3.94	0.88	NA	3.27	2.88	3.43
1850	3.21	3.38	2.95	3.25	NA	4.17	3.04	NA	3.3	2.72	3.57
1851	3.31	3.33	3.27	3.48	NA	3.81	2.84	NA	3.08	2.72	3.81
1852	3.49	3.52	3.04	3.57	NA	3.72	3.33	NA	3.34	2.84	4.2
1853	3.31	3.52	2.99	3.34	NA	3.94	3.18	NA	2.97	2.88	3.86
1854	3.4	3.47	2.99	3.39	NA	3.81	2.7	NA	3.16	2.92	3.96
1855	3.31	3.29	2.85	3.71	NA	3.81	2.6	NA	3.19	2.68	4.15
1856	3.26	3.33	2.81	3.44	NA	3.99	2.99	NA	3.45	2.76	4.05
1857	3.31	3.38	2.95	3.84	3.84	3.85	2.7	NA	3.64	2.6	3.96
1858	3.49	3.43	2.99	3.98	4.24	4.03	2.89	NA	3.53	2.99	4.2
1859	3.54	3.62	2.9	3.89	4.06	3.94	2.94	NA	3.53	2.72	4.15
1860	3.82	3.57	2.95	4.02	4.24	4.08	2.79	NA	3.56	2.92	4.15
1861	3.54	3.94	2.81	3.98	4.51	3.85	2.79	NA	3.53	2.99	4.05
1862	5.23	3.71	2.76	3.93	3.98	3.9	2.89	NA	3.38	2.76	4.2
1863	4.57	3.47	2.99	3.75	3.8	3.9	2.74	NA	3.45	2.76	4.1
1864	4.29	3.57	2.9	3.71	4.02	4.03	2.6	NA	3.34	2.8	4.01
1865	3.63	3.33	2.72	3.57	3.93	3.76	2.89	NA	3.34	2.64	3.62
1866	3.92	3.62	2.62	3.48	3.93	3.67	2.84	NA	3.28	2.64	3.76
1867	3.87	3.76	2.85	3.66	3.89	3.9	2.89	NA	3.38	2.92	3.91
1868	3.73	3.47	2.9	3.44	3.66	4.03	2.74	NA	3.31	2.68	3.72
1869	3.96	3.62	2.72	3.39	2.95	4.08	2.65	NA	3.1	2.68	3.76
1870	3.92	3.62	2.62	3.57	3.93	3.81	2.55	NA	3.35	2.68	3.91
1871	3.87	3.66	2.85	3.62	2.82	3.67	2.7	NA	3.35	3.19	3.96
1872	3.92	3.62	2.85	4.21	4.6	3.76	3.28	NA	3.24	3.07	4.05
1873	3.73	3.52	2.62	3.48	5.04	3.9	3.18	NA	3.13	2.8	4.05
1874	3.87	3.57	2.76	3.39	4.86	3.58	2.84	NA	3.17	2.84	4.05
