# González-Cásares - DUPC - PICH - ITRDB MEXI115
#----------------------------------------------------
#                World Data Service for Paleoclimatology, Boulder
#                                  and
#                     NOAA Paleoclimatology Program
#             National Centers for Environmental Information (NCEI)
#----------------------------------------------------
# Template Version 4.0
# Encoding: UTF-8
# NOTE: Please cite original publication, NOAA Landing Page URL, dataset and publication DOIs (where available), and date accessed when using downloaded data. If there is no publication information, please cite investigator, study title, NOAA Landing Page URL, and date accessed.
#
# Description/Documentation lines begin with #
# Data lines have no #
#
# NOAA_Landing_Page: https://www.ncei.noaa.gov/access/paleo-search/study/24512
#   Landing_Page_Description: NOAA Landing Page of this file's parent study, which includes all study metadata.
#
# Study_Level_JSON_Metadata: https://www.ncei.noaa.gov/pub/data/metadata/published/paleo/json/noaa-tree-24512.json
#   Study_Level_JSON_Description: JSON metadata of this data file's parent study, which includes all study metadata.
#
# Data_Type: Tree Ring
#
# Dataset_DOI:
#
# Science_Keywords: 
#--------------------
# Resource_Links
#
# Data_Download_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/northamerica/mexico/mexi115-rwl-noaa.txt
#   Data_Download_Description: RWL File; Raw Measurements - NOAA Template File
#
# Related_Online_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/northamerica/mexico/mexi115.rwl
#   Related_Online_Description: RWL File; Raw Measurements - Tucson Decadal File
#
# Supplemental_Download_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/correlation-stats/mexi115.txt
#   Supplemental_Description: Text File; Correlation Stats
#
#--------------------
# Contribution_Date
#   Date: 2018-06-28
#--------------------
# File_Last_Modified_Date
#   Date: 2018-06-28
#--------------------
# Title
#   Study_Name: González-Cásares - DUPC - PICH - ITRDB MEXI115
#--------------------
# Investigators
#   Investigators: González-Cásares, M.; Pompa-García, M.; Camarero, J.J.
#--------------------
# Description_Notes_and_Keywords
#   Description: NOAA Template Raw Measurements file added 2019-01-25. NOAA Template Raw Measurements file added 2019-02-04.
#--------------------
# Publication
#   Authors: Marcos González-Cásares, Marín Pompa-García, J. Julio Camarero
#   Journal_Name: Trees - Structure and Function
#   Published_Title: Differences in climate-growth relationship indicate diverse drought tolerances among five pine species coexisting in Northwestern Mexico
#   Published_Date_or_Year: 2017
#   Volume: 31
#   Pages: 531-544
#   Issue: 2
#   Report_Number: 
#   DOI: 10.1007/s00468-016-1488-0
#   Full_Citation: None
#   Abstract: Climate warming could intensify drought stress in NW Mexico mountains as the Sierra Madre Occidental which are not only centers of pine diversification but also subject to a high hydroclimatic variability. In this region, rainfall and thus forest growth depend on changes in sea-surface temperatures (SST) across the equatorial Pacific related to the El Nino Southern Oscillation (ENSO). Winter moist-cool conditions usually correspond to El Nino episodes characterized by warm SSTs in the equatorial Pacific, whilst dry winters correspond to cold SSTs (La Nina). Consequently, growth responsiveness to dry spells could be used as a proxy of forest vulnerability to increased drought stress. Here, we characterize the growth responsiveness of five coexisting Mexican pine species to hydroclimate, drought, and the ENSO using dendrochronology. Pinus lumholtzii and P. durangensis showed a low responsiveness to maximum temperatures and drought, whereas others as P. arizonica, P. engelmannii, and P. leiophylla were very responsive. Among these drought-sensitive pine species, we found responses to ca. half- (e.g. P. engelmannii) and 1-year long (e.g. P. arizonica) droughts. The most responsive species to drought, P. arizonica and P. leiophylla, were also those showing a higher association between ENSO-related indices and growth. Wet and cool winter and spring conditions, linked to warm SSTs over the equatorial Pacific, were the main hydroclimate factors enhancing growth. Pine species presented different growth responsiveness to drought which suggests that they present diverse tolerances to water shortage. This implies that coexisting pine species will differently face the more arid conditions forecasted for many drought-prone areas.
#--------------------
# Funding_Agency
#   Funding_Agency_Name:
#   Grant:
#--------------------
# Site_Information
#   Site_Name: DUPC
#   Location: Chihuahua
#   Northernmost_Latitude: 27.045
#   Southernmost_Latitude: 27.045
#   Easternmost_Longitude: -107.08
#   Westernmost_Longitude: -107.08
#   Elevation_m: 1390
#--------------------
# Data_Collection
#   Collection_Name: MEXI115
#   First_Year: 1918
#   Last_Year: 2015
#   Time_Unit: CE
#   Core_Length_m:
#   Parameter_Keywords:  ring width
#   Notes: None
#--------------------
# Species
#   Species_Name: Pinus leiophylla var. chihuahuana (Engelm.)
#   Common_Name: Shaw  chihuahua pine
#   Tree_Species_Code: PICH
#--------------------
# Variables
#
# PaST_Thesaurus_Download_Resource: https://www.ncei.noaa.gov/access/paleo-search/skos/past-thesaurus.rdf
#   PaST_Thesaurus_Download_Description: Paleoenvironmental Standard Terms (PaST) Thesaurus terms, definitions, and relationships in SKOS format.
#
# Data variables follow that are preceded by '##' in columns one and two.
# Variables format: shortname-tab-var components: what, material, error, units, seasonality, data type, detail, method, C or N for Character or Numeric data)
#
## age_CE	age,,,year Common Era,,tree ring,,,N,
## DUPL052A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: DUPL052A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## DUPL052B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: DUPL052B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## DUPL053A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: DUPL053A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## DUPL053B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: DUPL053B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## DUPL054A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: DUPL054A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## DUPL054B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: DUPL054B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## DUPL056A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: DUPL056A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## DUPL056B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: DUPL056B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## DUPL123A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: DUPL123A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## DUPL123B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: DUPL123B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## DUPL124A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: DUPL124A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## DUPL125A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: DUPL125A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## DUPL126A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: DUPL126A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## DUPL126B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: DUPL126B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## DUPL127A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: DUPL127A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## DUPL127B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: DUPL127B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## DUPL128A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: DUPL128A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## DUPL128B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: DUPL128B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
#---------------------
# Data:
# Missing_Values: NA
age_CE	DUPL052A_raw	DUPL052B_raw	DUPL053A_raw	DUPL053B_raw	DUPL054A_raw	DUPL054B_raw	DUPL056A_raw	DUPL056B_raw	DUPL123A_raw	DUPL123B_raw	DUPL124A_raw	DUPL125A_raw	DUPL126A_raw	DUPL126B_raw	DUPL127A_raw	DUPL127B_raw	DUPL128A_raw	DUPL128B_raw
1983	3.82	2.44	1.59	3.09	3.66	2.64	4.08	2.68	2.08	1.55	0.56	1.13	3.09	1.44	2.71	4.29	6.12	6.48
1984	3.23	2.35	2.45	3.77	0.82	0.66	3.98	1.06	1.77	1.19	0.57	1.39	2.59	1.1	3.05	4.25	6.66	7.39
1985	6.33	3.17	5.12	4.28	2.73	1.62	3.44	3.53	1.72	1.52	1.14	1.51	3.25	1.41	3.17	3.76	6.16	7.2
1986	4.44	2.27	4.79	3.51	2.49	2.28	1.41	2.47	1.21	0.82	1.67	1.57	1.93	1.36	2.83	3.76	5.18	4.9
1987	5.1	2	4.13	2.79	2.45	2.33	1.27	3.3	1.48	0.96	0.47	1.21	2.3	1.26	3.54	4.13	6.64	5.79
1988	3.78	2.17	3.78	2.61	1.27	0.87	1.66	1.41	0.96	0.75	1.06	1	1.37	0.8	2.92	3.64	4.52	4.12
1989	3.54	1.63	3.36	2.08	0.8	1.34	1.91	1.14	0.8	0.92	0.69	0.98	1.76	1.05	3.13	3.05	4.3	3.58
1990	1.57	3.07	2.56	3.34	1.5	2.46	2.18	1.73	1.16	0.86	0.98	0.97	1.51	0.94	3.43	3.7	4.93	4.29
1991	3.64	3.39	3.67	3.26	2.79	2.34	3.26	1.04	1.3	0.83	0.32	1.35	2.14	1.18	3.01	3.07	4.61	3.94
1992	5.19	3.75	3.43	2.89	3.76	3.73	3.28	2.82	1.57	1.4	1.59	1.2	1.73	1.07	3.26	3.74	5.53	4.44
1993	2.82	2.27	3.26	2.37	2.56	2.9	2.23	2.94	1.07	0.82	0.47	1.37	1.36	0.59	2.97	2.94	3.45	3.8
1994	2.05	2.5	2.72	2.05	2.39	3.75	2.85	2.92	0.92	0.92	1.53	0.86	1.27	0.46	2.77	3.12	3.58	3.35
1995	2.55	2.55	2.52	2.37	4.25	5.28	3.04	2.17	1.16	1.44	0.67	1.59	1.51	0.66	2.71	2.61	3.69	3.1
1996	1.79	1.98	2.83	1.76	1.98	1.62	2.28	3.03	0.73	0.85	0.46	0.73	0.85	0.35	1.94	2.12	2.44	1.6
1997	3.99	3.5	1.35	3.03	5.59	4.31	3.13	3.27	1.61	1.29	0.57	1.91	1.92	1.08	2.78	3.99	6.58	6.31
1998	2.53	2.29	3.42	1.82	2.32	2.29	1.2	2.09	1.06	0.59	0.46	1.29	1.29	0.43	1.63	2.75	4.75	4.17
1999	1.07	1.78	1.16	0.71	1.47	1.47	1.48	2.69	0.61	0.57	0.44	0.73	1.1	0.44	1.68	1.72	3.73	3.11
2000	2.26	1.99	0.54	1.08	1.53	1.78	1.34	1.44	0.67	0.6	0.53	0.75	1.54	0.68	1.6	2.1	3.55	2.55
2001	5.56	4.11	1.06	0.69	3.12	3.05	2.88	1.79	0.96	1.08	0.56	1.11	2.97	1.3	3.35	3.8	5.37	4.67
2002	3.66	2.87	0.37	0.38	1.64	2.19	1.69	1.42	0.49	0.5	0.35	0.81	1.6	1.17	1.58	2.42	2.11	2.14
2003	5.74	3.23	0.61	0.62	2.27	2.29	1.92	2.32	0.63	0.74	0.5	1.03	1.9	1.02	1.07	1.87	1.83	1.8
2004	6.84	4.13	1.49	1.44	4.13	3.93	4.08	1.33	0.87	0.88	0.72	1.4	2.19	0.97	1.63	2.61	3.1	3.68
2005	6.72	3.19	0.8	1.4	3.13	3.57	2.49	1.6	0.63	0.64	0.33	1	2.77	1.35	1.76	2.37	3.32	4
2006	3.59	2.7	0.8	0.76	1.77	1.88	1.74	2.92	0.54	0.61	0.41	0.86	1.4	0.74	1.13	1.55	1.9	1.88
2007	6.64	4.31	1.02	1.32	2.78	2.44	2.27	2.27	0.68	0.82	0.59	1.4	2.44	0.9	3.12	2.36	2.3	2.59
2008	4.52	2.64	NA	0.97	2.31	1.94	1.31	1.75	0.5	0.48	0.5	0.75	1.78	0.99	2.16	1.64	1.45	1.11
2009	4.73	2.61	NA	1.04	1.8	1.64	1.62	2.5	0.54	0.57	0.44	0.83	1.37	0.67	1.12	0.87	1.68	1.37
2010	6.08	2.85	NA	1.01	2.3	1.81	1.53	1.38	0.45	0.54	0.24	1.2	1.4	0.57	1.46	1.16	1.36	1.24
2011	1.8	1.03	NA	0.46	0.5	0.54	1.62	1.76	0.35	0.36	0.24	0.46	0.68	0.37	0.54	0.65	0.52	0.48
2012	1.55	0.61	NA	0.51	0.51	0.56	0.74	1.64	0.5	0.58	0.34	0.62	0.48	0.44	0.84	0.6	0.77	0.59
2013	2.22	0.7	NA	0.74	0.91	0.57	0.84	0.7	0.57	0.56	0.33	0.93	0.99	0.33	1.31	0.82	0.84	0.78
2014	NA	NA	NA	NA	NA	NA	NA	NA	0.48	0.81	0.41	1	1.2	0.54	1.85	1.16	2.14	2.11
2015	NA	NA	NA	NA	NA	NA	NA	NA	0.73	1.27	0.53	1.8	1.65	0.47	1.93	0.92	2.62	2.65
