# Boswijk - Coutts Chemist Building, Whangarei - AGAU - ITRDB NEWZ113
#----------------------------------------------------
#                World Data Service for Paleoclimatology, Boulder
#                                  and
#                     NOAA Paleoclimatology Program
#             National Centers for Environmental Information (NCEI)
#----------------------------------------------------
# Template Version 4.0
# Encoding: UTF-8
# NOTE: Please cite original publication, NOAA Landing Page URL, dataset and publication DOIs (where available), and date accessed when using downloaded data. If there is no publication information, please cite investigator, study title, NOAA Landing Page URL, and date accessed.
#
# Description/Documentation lines begin with #
# Data lines have no #
#
# NOAA_Landing_Page: https://www.ncei.noaa.gov/access/paleo-search/study/13940
#   Landing_Page_Description: NOAA Landing Page of this file's parent study, which includes all study metadata.
#
# Study_Level_JSON_Metadata: https://www.ncei.noaa.gov/pub/data/metadata/published/paleo/json/noaa-tree-13940.json
#   Study_Level_JSON_Description: JSON metadata of this data file's parent study, which includes all study metadata.
#
# Data_Type: Tree Ring
#
# Dataset_DOI:
#
# Science_Keywords: 
#--------------------
# Resource_Links
#
# Data_Download_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/australia/newz113-rwl-noaa.txt
#   Data_Download_Description: Raw Measurements - NOAA Template File; newz113-rwl-noaa.txt
#
# Related_Online_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/australia/newz113.rwl
#   Related_Online_Description: RWL File; Raw Measurements - Tucson Decadal File
#
# Supplemental_Download_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/correlation-stats/newz113.txt
#   Supplemental_Description: Text File; Correlation Stats
#
#--------------------
# Contribution_Date
#   Date: 2012-08-22
#--------------------
# File_Last_Modified_Date
#   Date: 2012-08-22
#--------------------
# Title
#   Study_Name: Boswijk - Coutts Chemist Building, Whangarei - AGAU - ITRDB NEWZ113
#--------------------
# Investigators
#   Investigators: Boswijk, G.
#--------------------
# Description_Notes_and_Keywords
#   Description: NOAA Template Raw Measurements file added 2019-02-01.
#--------------------
# Publication
#   Authors: 
#   Journal_Name: Nature Climate Change
#   Published_Title: Multi-centennial tree-ring record of ENSO- related activity in New Zealand
#   Published_Date_or_Year: 2012
#   Volume: 
#   Pages: 
#   Issue: 
#   Report_Number: 
#   DOI: 10.1038/nclimate1374
#   Full_Citation: Anthony M. Fowler, Gretel Boswijk, Andrew M. Lorrey, Joelle Gergis, Maryann Pirie, Shane P.J. McCloskey, Jonathan G. Palmer, and Jan Wunder. 2012. Multi-centennial tree-ring record of ENSO-related activity in New Zealand. 
Nature Climate Change 2: 172 - 176.
DOI: 10.1038/nclimate1374
#   Abstract: It is not known how global warming will affect the El Niño/Southern Oscillation (ENSO). The instrumental record is too short to discern centennial-scale trends and modelling results are inconclusive1, 2, 3, 4, 5. Proxy reconstructions indicate that ENSO activity was relatively high during the late twentieth century6, 7, 8, 9, 10, but whether this was unusual in the millennial context remains uncertain. Here we present insights into these issues derived from rings of the kauri tree (Agathis australis), a rare long-lived conifer endemic to the forests of northern New Zealand. Our results indicate that the twentieth century was the most ‘ENSO-active’ century of the past 500 years, but may not be unique in the context of the past 700 years, and that ENSO activity comparable to or elevated above that experienced during the late twentieth century is plausible under warmer-than-present conditions. We also find evidence that there may have been significant changes in the ENSO teleconnection to the New Zealand region during the fourteenth and fifteenth centuries, and of multi-decadal fluctuations in ENSO-related activity building up to the present day. Although these two features may delay the expression of increased ENSO activity in the New Zealand region, our results indicate that New Zealand climate is likely to be more dominated by ENSO-related inter-annual variability as the world continues to warm.
#--------------------
# Funding_Agency
#   Funding_Agency_Name:
#   Grant:
#--------------------
# Site_Information
#   Site_Name: Coutts Chemist Building, Whangarei
#   Location: New Zealand
#   Northernmost_Latitude: -36.85
#   Southernmost_Latitude: -36.85
#   Easternmost_Longitude: 174.7667
#   Westernmost_Longitude: 174.7667
#   Elevation_m: 27
#--------------------
# Data_Collection
#   Collection_Name: NEWZ113
#   First_Year: 1566
#   Last_Year: 1711
#   Time_Unit: CE
#   Core_Length_m:
#   Parameter_Keywords:  ring width
#   Notes: 
#--------------------
# Species
#   Species_Name: Agathis australis (D. Don) Loudon
#   Common_Name: kauri pine
#   Tree_Species_Code: AGAU
#--------------------
# Variables
#
# PaST_Thesaurus_Download_Resource: https://www.ncei.noaa.gov/access/paleo-search/skos/past-thesaurus.rdf
#   PaST_Thesaurus_Download_Description: Paleoenvironmental Standard Terms (PaST) Thesaurus terms, definitions, and relationships in SKOS format.
#
# Data variables follow that are preceded by '##' in columns one and two.
# Variables format: shortname-tab-var components: what, material, error, units, seasonality, data type, detail, method, C or N for Character or Numeric data)
#
## age_CE	age,,,year Common Era,,tree ring,,,N,
## COU002_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: COU002; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## COU003_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: COU003; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## COU004_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: COU004; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## COU005_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: COU005; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## COU006_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: COU006; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## COU007_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: COU007; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## COU011_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: COU011; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
#---------------------
# Data:
# Missing_Values: NA
age_CE	COU002_raw	COU003_raw	COU004_raw	COU005_raw	COU006_raw	COU007_raw	COU011_raw
1672	NA	0.56	0.49	0.46	NA	NA	NA
1673	NA	0.63	0.73	0.72	NA	NA	NA
1674	NA	0.57	0.79	0.44	NA	NA	NA
1675	NA	0.46	0.59	0.5	NA	NA	NA
1676	NA	0.6	0.7	0.7	NA	NA	NA
1677	NA	0.44	0.51	0.52	NA	NA	NA
1678	NA	0.32	0.4	0.51	NA	NA	NA
1679	NA	0.38	0.5	0.56	NA	NA	NA
1680	NA	0.46	0.63	0.8	NA	NA	NA
1681	NA	0.45	0.55	0.45	NA	NA	NA
1682	NA	0.5	0.41	0.36	NA	NA	NA
1683	NA	0.61	0.57	0.8	NA	NA	NA
1684	NA	0.54	0.61	0.8	NA	NA	NA
1685	NA	0.63	NA	0.83	NA	NA	NA
1686	NA	0.6	NA	0.77	NA	NA	NA
1687	NA	0.55	NA	0.62	NA	NA	NA
1688	NA	0.7	NA	0.46	NA	NA	NA
1689	NA	0.55	NA	0.44	NA	NA	NA
1690	NA	0.35	NA	0.22	NA	NA	NA
1691	NA	NA	NA	0.2	NA	NA	NA
1692	NA	NA	NA	0.58	NA	NA	NA
1693	NA	NA	NA	0.42	NA	NA	NA
1694	NA	NA	NA	0.77	NA	NA	NA
1695	NA	NA	NA	0.79	NA	NA	NA
1696	NA	NA	NA	0.75	NA	NA	NA
1697	NA	NA	NA	0.9	NA	NA	NA
1698	NA	NA	NA	0.76	NA	NA	NA
1699	NA	NA	NA	0.75	NA	NA	NA
1700	NA	NA	NA	0.79	NA	NA	NA
1701	NA	NA	NA	0.53	NA	NA	NA
1702	NA	NA	NA	0.62	NA	NA	NA
1703	NA	NA	NA	0.55	NA	NA	NA
1704	NA	NA	NA	0.69	NA	NA	NA
1705	NA	NA	NA	0.51	NA	NA	NA
1706	NA	NA	NA	0.48	NA	NA	NA
1707	NA	NA	NA	0.41	NA	NA	NA
1708	NA	NA	NA	0.53	NA	NA	NA
1709	NA	NA	NA	0.69	NA	NA	NA
1710	NA	NA	NA	0.5	NA	NA	NA
1711	NA	NA	NA	0.58	NA	NA	NA
